global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
956139.9798782706	n/a	914203661121.6198	n/a	1319117.783623964	n/a	1740071727072.9993	n/a	1005742.6673372348	n/a	1011518312902.6158	n/a	1029761.3303464756	1082331.126118608	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.630523622495275e-05	n/a	2.1441749018486763e-09	n/a	-0.0712082022561588	n/a	0.005070608068554	n/a	-0.0341909627111221	n/a	0.0011690219311133	n/a	0.0010886983792849	n/a	1.1852641610575682e-06	n/a	-0.0005501077866927	n/a	n/a	3.026185769799411e-07	0.0007208003397895	n/a	n/a	5.195531298406586e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949016.5459945946	-7123.433883676073	900632404571.5105	50743310.29510438	1283685.1931975137	-35432.59042645036	1647847675234.538	1255468464.3285818	1001385.378703365	-4357.2886338698445	1002772676680.8816	18985964.23885133	1023965.4912074372	1085580.0142666902	1.180716	18.653013	0.0828770147629855	0.0482146551852812	-0.0250474675	-0.1051985979	-0.0706737393	0.0187330642	0.0705302401	0.1190772223	0.0479097923	-0.0338340824	0.0215970381	-0.0917300521	-0.0610875064	0.0662232148	-0.0390434707	0.0666230225	-0.0092997607	0.0479905119	-0.0442061587	0.0429888046	-0.0204920383	0.0463958935	-0.0570896637	1.76208e-05	-0.0022609734	0.0141502352	-0.0004038274	0.1017041051	-0.0019773744	0.0053366165	-0.0034667337	0.1460274838	-0.1058532914	0.091108586	-0.1918910647	0.071253068	-0.1341203172	0.029195301	-0.0402567802	0.0039629644	0.0485818819	-0.0481670371	0.1468159741	0.075490919	-0.0870091614	-0.0375923365	0.0487847616	0.0435369977	-0.0452363701	-0.0160624044	0.0485054043	-0.1071621039	0.0418004339	-0.0476643384	0.0205554534	-0.0032404982	-0.0645675171	0.0619661349	-0.0444353255	0.0089800904	-0.0269524384	0.1229169473	-0.1485034298	0.0323851191	-0.0213901505	0.0700360441	0.0382065645	-0.0229480536	0.096588371	-0.0095906635	0.0759364912	-0.0482888532	0.1466355548	-0.0333123653	0.0438593227	-0.1292850158	0.0378508949	-0.0412511428	0.0194740526	-0.1250073071	0.0227825399	0.160223763	-0.0244541032	0.0628610183	0.0034104511	-0.0102608383	-0.0023827912	-0.1129025786	0.0380950761	0.0580938747	-0.1096428659	0.0294338104	-0.012705479	0.0834228851	-0.0090661811	0.0241983997	-0.10288359	0.0079818796	-0.0392657764	0.0916344626	-0.0222646105	0.1860246647	-0.0050073225	0.1049671433	-0.0813636161	0.078462369	-0.0710493535	0.0156029203	0.10548366	-0.0253472363	0.0711598279	-0.0123154972	0.0192314164	0.1158504512	0.1158311377	0.115798951	0.0	-5.444331132764546e-05	-0.0001007485475525	2.964074148318928e-09	1.0150269833958145e-08	-0.0456542422975587	0.0255539599586001	0.0020843098397641	0.0006530048695657	-0.0079379520873743	0.0262530106237477	6.301108334145002e-05	0.0006892205668106	0.0005681712564908	-0.0005205271227941	3.228185767023344e-07	2.7094848556430413e-07	-0.0005503229771794	-2.151904867000055e-07	4.630694556618523e-14	3.028553792115985e-07	0.0006221567404086	-9.86435993809e-05	9.730559698819492e-09	3.870790096358541e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948526.2288498929	-490.317144701723	899702006816.1993	240410.9023884504	1274621.8740935773	-9063.319103936432	1624660921917.8232	82143753.17977908	1001612.3495793708	226.97087600582745	1003227298829.9076	51515.778554852695	1023266.3778001792	1077186.9210848722	1.014995	16.034941	0.086158773534567	0.0593466245909311	-0.0334303931	0.0068428599	-0.0724538848	0.0123952091	-0.0188507124	0.049319554	-0.0407118764	-0.0580919286	-0.0094519185	-0.0971616219	0.0244255585	0.0304392968	-0.1788423132	0.0187380191	0.0017609962	-0.1008901994	0.0246392758	-0.1265135588	0.0134317622	-0.1333417162	-0.0391080784	-0.006356209	-0.0954029278	-0.0010300064	-3.7519e-05	0.1110546104	0.0409851681	-0.069394655	0.003181244	0.0229160386	-0.1551468285	0.0118194734	0.0186521814	0.1064954694	-0.093703403	0.0868886866	-0.0876853826	0.1130444986	-0.0852273447	0.0963454936	-0.0234122787	0.1180523363	-0.0699703958	0.0087338731	0.1550785184	-0.0324808405	-0.0237550844	-0.0135679821	0.1461595488	-0.0642485887	-0.0581040118	-0.0108296196	0.1819130613	0.0192972118	0.0447824845	0.0517166989	0.1163738523	0.012269546	0.0108308477	0.0883174798	0.0264381738	0.0197511385	-0.0025480894	0.1780357216	0.0446333026	0.054756142	0.1115392615	0.0904052623	0.049890229	-0.0904579418	0.0655499854	-0.0440031083	-0.0818536789	0.0257061688	0.0714040826	-0.0111216803	-0.0376647421	-0.0184399715	-0.0238855487	-0.0023643021	0.0632263585	0.1856896623	0.0737776215	-0.0005745201	-0.0834003126	0.0063524038	-0.1618165312	0.1002449163	-0.1337333938	0.0573947458	0.0726690617	0.0457295903	-0.0620329043	0.0697643677	-0.0647272628	0.0431057027	0.0889712442	0.0907711628	-0.0315897171	0.2232650042	0.0062738296	0.1736193598	-0.1137572248	-0.0251944721	0.0632315208	-0.071470511	0.0736305954	0.0014218207	-0.0196769203	0.0536301794	0.102526578	0.115798951	0.1156251942	0.1153357926	0.0	-6.227844808393002e-05	-7.835136756284555e-06	3.878605095742766e-09	6.138936798968126e-11	-0.0493679141439713	-0.0037136718464126	0.0024371909469265	1.379135858283758e-05	-0.0343569227791675	-0.0264189706917932	0.0011803981428536	0.0006979620124138	0.0015241288240513	0.0009559575675605	2.3229686723039988e-06	9.13854870976188e-07	-0.0005501518409667	1.7113621270006384e-07	2.928760329732149e-14	3.026670481190491e-07	0.0004579195269897	-0.0001642372134188	2.69738622716053e-08	2.0969029319847067e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947917.2858294608	-608.9430204320233	898547180774.2917	370811.6021328756	1275029.6452434391	407.7711498618592	1625700596249.61	166277.3106596628	1000129.4839063644	-1482.8656730063958	1000258984578.8108	2198890.604180712	1022414.4909460872	1084917.394193892	0.983556	15.538272	0.0801179447309203	0.0463483085875904	-0.0404278869	-0.0644279798	-0.1158738718	-0.0043049567	0.044818232	0.0715018093	0.0686818328	-0.0799155333	0.0393546258	-0.0699784784	0.0074749028	0.0951435425	-0.0097992413	-0.0230087224	0.0448133539	-0.0691366978	-0.079313303	0.0543573415	-0.0140231827	0.0052864294	-0.0655262811	0.0391762297	0.0102978113	-0.0194518024	0.0621078017	0.008799485	0.0568377286	0.0190331117	0.101822661	0.0977263779	-0.0424337675	0.0090443043	0.0096112483	0.0491477702	0.0123060874	-0.0819022154	-0.0161729914	0.0348788253	-0.1735847121	-0.030187598	0.07466677	0.0999858105	-0.0152920722	0.0171647363	-0.0354950563	-0.0821618977	-0.0414511393	0.0185064034	-0.0092745359	-0.0730684569	-0.0221031863	-0.0826138611	-0.0244930155	0.029134219	-0.1084221235	0.0930222239	0.031928147	0.0874913309	0.0332366908	0.0040939629	0.0117520974	0.0317421535	0.0216592039	-0.0371094936	0.0044996543	-0.019366772	0.0256808514	0.0052424935	0.1049321814	0.0060114047	0.0627842651	-0.1139780172	0.0391434049	-0.0462337917	-0.0224786607	0.0463907273	-0.0162743514	0.0825320701	-0.0223273915	-0.0216303394	-0.0337188326	0.1290848723	0.1484348679	0.0458001496	0.0572308748	-0.0430606838	0.0263359208	0.0531018426	-0.074032961	0.0813835472	0.0145105516	0.0857252811	-0.0263057365	0.0598654423	-0.0287085049	0.0715656139	-0.0682734241	0.1267998134	-0.0238772466	0.157561591	0.0096740476	0.0641672634	-0.0231831867	0.0161775493	-0.0691907136	0.0358352748	0.0190346525	-0.0458378607	-0.0384659759	-0.0824638219	0.0307287962	0.1156959735	0.1152136733	0.1144113283	0.0	-3.823001281944016e-05	2.4048435264489854e-05	1.461533880174559e-09	5.783272386703592e-10	-0.0256251498825008	0.0237427642614704	0.0006566483065006	0.0005637188547757	-0.0211968753859821	0.0131600473931853	0.0004493075261288	0.0001731868473908	0.0008711848082402	-0.0006529440158111	7.589629701085141e-07	4.263358877835261e-07	-0.0005502091182358	-5.7277269100070895e-08	3.280685555561936e-15	3.0273007378981657e-07	0.0006687399267295	0.0002108203997397	4.4445240946449054e-08	4.47213089602177e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947221.223560442	-696.0622690188466	897228046363.3408	484502.6823516651	1273715.5720606009	-1314.0731828382704	1622351358509.6636	1726788.3298547026	1000577.8048646672	448.320958302822	1001155943587.796	200991.68165356063	1022440.6595542114	1084210.1843483665	0.910596	14.385642	0.0172506020212388	0.0117050030025026	-0.0351238378	-0.0322313761	-0.0752032585	0.0564290128	-0.025274416	0.0795361168	0.0374479476	-0.0844147788	0.0061214358	-0.1270456665	0.0094708925	0.0914119498	-0.0110312358	0.0427048621	-0.0231575009	-0.0777236729	0.0057936248	0.0227356297	-0.0936579903	-0.084866407	-0.0194037916	-0.0627987622	0.0377748993	-0.1358063421	0.0726487524	-0.0498962915	-0.0438789543	0.0733213501	-0.0569851783	0.0097684515	-0.0076818987	0.007039544	-0.1343208381	0.0129280327	0.0689793868	-0.0550544546	0.0397588027	0.073642983	0.0241312076	0.0205493563	-0.0989224957	-0.0084721731	0.0548752517	-0.0528726418	-0.0091812431	-0.0301119362	-0.0230278571	-0.0590028258	-0.0732864068	-0.1046089711	-0.0398127373	-0.0771403647	0.0316948643	-0.0060409668	0.0128924703	0.0976428217	0.0597619446	-0.0325214767	0.0707466511	0.0068213042	-0.0051503369	0.1052424295	-0.0264346804	-0.0384129682	0.1116592624	0.1173852429	-0.0001679988	-0.0353439364	0.0700651924	0.0389680173	0.0322397503	0.0963100798	0.032473162	-0.0585873895	-0.0223592723	-0.0321733301	-0.0195261064	0.0243616918	-0.0681003511	0.0017574298	0.0835487357	-0.123885523	0.0818977438	0.0435457486	0.0413004611	0.0312601291	0.0745107995	0.0715058037	-0.0761786254	0.1122861526	0.0695902728	0.0126740481	0.0105676609	-0.0526274586	-0.1517586211	-0.0329874292	0.0823772833	-0.0257947036	0.0104110738	0.1024026116	-0.0599474683	0.2538659314	-0.0220357516	0.0025273834	-0.0813788847	0.0234117255	0.0750503856	-0.1132277314	-0.0209941671	-0.1114926611	0.0538834466	0.1155415645	0.1145973067	0.1130292557	0.0	-3.778425602263269e-05	4.457567968074727e-07	1.4276500031838547e-09	1.986991219000585e-13	-0.0223403802679627	0.0032847696145381	0.0004990925905171	1.0789711420592785e-05	-0.0183382886240082	0.0028585867619739	0.0003362928296574	8.171518275732428e-06	0.0010931861003411	0.0002220012921008	1.1950558499789814e-06	4.928457369446907e-08	-0.0005501351738186	7.394441719999964e-08	5.467776835047603e-15	3.0264870947242125e-07	0.00066880068797	6.076124049996663e-08	3.6919283470947826e-15	4.472943602291453e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946873.9257586544	-347.2978017876157	896570231281.6057	120615.76312651004	1272690.329117749	-1025.242942851968	1619740673829.844	1051123.091867764	1001545.5301755668	967.72531089955	1003093449014.6572	936492.2773556308	1023591.8563694744	1080534.4146817294	0.938215	14.821967	0.0794037795132501	0.0403700783717639	-0.0682797655	-0.03232109	-0.0250742472	0.0586791504	-0.0376050057	0.0704989486	0.0309043647	-0.015898962	-0.0655896208	-0.1087157302	0.0376194498	0.0097684112	-0.0793680219	-0.0157894953	-0.0007659695	-0.01237405	-0.0405520985	-0.0565086053	0.0547501576	0.0760697163	0.03708668	0.0284381457	0.0308602543	-0.00810452	0.0779662443	0.0443933013	-0.0381417004	-0.0685970854	0.0230646513	0.0671950478	0.0219779853	-0.0915073822	0.0645194567	-0.1547334491	0.0104433228	0.0169779108	0.0308847952	0.0481727626	-0.1042415525	0.0680307867	-0.04246509	0.0974162358	-0.0181178171	-0.0426479409	-0.0303101487	-0.0320339897	-0.0108604122	0.0004754693	0.0078691769	-0.0900166322	-0.0555899391	-0.0058501481	0.076073348	0.0191342935	0.0095487928	0.0082980909	0.0185587586	0.0491429645	0.0156199239	0.0636466864	0.0495059786	-0.0683884473	-0.0773526364	0.0060840469	-0.0841018049	0.0072210023	0.0615658263	0.0068105618	-0.0122535487	0.020069351	-0.0280922741	0.0401146853	0.0160600511	0.1228762909	-0.024466883	0.1574425541	0.0179782565	0.0607811865	0.0414021527	0.0146674206	-0.0236701867	0.055103297	0.052240086	0.0275931387	0.0163507572	4.79359e-05	0.0443702622	0.0134807424	-0.0955074226	0.0784665862	0.0124937666	0.0539978742	0.0203456897	0.0593940432	-0.0092091833	0.1545547139	0.0461673477	0.0526619382	-0.0354855373	0.1286257425	-0.0869658021	-0.0042641259	-0.0209485772	-0.0893842722	0.1024566615	-0.0649147189	0.0214785958	-0.0434959583	-0.1022904341	-0.0929742607	-0.0069848924	0.1153357926	0.1137771902	0.1111951025	0.0	0.0001033951717062	0.0001411794277288	1.069056153215458e-08	1.9931630813840688e-08	-0.051296144941844	-0.0289557646738813	0.0026312944858946	0.0008384363078491	-0.0060606709500632	0.012277617673945	3.673173236493997e-05	0.0001507398957475	0.0006605951313048	-0.0004325909690362	4.36385927503606e-07	1.8713494649176505e-07	-0.0003588238958611	0.0001913112779575	3.6600005073731824e-08	1.2875458824093757e-07	0.0005321185802099	-0.00013668210776	1.868199858174357e-08	2.831501834045998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947398.909697441	524.9839387866668	897564694095.9	275608.13598396274	1271700.0797651934	-990.2493525554892	1617221092874.7993	980593.7802365656	1000940.5497896854	-604.980385881383	1001881984213.2776	366001.26730118704	1023057.22197954	1073479.6891801313	1.107446	17.495487	0.1533541146966614	0.0980378144628207	-0.0631714638	-0.0187689703	-0.0440472457	0.0332771404	-0.0063493371	0.0714703345	0.0677601819	-0.0046813783	0.0332883041	-0.0439495296	0.0253500354	0.0590233836	0.071333179	0.0920242263	-0.0235525528	-0.0217371422	0.0687116465	0.0996849545	-0.0425659907	0.1466320768	0.038337078	-0.0830640975	0.1426109539	-0.1269929977	0.1559184197	-0.0536369555	-0.0055898905	0.0659829115	-0.0066681244	0.0407559068	-0.0343348061	-0.0202147842	0.1586976509	0.1077097455	-0.1343006324	0.0137524975	0.0315329708	-0.0148812895	-0.0225775547	0.0090387802	-0.0264540934	0.0356569227	0.1047255143	-0.0139818494	0.0018215313	-0.0991088729	-0.0155662656	0.0442144532	0.1195883315	-0.0579713127	-0.0337750441	-0.0562569017	-0.0684299152	-0.0550152526	-0.0490201099	0.0883647946	-0.0370202039	-0.0881494298	0.0193799388	0.0354668369	0.0191735782	0.0970854375	-0.0898777501	-0.2190751676	-0.1072604035	0.1016316721	-0.023518648	-0.102342219	0.0356652297	0.006245371	0.0865567711	-0.0412982906	-0.0313831608	0.0808789408	0.0669105146	0.0081659816	0.1289361287	0.0548904422	-0.0828314596	-0.0157972622	0.0740539914	0.0706902372	-0.0092876027	0.0157962089	0.0017312714	0.040444974	-0.0520119428	0.0129393782	0.0164522277	0.1440437439	-0.0404002539	-0.0197185363	-0.071754688	-0.0915219747	-0.0506908617	-0.0464768769	-0.0668834026	-0.036502555	0.0200731914	0.1408517825	0.1121671658	0.1154517252	0.0824219304	0.0539963819	-0.2084458462	-0.0643664275	-0.0697271544	-0.032386787	0.0187185865	-0.0870021037	-0.0232633367	0.1150787493	0.1127547821	0.1089162049	0.0	0.0001041254475211	7.302758149000006e-07	1.0842108821469347e-08	5.333027658278599e-13	0.0370715774195815	0.0883677223614255	0.001374301852376	0.0078088543553459	-0.0097034615525899	-0.0036427906025266	9.415716610259038e-05	1.3269923373856834e-05	-8.793248750268665e-05	-0.0007485276188074	7.732122358410145e-09	5.60293596117606e-07	-0.0005510105106145	-0.0001921866147534	3.693569489037178e-08	3.03612582807652e-07	0.0002459753846329	-0.000286143195577	8.187792837501729e-08	6.050388984530311e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947066.2361999304	-332.6734975106083	896934455749.9025	110671.6559459407	1275017.1806370856	3317.1008718921803	1625668810919.7424	11003158.194307862	1000851.7854791514	-88.76431053399574	1001704296496.8052	7879.102824575627	1023161.7808766428	1075685.0783580432	1.024112	16.178976	0.1676231284253679	0.1178572073699704	-0.0882804677	-0.0171495824	-0.0407780661	0.0351851927	-0.0385094995	0.0864364887	-0.043551898	0.0148681634	0.009455813	-0.1118256056	0.0080714271	0.0275490235	-0.068919616	0.028035044	0.0499298598	-0.0059398095	0.0531123613	-0.0432598377	-0.0161167576	0.0327268478	0.0971246162	-0.0895808884	0.0526148537	-0.0966332967	0.0586602044	0.0003418634	0.190176377	-0.0167405635	-0.0473441399	0.0149956806	-0.0818943575	0.0022356338	0.0435247024	-0.1025069682	-0.0098138522	0.1157574095	0.1665150503	-0.0305222231	0.1094370129	0.0323524669	-0.0376911048	-0.0164190383	0.0330328919	0.0080000583	0.0589399896	0.0889991931	0.0701854875	-0.0733730286	-0.0350683089	-0.0957784326	-0.0430932851	-0.0170340935	0.0934549081	-0.0077759527	0.0097883384	-0.017114551	0.0387376208	-0.014075426	0.0101027247	0.0684122196	0.0384973875	0.0565859635	-0.0950370613	-0.0967685646	-0.0689149216	0.0823663934	0.021592238	0.1527693231	0.0164169045	-0.0512868549	0.0528106332	0.0414283386	0.0366661408	0.134896742	0.0870405683	0.0068207727	-0.0114990749	-0.0008958717	-0.0952370309	0.0464283195	-0.0720828525	-0.135189918	-0.075625176	-0.1098434035	-0.0823457336	-0.0019545274	0.0588908923	0.059720304	-0.1168301124	0.0710542786	0.0102278811	0.0100790608	0.0038260129	0.0496985975	0.0212714884	0.0141783834	0.0651032852	0.0330048009	0.0128789286	0.0362887071	-0.0736003943	-0.006049543	-0.0210859313	-0.0777514849	0.1031020163	-0.0078544619	-0.1795965765	0.1086433798	-0.0946984775	0.0010691193	-0.0469562074	0.1147705489	0.1115319001	0.1062016776	0.0	5.424193233238839e-05	-4.988351518871161e-05	2.9421872231514007e-09	2.4883650875824216e-09	-0.0678600590696305	-0.104931636489212	0.0046049876169337	0.0110106483363041	-0.0273020783843378	-0.0175986168317479	0.0007454034841045	0.0003097113143906	0.0008120683010479	0.0009000007885505	6.594549255668228e-07	8.100014193916778e-07	-0.0005503999101881	6.106004263999607e-07	3.728328807198138e-13	3.029400611350686e-07	0.0002462238274403	2.484428073999613e-07	6.172382854877429e-14	6.062617319935063e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947931.2592226324	865.0230227019638	898573672211.4055	748264.8298044421	1276327.426838743	1310.2462016574573	1629011700500.807	1716745.1089577945	1000902.6252286028	50.83974945137743	1001806065189.5088	2584.6801242788315	1023432.2902105736	1075419.03252397	0.986324	15.58199	0.1716236542692051	0.106522744767185	-0.0655873425	-0.0243071515	-0.0657379764	-0.0348797813	-0.0174602857	0.0642613107	0.0013786626	0.0438066064	0.0876579963	-0.045714157	0.0293349754	0.0671951015	0.0646094496	0.0418557755	0.0021717933	0.0041479518	0.0059932289	0.0748586684	-0.0394034701	0.0115189667	0.0066678042	-0.0312846577	0.0920483575	-0.0105626184	0.0710671106	-0.0237758462	0.0568470316	-0.052104573	0.0451693018	-0.0355973077	-0.028868804	-0.0301830788	-0.0333485562	-0.0913197734	-0.0116902643	-0.0610720305	-0.0163069962	-0.1226448918	0.0751053999	-0.0508860928	-0.090872322	0.0736245469	0.0631779347	0.1404910674	-0.0042949409	0.1197787501	0.0813599232	0.1541369487	-0.2012495385	-0.0576276466	-0.0406395266	-0.0604161293	-0.0522506408	-0.0701642852	-0.0168329523	0.0479698955	-0.0123176278	0.0187081482	0.018217797	-0.0541764743	0.0601369668	0.0984438546	0.0050755915	-0.1261032455	-0.086737688	0.0156478866	0.0076408532	-0.0066319743	-0.0639131902	-0.0468061727	-0.03445681	-0.0252147234	0.0546044233	-0.0145052291	0.0177310249	0.029391981	-0.0301953528	0.0282236648	0.0919229141	0.0383694625	-0.0647685231	-0.1087982016	0.0697157819	-0.0248744971	-0.07769328	0.0946626014	0.0374272338	-0.0021155757	-0.021152086	0.0638425908	-0.0516013404	0.0181845465	-0.0210445653	-0.0390131228	-0.0024523816	-0.0279730813	-0.1841008322	0.0292434042	-0.0403615163	0.0647274889	0.0885159346	0.0180259202	0.1043619036	0.048767787	-0.1133578179	-0.1578058939	-0.0383199413	0.0424094692	-0.0397747752	-0.0587119676	-0.1081591432	0.1144113283	0.1101107184	0.103062378	0.0	4.287707281491748e-05	-1.1364859517470904e-05	1.8384433731757358e-09	1.29160031851849e-10	0.0207243963101575	0.088584455379788	0.0004295006024204	0.0078472057349336	0.0057434359537893	0.0330455143381271	3.2987056555279605e-05	0.0010920060178713	-2.1952679041651083e-05	-0.0008340209800895	4.819201171057467e-10	6.955909952295356e-07	-0.0003850024557556	0.0001653974544325	2.7356317932750933e-08	1.4822689093784273e-07	0.0002459958681269	-2.2795931339998114e-07	5.196544856579082e-14	6.051396713550717e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948713.4766298704	782.2174072379712	900057260739.1356	611864.0721860941	1275546.6207052832	-780.8061334597878	1627019181592.6675	609658.218048424	1001582.2120519384	679.5868233356159	1003166927498.854	461838.25045139366	1022342.32218862	1079674.5467862217	1.046894	16.538883	0.1576320920961436	0.0852435623513843	-0.039513517	0.0108907796	-0.0774194703	0.0136319682	-0.0314538245	0.0232815518	-0.0958056235	-0.0456174138	0.0963954179	-0.0593217951	0.0541300059	0.0098505669	-0.0603389124	-0.0102982302	0.0586504163	-0.1379917435	0.048778856	-0.0287497457	0.0831022771	-0.017745818	0.0577605422	-0.03451198	0.0976788368	0.0899164578	0.1549460332	0.0133237993	0.0049448325	-0.1299184661	-0.0595603264	0.0221577278	0.0566694203	0.0913240422	0.0790301938	-0.0010783757	0.038234902	0.1321877719	0.0279649427	0.1282530843	0.0793344071	-0.0212100978	-0.1522458334	-0.0336653598	0.036109325	0.0160358087	0.0223744676	-0.0738398152	0.0758146551	0.0648444225	0.0889366322	-0.0306359753	-0.0918050105	-0.0129558902	0.0693528197	-0.0092832075	0.0601626354	0.0569576738	0.1770269328	-0.0258033971	-0.1253091458	-0.0148431478	0.0414474227	0.0285097613	-0.0082644993	0.0036737374	-0.1810314125	0.0511674436	0.035949388	-0.034965266	-0.098189013	0.0625321524	0.0703837988	0.0786120848	0.083948026	0.0485232722	0.0121918835	0.0454692976	-0.0648448157	0.0722473058	-0.1063267795	0.1212498377	0.0759321521	0.0142097509	-0.0749019943	0.0625229553	-0.0918953978	0.115296616	-0.0922226965	0.0317939788	-0.0497341058	0.0825727577	0.0869509643	0.0178154805	-0.0876822651	0.0418484539	0.0143205029	-0.0012002342	0.1379644094	-0.0240667098	0.0912517266	-0.0043255426	0.0117922976	-0.0172745545	-0.0258840254	-0.0576894745	0.0257960917	-0.0588001606	-0.014522442	-0.0155722933	0.1014581815	0.1261726238	0.0016369037	0.1140012473	0.1084937639	0.0995108621	0.0	0.0119933724506893	0.0119504953778743	0.0001438409827409	0.0001428143397765	-0.0300723460731546	-0.050796742383312	0.0009043459983435	0.0025803090367565	-0.0329831922303753	-0.0387266281841646	0.0010878909697058	0.0014997517305145	0.0009350677541897	0.0009570204332313	8.743517049253692e-07	9.158881096223228e-07	-0.0005503849407051	-0.0001653824849495	2.7351366328071592e-08	3.029235829549564e-07	0.0002467574729619	7.616048350000113e-07	5.800419246953945e-13	6.088925046254282e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
