global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
991159.2315488736	n/a	n/a	982396622284.5536	1207759.1561817685	n/a	1458682179340.8977	n/a	1041291.8152646844	n/a	n/a	1084288644537.2216	1058127.9029251556	940538.5931345857	n/a	n/a	n/a	n/a	-0.0316476824	-0.1016710587	0.0639884681	-0.0138740483	0.0056550631	0.1176854674	0.1734375012	-0.0669972183	0.0920838653	-0.208952295	0.2249485314	-0.0911944746	-0.0601093021	0.0077715692	-0.0403230521	0.0401652917	-0.0655273349	0.0214728707	0.0387523987	-0.015964867	0.1934574019	-0.021436496	0.1112035936	-0.032042203	0.1870680545	-0.0777461482	0.0918581539	-0.1595949167	0.2286826121	-0.0368885956	-0.0723501807	0.1303174628	-0.1396805987	0.0676029055	-0.0487142661	0.0755268429	-0.0080128884	0.0814153779	-0.2325296139	0.0608075825	-0.0890998045	0.059778182	-0.0274840274	-0.0701956157	0.0232372351	-0.0687127229	0.0536033983	-0.048009449	0.0516658538	0.0301250412	-0.1441659483	0.0702967465	-0.1407693635	0.0780052482	-0.0288184945	0.0568845021	-0.2243256097	0.1083424038	-0.2950182069	0.1489767775	-0.068037229	0.0232265247	-0.1154540377	0.1033583744	-0.0605936721	0.2088907313	-0.1822159558	0.1212874968	-0.1260894907	0.0569223131	-0.0597747965	0.0797330265	-0.065291849	0.0251079818	-0.0017300017	0.071162695	-0.0577196957	0.0085520246	-0.0854486812	0.0203234367	-0.0136753195	0.0562193349	-0.0486241086	0.1567907849	-0.0016754251	0.0134500537	-0.0321093067	0.0066266013	-0.0450120232	0.018967431	-0.1132099278	0.2168326681	0.0146642314	-0.0933262575	0.1154637225	0.1154447293	0.1154130763	0.0259299343664025	n/a	n/a	0.0006723614962459	0.0445448141850164	n/a	n/a	0.0019842404707776	0.0553684497826623	n/a	0.0030656652313351	n/a	-0.0004439996079718	n/a	1.971356518791121e-07	n/a	8.276712648580542e-12	n/a	n/a	6.850397226717313e-23	2.0073626463314178e-13	n/a	n/a	4.029504793886673e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984246.3734030172	-6912.858145856415	47787607.74473339	968740923556.9916	1179082.5765556768	-28676.57962609176	1390235722337.173	822346219.0515808	1036466.8936276288	-4824.9216370555805	23279868.8037271	1074263621586.1064	1052212.4571218877	962572.9442706832	1.318508	25.122187	0.1303795204117742	0.0709514531116395	-0.0276941178	0.011009667	-0.0826217366	0.1180885712	-0.0402614505	-0.0267280102	0.0330811767	0.0579838792	-0.0720939527	-0.1179161625	0.0520475393	0.0061362248	-0.0210286994	-0.030986686	-0.0980571838	-0.1023223742	-0.0523193613	-0.0357644219	0.0530823957	-0.0036420675	-0.003847141	0.0406906975	-0.0451424614	0.0140181335	0.0360252581	0.0276646402	0.1299129557	-0.0821350847	-0.0624444125	0.0591201563	0.1171635947	-0.1090611406	0.1349661252	-0.0889949609	-0.1973562691	0.0522650729	0.0629060113	0.1585193232	-0.0114184876	-0.0344851368	-0.0685233968	-0.0104018623	0.0536521132	-0.0383153059	-0.0158316248	-0.0928515904	-0.1244629608	-0.0376894309	0.0226818024	0.049602074	0.0252800387	0.033858281	0.0650332113	-0.0311898688	0.0002550073	0.049148535	-0.0382358066	0.0289990409	2.68234e-05	-0.1404448368	0.1259603012	-0.0301752812	-0.0815668503	-0.2070494254	-0.0816502166	-0.0266566545	0.0035480256	-0.0196271567	-0.0856504862	0.052441335	-0.0179886678	-0.0541730476	0.0582393225	0.0843219598	0.0691507939	0.090353351	-0.0261982336	-0.0841924971	-0.1062347516	0.0061902784	-0.018388138	-0.0329704285	-0.0167575161	0.1685504699	-0.0476900843	0.0352366377	-0.0445508534	0.0237540052	0.0284040585	-0.0009724457	-0.0829181064	-0.0835034909	0.131096769	-0.1149420379	0.1154130763	0.1152422001	0.1149575937	0.0146796381091007	-0.0112502962573018	0.000126569165877	0.0002154917750141	-0.0156284682055911	-0.0601732823906075	0.0036208239136597	0.0002442490184531	0.0371625434865876	-0.0182059062960747	0.0013810546383925	0.0003314550240614	0.0001470058387645	0.0005910054467363	2.1610716630854167e-08	3.492874380719736e-07	8.098926725708111e-05	8.098925898036846e-05	6.5592600701891945e-09	6.5592614108389115e-09	-0.0001430060034384	-0.0001430060036391	2.0450717076836656e-08	2.0450717019423678e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983805.8882745942	-440.4851284229662	194027.14836179704	967874025803.7632	1178948.4692276202	-134.10732805659063	1389919493094.149	17984.77543847802	1034970.7747008702	-1496.118926758645	2238371.84300544	1071164504484.9192	1050283.1033442982	945106.0139548306	1.065595	20.30331	0.1419710327814655	0.0731031673804053	-0.0345152054	-0.0199234158	-0.0680799732	-0.0776764208	-0.0003043655	-0.025956272	-0.0209992175	0.0446779636	-0.1169782764	0.0205308555	0.0696633852	-0.0163820466	-0.036136009	-0.0932102822	0.0675421207	-0.0120027472	-0.0011840827	-0.0398552712	0.0358953468	0.0046051622	-0.0023009776	0.0091210698	-0.026753248	-0.0796052935	0.0031075445	0.002360797	-0.0704578625	0.1527292031	-0.0266099847	-0.0489950296	-0.0061760963	-0.0155593033	-0.0128604966	-0.1431222226	-0.0870716004	-0.0005276973	0.0457371412	9.99184e-05	0.0410906568	0.1273946418	-0.1880770741	-0.003755774	-0.0018890902	-0.0553416291	-0.0578931095	0.0837746773	-0.020312888	0.0011538772	0.0261327002	0.0260521762	0.004118292	0.0262454468	0.0573203301	0.007423158	-0.0288294679	0.0054432442	0.0419336859	0.0436904483	0.1358051272	0.0190936206	-0.0879260068	-0.0978459976	0.0402075872	0.0078095649	-0.0773734456	-0.0097973059	-0.0690422758	0.0284762685	-0.0126539658	0.0446395859	-0.0164778403	-0.0844793984	-0.0637482916	-0.0023098021	-0.0431423988	0.0323146278	0.0132359238	-0.0392384005	-0.018304655	0.000781783	0.0059527524	0.0141564192	-0.0504021131	0.1090753834	-0.0361684092	0.0184201979	-0.0177610087	-0.0247280498	-0.0061007735	0.0141379297	0.0717890647	-0.0362127275	0.0016404364	0.0120059829	0.1153118061	0.1148374968	0.1140484259	-0.0099914325014225	-0.0246710706105232	0.0006086617250694	9.982872343048188e-05	0.0370655403379629	0.052694008543554	0.0027766585363881	0.0013738542805451	0.0321066636962257	-0.0050558797903619	0.0010308378537025	2.556192045458989e-05	-0.0008200003605515	-0.000967006199316	6.7240059130459e-07	9.351009895155754e-07	9.093392705494807e-12	-8.09892581636884e-05	6.559259937904569e-09	8.268979089634617e-23	1.582244030890953e-11	0.0001430060192608	2.045072154483183e-08	2.5034961732900512e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984971.5759251904	1165.6876505961409	1358827.6987523506	970169005380.553	1176067.3777292576	-2881.091498362599	1383134476958.9722	8300688.221937246	1036097.2868926758	1126.5121918056393	1269029.7182867457	1073497587906.3638	1051219.405144666	964019.105997534	1.116677	21.276609	0.0626147484843739	0.034483531757367	8.89021e-05	-0.0398151138	0.0306667682	-0.008446184	0.0605939585	-0.0148468531	-0.0208062656	-0.0574488193	-0.0926814811	0.1340290792	0.1466584987	0.0870791794	0.002467913	-0.0524753465	0.0317297905	0.049384188	-0.0523820136	0.0662180316	-0.0447860682	-0.0395025774	0.0269865572	-0.0089816828	-0.0061793056	-0.0167945472	0.0419015801	0.028575941	0.1461679667	0.0810096617	0.0393400564	-0.0234452021	0.0468165324	0.0312856334	-0.0975739528	-0.0340587123	0.05366606	-0.0988758007	0.1010105706	0.019789092	-0.1987371296	-0.0449488123	-0.0471194055	-0.0452010381	0.0522332435	-0.0131307038	-0.0442047159	0.0202817176	0.0849444817	-0.0635511194	-0.0176568025	-0.002124185	0.0080105091	0.0137975751	-0.0031548299	0.0074397209	-0.0690257798	0.167213245	-0.0687283863	-0.0619157823	-0.0471716019	-0.0250997632	-0.1607660046	0.022035587	0.0121558663	0.0526165333	0.1137804113	-0.1415352313	-0.0884841111	-0.0103103211	-0.0757946817	0.0205962603	-0.0563862007	0.0600271354	-0.0735502201	-0.0066391269	-0.0294582828	0.0252200548	-0.0403973214	0.0471942093	-0.080534421	-0.0008431114	-0.0258747163	0.0909287534	-0.0640645088	0.0891188892	0.0526710988	0.0142577976	-0.0374551035	0.0730276571	0.0047905168	0.0152097137	-0.0293779881	0.2378131334	0.0320884919	-0.1193585517	0.1151599564	0.1142313295	0.112689161	0.010013152127172	0.0200045846285945	0.0004001834061625	0.0001002632155218	0.0372456523730448	0.0001801120350818	3.2440345181343155e-08	0.0013872386206936	0.0583866679798177	0.026280004283592	0.0034090029977854	0.0006906386251456	-0.0004969994872864	0.0003230008732651	2.470084903629444e-07	1.0432956413001723e-07	1.4419576643831533e-12	-7.651435041111654e-12	5.854445818835131e-23	2.0792419058733182e-24	-5.400313535111959e-11	-6.982557566002912e-11	4.87561101625445e-21	2.916338627751342e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984129.212102754	-842.3638224363094	709576.8093495102	968510306113.9874	1182874.4140283845	6807.036299126921	1399191879362.994	46335743.177631535	1036555.4954224076	458.2085297318408	209955.0567190153	1074447295090.393	1051968.002767756	984111.15296929	1.157164	22.048031	0.1913562745239377	0.1038445635158815	0.0418672986	0.0491500001	-0.0709632092	0.1080792805	-0.0411551553	0.0394047644	-0.0638899943	0.055141574	-0.0572009306	-0.0569191849	-0.0308674306	0.0722354513	0.0773198759	-0.0126595739	-0.0469731637	-0.0784240307	-0.0670485594	-0.0033778568	0.0790786104	-0.0703276458	-0.0732356609	-0.0673589955	0.045092474	0.0121711158	0.0577517013	0.0337949161	0.0070735001	-0.0257450128	-0.1188212861	-0.0301553641	-0.0858992032	-0.0953650697	0.070387039	-0.0320807874	0.0788419007	-0.0022440851	-0.0362835507	0.1210815846	0.0372220215	-0.0666363552	0.0425314301	0.1553843114	0.1408387239	0.0542479593	-0.0428944084	-0.055330428	-0.0874125336	-0.0324670754	0.0285811369	0.0421185901	-0.0803840664	-0.1029376929	0.0159402372	0.0117930766	-0.0191168076	-0.0231583143	-0.0696634636	0.0328883188	0.0769082327	-0.1684690404	0.0534615288	0.009678673	0.1451564473	-0.0297439753	-0.0656788515	-0.017848577	0.0858057562	0.0365511956	-0.0072156203	-0.0982524453	-0.0334636313	-0.0444654681	0.1142526562	0.0726254969	-0.0022283078	0.0184012058	0.0031943595	-0.0248311299	-0.0405638831	0.0309357266	-0.0254948725	0.0585118591	-0.1027410775	0.0632423376	0.0866129152	0.0005238585	-0.0361945929	0.1203807573	0.0139809977	0.0032120968	0.0788109449	-0.0289119324	0.0280572707	-0.0396787891	0.1149575937	0.1134247617	0.1108851636	0.0009295812272398	-0.0090835708999321	8.251126029409506e-05	8.641212580366526e-07	-0.0493340645467839	-0.0865797169198287	0.0074960473819176	0.0024338499247062	0.0248964847224044	-0.0334901832574133	0.0006198349515329	0.0011215923746151	0.0002099999842198	0.0007069994715062	4.4099993372316256e-08	4.998482527100461e-07	0.0005370000282918	0.0005370000268498	2.8836902883673144e-07	2.883690303853941e-07	-5.6624582362663984e-08	-5.6570579227312864e-08	3.200230434113682e-15	3.2063433277461173e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982382.8205518454	-1746.39155090868	3049883.449085225	965076006115.3992	1180501.2965679583	-2373.117460426176	1393583311198.6306	5631686.480979583	1035653.9287527192	-901.5666696884437	812822.4598931113	1072579060140.9424	1051806.992846279	971294.0459749424	1.082339	20.622345	0.1777023226321235	0.1119193365161439	0.0189147032	0.0383753357	-0.1020816015	-0.0719697548	0.0304548532	0.0333187212	-0.1020917827	0.1124239788	-0.0627465703	0.0173569338	0.0167784853	-0.0011959903	0.0253801535	-0.0815528071	0.09532013	-0.0263788977	0.0313039087	-0.0508517706	0.0407550426	-0.0619567623	-0.0625336338	-0.0700215244	0.0109950606	0.0331357534	0.0452303083	0.0032164539	-0.1164923457	0.0658241177	-0.1017214962	-0.0248777468	-0.0279862582	0.0895360485	-0.0011339573	-0.0279064316	0.0116352728	0.0660686476	-0.0168163754	-0.145236285	-0.0212869973	-0.0379057641	-0.1631470348	0.0652839278	0.0063277624	0.021858108	-0.0752823077	0.1038620266	-0.0316450425	0.060630666	0.0271457197	-0.0027814641	-0.065356581	-0.076928984	0.0232712769	0.0229272315	0.0365547406	-0.0700051265	-0.0157398191	0.065001363	0.1283029017	-0.0539797123	-0.0968911738	0.002193794	-0.0050308168	0.0422803934	0.0485676845	0.0398015911	0.0430535209	0.0452425816	0.1223929975	0.1055266267	-0.0053796348	-0.1247879339	-0.0460353575	-0.0071619494	-0.0709966106	-0.0046634846	0.0641590775	0.0124939433	-0.008239869	0.0156854006	0.026877331	-0.0281540601	-0.0664112238	-0.0288901243	0.0219479339	0.0152391691	-0.0056465685	0.0390804135	0.0472115893	-0.0727566256	0.1275937539	0.0055936503	-0.1801159716	-0.0091967258	0.1147048067	0.1124192083	0.108643553	0.0099211241702192	0.0089915429429794	8.084784449544264e-05	9.84287048009076e-05	0.0568432254922441	0.106177290039028	0.0112736169200318	0.0032311522843621	0.0291117652962924	0.004215280573888	0.0008474948786664	1.776859031659756e-05	-0.0005379926602823	-0.0007479926445021	2.894361025176263e-07	5.594929962292449e-07	0.0001935198617297	-0.0003434801665621	1.1797862482152796e-07	3.7449936883882216e-08	-7.494799504272591e-05	-7.489137046036324e-05	5.6087173694313685e-09	5.617201960924467e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980019.9809950668	-2362.8395567785483	5583010.771077447	960439163149.5712	1164191.3787186136	-16309.917849344669	1355341566282.7466	266013420.25237176	1034359.8648477156	-1294.063905003597	1674601.3902331586	1069900330007.7844	1049273.9849320883	949775.5376831616	1.201949	22.901335	0.0831469831235405	0.0423284356125206	-0.0655958428	-0.0443053722	-0.0124941035	0.0134520064	0.1479759872	-0.0905417919	-0.0462889816	0.0880108831	0.0091542352	0.0681921158	0.1188364667	0.051308585	-0.1045908773	-0.0498799085	0.0077567414	-0.0049202341	0.0236281174	0.0870090875	-0.1352943716	0.0178942472	-0.013124488	-0.0181472781	-0.0225038292	-0.0868645998	-0.0369378368	0.1177412035	0.0928943605	0.0314802986	0.0469801944	-0.0234710624	0.0640004803	0.000488827	-0.0864304824	-0.0567875549	0.0378904944	-0.0822472314	0.0471145289	-0.0237058757	-0.1629516662	0.034006432	0.0656542859	0.0401843868	0.0608484602	-0.0959904098	-0.0093208484	0.0376916171	0.0092686155	-0.0044769108	-0.0791968859	-0.091711441	0.0275564514	-0.0024797447	0.0565776439	0.0438755667	-0.0927468296	0.0690427255	-0.0456729087	-0.1351924943	-0.0062218495	-0.0369023636	-0.0729863986	0.0289787468	-0.0059701737	-0.003381539	0.0231583105	-0.0907081681	-0.0879521361	0.0028890308	-0.0895060013	0.0840739584	-0.0497802983	0.03597094	-0.1046319797	0.0018543133	0.0577566395	0.0595274484	-0.0011743628	0.11341882	-0.0496482084	-0.0256925707	0.0208558781	-0.0428366614	-0.0003203664	-0.0063607899	0.0496500457	0.0465701143	-0.0329458282	-0.0075739577	0.1035596502	-0.0412109285	-0.0656219943	0.0445583369	-0.0164174673	-0.0848950055	0.1144017065	0.1112164334	0.105973176	0.0099998976136674	7.877344344820077e-05	6.205255392686884e-09	9.999795228383096e-05	0.0787258536711164	0.0218826281788723	0.0004788494160147	0.006197760036246	0.058522866056677	0.0294111007603846	0.0034249258514877	0.0008650128479374	-0.00066599287667	-0.0001280002163876	4.435465117751818e-07	1.6384055395298012e-08	-8.705056067648265e-05	-0.0002805704224061	7.871976192918377e-08	7.577800114089987e-09	0.0001519709809801	0.0002269189760228	5.1492221679247833e-08	2.3095179060053915e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980689.922017557	669.9410224901512	448820.9736151493	961752723146.802	1167001.9106850438	2810.531966430135	1361893459542.543	7899089.934325642	1034689.4430293692	329.5781816536328	108621.77782211496	1070582243516.4264	1050058.6216751556	960717.1162604408	1.033494	19.691679	0.1286446216964098	0.0696739660091284	-0.0259725621	0.0321117691	-0.0968118951	0.0592761288	0.0179528074	-0.0940580091	-0.0158478349	0.0615385336	0.0276649802	-0.0053338366	-0.0226211679	0.0685048515	-0.0410717693	-0.0435069484	-0.0313568769	-0.0860141131	-0.0142457208	-0.0863191159	0.0183502845	-0.0027179182	0.0203875665	0.0614446421	-0.0756618197	0.0034894143	-0.0832166759	0.0689007635	0.0666697992	0.0230066926	-0.0722416997	0.0898595715	0.1727836813	-0.0500302612	0.0398600271	-0.0060111973	-0.0824919342	0.0491563364	0.1563395079	0.0874298018	0.1031213898	-0.117642759	0.0901804929	-0.032591334	0.0237605856	-0.0511408742	-0.0253167787	-0.0160443637	-0.116481896	0.005018552	0.0438944282	0.0291364367	0.0098431466	0.0865454592	0.0529015954	-0.0540454124	0.0395111398	0.0321032674	0.0392608128	-0.0676951452	0.0854201968	-0.0887543561	0.1207894494	-0.0199122699	-0.1023079072	-0.1565657945	0.0287270198	-0.1002108479	-0.0799782357	-0.1314347174	0.0117200787	-0.0974786848	0.011768184	-0.0988163308	0.0321905951	0.0382650067	0.0621513126	0.0588503094	0.017982909	0.0586273085	-0.0281714025	-0.0365428888	0.0479689753	-0.0672462893	-0.0197851975	-0.0111340743	-0.0198485136	0.0555905244	-0.0538810258	-0.0819310717	0.036422648	-0.0135869028	0.0071992003	-0.1337887226	-0.036213473	-0.0560767005	0.1140484259	0.1098185471	0.1028845713	0.0100192495964677	1.935198280030026e-05	3.7449923830311706e-10	0.0001003853624763	0.0348005094578809	-0.0439253442132355	0.0019294358642512	0.001211075458528	0.0146231499325892	-0.0438997161240878	0.0002138365139509	0.0019271850757754	-0.0001959998567237	0.0004699930199462	3.8415943835710926e-08	2.2089343879824318e-07	0.0001070000714407	0.0001940506321171	3.765564782507815e-08	1.1449015288314905e-08	1.0445517857084457e-08	-0.0001519605354622	2.3092004337971586e-08	1.0910884330267026e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981347.502508202	657.5804906450212	432412.1016769468	963042920679.0854	1170451.8843818232	3449.97369677946	1369957613652.961	11902318.508470131	1034058.7516769398	-630.6913524294505	397771.5820292893	1069277501919.671	1049038.9877971138	948839.615720406	0.961138	18.313049	0.0717954999430085	0.0448665689438578	-0.0260225341	-0.0234128095	-0.041145996	-0.0611909812	0.0590210464	-0.0587143704	-0.0464601898	0.0445915505	-0.034631561	0.0616732384	0.0151694585	0.0193052318	-0.0427827098	-0.0833089173	0.0574721633	-0.0087556171	-0.0118338757	-0.00447889	0.0717199526	-0.0508789444	-0.0346815884	0.0180981486	-0.0440660658	-0.046918708	-0.020478888	0.0179329581	-0.1252253047	0.1259486152	-0.0285137726	0.0027419616	-0.0492259737	0.0061447052	-0.0879818731	-0.0849475935	0.0259987666	-0.0302710202	0.0481069044	-0.080279004	0.1103229578	0.0667038351	-0.0886546777	-0.0199899911	-0.0449751144	-0.0587825488	-0.0615649243	0.0721256918	0.0007426043	-0.0125891985	-0.0005565064	0.0512033472	-0.0479347866	-0.0253178684	0.0690136846	-0.026854639	-0.0122018782	-0.0165274177	0.0511247079	0.0144152154	0.1455107718	0.0558321806	-0.1072298315	-0.007691239	0.0666764716	0.0741058358	-0.0319760702	-0.0420639614	-0.0562228574	-0.0501866434	0.040843226	-0.0329986861	-0.0342338955	-0.0404555372	-0.0671139195	-0.0037755792	-0.0375172641	0.0412402185	0.0875960403	-0.0187934978	0.0094281805	0.0064116595	0.0482158175	-0.0709887778	-0.03502037	0.0191720781	0.0158834829	0.0470837967	0.0203190908	-0.0809874814	-0.0142803527	0.0387598101	0.0136949877	-0.0288535755	-0.0665228659	0.1069503045	0.1136451198	0.1082280018	0.0993899282	-0.0134615050217377	-0.0234807546182054	0.0005513458374403	0.0001812121174502	0.0347189923881359	-8.151706974499767e-05	6.645032659810815e-09	0.0012054084324474	0.0294036815301552	0.0147805315975659	0.0008645764875267	0.0002184641143066	-0.0008150001356009	-0.0006190002788772	6.642252210294855e-07	3.831613452500514e-07	0.0001570002600328	5.000018859210001e-05	2.500018859245568e-09	2.4649081650366817e-08	6.391119840092834e-08	5.346568054384389e-08	2.8585789960163666e-15	4.084641281042825e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980013.4542303137	-1334.0482778883306	1779684.8077368203	960426370472.431	1172173.4273335154	1721.5429516921286	1373990543746.8	2963710.1345208464	1035013.184961929	954.4332849892088	910942.8954952924	1071252293045.0364	1050570.0974550792	955470.948639338	1.138019	21.683243	0.1678445978713015	0.0978360051731937	-0.0243348524	-0.0425123024	0.0082395903	0.1510883746	0.0272921265	-0.0559865719	-0.0005364458	0.029730871	0.0961811158	-0.0704455725	0.0142376553	0.0755817164	-0.0189472178	-0.0451629601	-0.1194914858	-0.0930892272	-0.0637116441	0.0690857577	0.051033028	-0.0620129763	-0.0089422388	0.0801792095	-0.1038941221	0.0074312819	-0.0316008451	0.0412730315	0.0091315939	-0.034520883	-0.0635431087	0.0526866635	-0.0194826224	-0.0843311331	0.0230871307	0.0757288269	-0.0208900829	-0.073887054	0.1057127329	0.0459847762	0.0746838633	0.0195765861	0.2011789447	-0.0514639654	0.0039230606	-0.0485432747	-0.0368922711	-0.1066076601	-0.0706750666	-0.0762887521	-0.0723857448	0.0198480799	-0.0571215079	0.0470645352	0.1066174647	-0.0608776263	0.0094778005	-0.0139310475	0.018761394	-0.006098305	0.056672384	-0.0369377324	0.1094479301	0.0012453764	0.0296389408	-0.0782999409	-0.003603162	-0.0134471566	-0.0385239605	-0.1323135949	-0.0713111016	-0.0804674343	-0.0555334772	0.0542927864	0.062386397	0.0919302437	0.0574966365	0.0912337873	0.0826075115	-0.0454440073	-0.0108460621	0.0074663356	0.0337085483	-0.108970348	0.0063455636	-0.0062955624	-0.0365005192	-0.028976798	-0.0324122806	-0.0092636342	0.0630753525	-0.0261426189	-0.1326479667	0.0297643214	0.0737036186	-0.0593487894	0.1131919653	0.1064475877	0.0955030384	0.0093371815089682	0.0227986865307059	0.0005197801075253	8.718295853141766e-05	-0.0476175866456571	-0.082336579033793	0.006779312246988	0.0022674345579566	0.0147481368160242	-0.0146555447141309	0.0002175075395441	0.0002147849908678	0.0001460001044156	0.0009610002400165	2.1316030489366105e-08	9.235214613117708e-07	0.0001570001083024	-1.5173039999991436e-10	2.3022114284134006e-20	2.4649034006965333e-08	-1.1448908131882576e-08	-7.536010653281093e-08	5.67914565663661e-15	1.3107749741228698e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
