global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
908208.5391595316	n/a	n/a	824842750602.2904	1552862.4132768854	n/a	2411381674568.1123	n/a	866869.0879755435	n/a	n/a	751462015687.5505	977922.8472281882	1026442.159438609	n/a	n/a	n/a	n/a	-0.0913115692	0.1366445233	0.0885101951	-0.1226127751	-0.5058640729	-0.1530189269	0.3835135526	-0.4641103289	0.1179706264	-0.0340705039	0.0789912713	-0.1567132794	0.1227643874	-0.0506616818	0.0383137574	-0.2318822493	0.0878700994	-0.0423547072	0.2797543381	-0.0629815933	0.1210518692	-0.1470295456	0.0097006242	-0.0914801871	0.1045890144	-0.2194616766	0.0104051509	-0.1668012262	0.0267538141	-0.1784304659	0.0981977997	-0.1890649606	0.0930870668	-0.1081304796	0.1222869868	-0.0602244217	0.0993339614	-0.0772944418	0.001112232	0.0010428693	-0.1527665876	-0.0021214671	0.0614149932	-0.0758329987	-0.3257673575	0.1400803902	-0.1893437157	0.0263313686	-0.6715700475	0.0479282566	-0.0035320526	0.0558299013	0.0705749721	-0.0810840141	0.2238606651	-0.1568853268	0.1852692327	-0.1241363958	0.083927908	-0.1130719341	0.0397086712	-0.0154223921	0.0404112666	-0.1442635054	0.0442364836	-0.0069929056	-0.0952529133	-0.0918330798	0.068641815	-0.1070083245	0.0137690969	-0.1355311238	0.0413836072	-0.1877985383	0.0314349731	-0.0863459238	0.1885071585	-0.1263176078	0.0616222187	-0.1603874106	0.345759618	-0.2190643613	0.2351796027	-0.0214284546	0.0439652601	0.1821170209	-0.0226769736	0.2106315564	-0.1385520461	0.069570816	0.1154637225	0.1154447293	0.1154130763	0.0578932185863294	n/a	0.0033516247582845	n/a	0.0086771990216192	n/a	n/a	7.529378286078919e-05	-0.0707953584113028	n/a	n/a	0.0050119827725848	0.0033828415138863	n/a	n/a	1.1443616708072554e-05	-0.0009783350511249	n/a	9.571394722595607e-07	n/a	0.0006896568459904	n/a	4.756265652214263e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0
903303.50629999	-4905.032859541592	24059347.35318277	815957224493.8561	1504078.5900837989	-48783.823193086544	2262252405148.4683	2379861405.3343287	866896.0608615729	26.97288602939807	727.5365807548975	751508780337.3119	974190.3207808324	1023461.6397891114	1.431671	26.153419	0.2041949948048005	0.1034507684533737	-0.1307889922	0.1438501154	0.0143623823	-0.0761503028	-0.2175855392	0.0157496338	0.0173788623	0.1920628464	0.0290799827	0.0301361035	0.1206649593	-0.0829287782	0.1232500516	0.038516038	0.0060514569	-0.1958875165	-0.0066799102	0.1296821711	-0.0651298572	-0.1194769596	0.1967992132	-0.0125173582	0.0127133995	-0.1037287728	-0.0166320585	-0.0300969649	0.118235807	-0.0114299397	0.1844490251	0.0435126057	0.1734831389	-0.13820351	-0.04660918	-0.0559013672	0.1651998714	0.0047159855	0.0341421254	-0.0887187171	-0.0950047291	-0.1254316196	-0.1953166871	-0.0268609063	-0.0259830454	-0.147488047	-0.1491098896	-0.0419938794	-0.0723175171	0.1695267714	-0.0164486437	0.0342228881	-0.1128427957	0.0623467719	-0.1485269155	0.0589693466	-0.1124998756	0.176666536	0.1783751479	0.0036379641	0.1654609319	-0.0246650369	0.034005668	-0.0840804742	0.0829169609	0.0348885128	-0.0497221935	0.0771261518	-0.1151012872	-0.04270074	-0.0234714515	-0.1498400332	-0.0053770943	-0.0830021976	0.169584292	-0.1820458056	-0.0318208238	-0.1139933597	0.196352321	-0.1603398159	0.0561656678	-0.0526261557	0.2495328949	-0.0518416642	0.0935042233	0.0859377856	0.0541932999	0.1722903009	0.0846108789	0.1766287388	0.0922338062	0.1084825864	0.1154130763	0.1152422001	0.1149575937	0.0503975416803683	-0.007495676905961	0.0025399122074244	5.618517227855853e-05	-0.0614621354134499	-0.0701393344350691	0.0049195262349944	0.0037775940895812	-0.1091532003916881	-0.0383578419803853	0.0014713240413922	0.011914421155748	0.0034189589414946	3.6117427608299904e-05	1.304468577040784e-09	1.1689280243625877e-05	-0.0002820853561373	0.0006962496949875	7.957214814710739e-08	4.84763637770326e-07	-0.0003420188610814	-0.0010316757070718	1.16976901335418e-07	1.0643547645620986e-06	0.0	0.0	0.0	0.0	0.0	0.0
904367.6799415974	1064.1736416073982	1132465.5394919512	817880900522.9475	1498627.9455307263	-5450.644553072518	2245885719125.645	29709526.043939102	869054.8409726663	2158.780111093424	4660331.568052533	755256316618.0262	976269.3704180984	1030095.7007885895	1.374093	25.101606	0.4507730243917695	0.2076598271362773	-0.1742361956	0.0797139582	-0.1155892214	-0.0271939512	-0.1927806551	-0.0098438144	-0.2089587231	0.1808391463	0.1111197995	0.0753702496	0.1176289339	-0.0965345545	0.0167524425	0.1044660212	0.0725125617	-0.1531759854	-0.1173082497	-0.0037122457	-0.1171393695	-0.2100171132	-0.1073777124	0.2154926555	-0.0119718855	0.0666332297	0.0635810196	-0.0570200174	0.0315921255	-0.0228027599	0.0715020965	0.134452832	0.0830547205	0.2669733269	0.0788413193	-0.0251969376	-0.0122702404	-0.0886279341	0.1876125497	0.0223960025	-0.0529690106	-0.1740682049	0.1077875921	0.0255355405	0.1192685293	-0.2061109618	-0.0539521495	-0.1313322982	0.1048112355	0.1913250041	0.0386798419	-0.0151441398	-0.1611415574	0.1132689205	-0.1790170285	0.0583340867	-0.0555449548	0.0466712429	-0.1276933258	0.0582448779	-0.0818572864	-0.0808689505	0.2953215401	0.1285834759	-0.0162754571	-0.0902470424	0.0303155523	-0.005472367	-0.0968094916	0.0494970739	-0.1119349074	-0.1771136748	0.0259248549	0.0994452916	0.0693284296	-0.2440925006	0.0567788754	-0.1897117138	-0.1072104312	-0.1464132641	-0.075720633	-0.0021386403	-0.2447107253	0.3334554542	-0.0959936267	0.1708419657	0.0035106389	0.0087470676	0.1617629331	0.0825823432	0.1537373771	0.1131031967	0.1153118061	0.1148374968	0.1140484259	-0.0076216020471093	-0.0580191437274776	5.808881776450067e-05	0.0033662210388697	-0.1289150878393741	-0.0674529524259242	0.0045499007909739	0.0166190998726335	-0.2468137907634258	-0.1376605903717377	0.0189504381414953	0.0609170473110121	0.0025615461890634	-0.0008574127524311	7.351566280316461e-07	6.561518878705228e-06	0.0017980213163513	0.0020801066724886	3.232880654053662e-06	4.326843768931596e-06	-0.0011573061934942	-0.0008152873324127	1.3393576255000344e-06	6.646934343927793e-07	0.0	0.0	0.0	0.0	0.0	0.0
904821.4286880028	453.7487464053556	205887.92486443173	818701817812.9984	1482805.024135824	-15822.92139490228	2198710739602.442	250364841.4692564	872184.6062180307	3129.765245364397	9795430.491090864	760705987323.7013	973583.7134044482	1024396.2153779032	1.328658	24.271618	0.2480857455783249	0.1184166196084937	-0.1794530439	-0.0370570236	-0.0610001297	0.1213195973	-0.045054007	0.1460487606	-0.1522375137	0.0625524597	0.0850445374	0.1749100913	0.0341341417	-0.0683923912	-0.160353339	0.0925639791	0.0325773625	-0.0234603158	-0.1600979348	-0.1791928793	-0.1427992954	0.0499754961	-0.1470537513	0.1947944965	0.0015392224	0.0456063266	-0.0790945595	-0.2264429269	0.0341411276	0.1344840769	0.0241006775	0.0263726228	-0.0582317233	-0.0805808413	0.0942882723	-0.0617805788	-0.0322935517	0.114440178	0.0909480525	0.066961228	-0.1519406836	0.2495135286	0.0532692814	-0.2091016741	-0.0275019767	-0.1693999281	0.0678842473	0.0537248452	0.1642543885	-0.0172027262	0.0691237029	0.0499498918	-0.0374158879	0.1056126562	0.0879415444	-0.1835937588	-0.0576120479	-0.1236865039	-0.2100508164	0.0694012666	-0.1328089529	-0.2516539295	0.3025279408	-0.0723855447	-0.1174903234	-0.1543047993	0.0361777095	-0.1881113669	-0.0722758605	0.021571422	-0.0555646413	-0.1717000373	-0.048928451	0.1129283187	-0.1034105332	-0.1717636434	0.1001946413	-0.161951697	-0.2095050839	-0.1474940693	-0.0763847704	-0.0289743388	-0.1838422878	0.1778428639	0.0885466287	-0.0612222642	-0.0408026024	-0.0941389834	0.0058026628	0.0297702176	-0.1028079249	-0.028608054	0.1151599564	0.1142313295	0.112689161	0.020176544956584	0.0277981470036933	0.000407092966385	0.0007727369768389	-0.0759617913020349	0.0529532965373392	0.0028040516141713	0.0057701937378139	-0.1646015841119634	0.0822122066514624	0.0067588469225027	0.0270936814921677	0.002076706969103	-0.0004848392199604	2.3506906921180925e-07	4.3127118355209685e-06	0.0014577110078473	-0.000340310308504	2.1249213823991914e-06	1.1581110607408769e-07	-0.000280013814242	0.0008772923792522	7.840773616635329e-08	7.696419186939859e-07	0.0	0.0	0.0	0.0	0.0	0.0
902575.34783788	-2246.0808501227293	5044879.185288043	814642258524.6702	1473635.1814769553	-9169.842658868758	2171600648086.619	84086014.38840926	868236.8246882992	-3947.7815297314655	15584979.006488916	753835183744.8204	966686.687165903	1007819.3011563804	1.166067	21.301441	0.1006718066031178	0.048942147275982	-0.1289048376	-0.0610018376	0.0263928756	0.1265964529	0.0285410022	0.1247112637	-0.0141425946	0.0454277453	0.0801063485	0.0836068241	-0.0871269938	-0.1388690724	-0.1061169083	-0.0292129513	0.0247297082	-0.0857948093	-0.0831682945	-0.1754411065	-0.1052727712	0.0204463115	-0.2648947191	-0.0280995069	0.0887995323	-0.0519929047	0.052603428	-0.2020558889	-0.0093333176	-0.100832753	0.1345820415	0.0831937886	0.0777071152	-0.0105104869	0.0540595727	-0.0046347058	-0.1180831908	-0.0138277223	-0.2757021658	0.1810496183	-0.0654389511	-0.0369729374	-0.0551561003	0.0886946798	-0.0561361589	-0.0462462608	0.0581408373	0.1607080503	0.0989949624	-0.0356479502	0.0310025851	-0.0407246001	-0.1110790133	0.1398982577	-0.0245229588	-0.1978462813	0.0328144274	-0.0699485518	-0.1460706131	-0.1195604164	-0.1360646035	-0.1365969747	0.0115811018	0.0164827981	0.0974819213	0.0353385533	-0.2113172251	-0.0166909554	-0.0638351329	0.0054599151	0.0006668274	-0.1750220897	-0.1275693756	0.0478904128	-0.0539613955	-0.1095338242	0.1357478746	-0.207136732	-0.1103041586	-0.1398496864	-0.1377406408	-0.0005583405	-0.0443814536	0.0735069517	-0.0025480397	-0.0377478451	-0.1144739062	-0.0951011897	-0.0927896968	-0.0866969029	-0.1844625848	-0.0845151608	0.1149575937	0.1134247617	0.1108851636	0.0194565896755136	-0.0007199552810704	0.0003785588818013	5.183356067411599e-07	-0.0470711886233061	0.0288906026787287	0.0008346669231401	0.0022156967984108	-0.1346152282302597	0.0299863558817037	0.0008991815390641	0.0181212596714849	0.0023300648034996	0.0002533578343966	6.419019225013501e-08	5.429201988507629e-06	0.0010493616207505	-0.0004083493870968	1.1011598111041162e-06	1.6674922194233224e-07	-0.0001202231805031	0.0001597906337389	1.4453613130280964e-08	2.5533046630679285e-08	0.0	0.0	0.0	0.0	0.0	0.0
902927.3915393848	352.0437015048228	123934.7677692168	815277874392.1176	1468404.499825419	-5230.681651536375	2156211775107.5388	27360030.539719302	864394.8291640026	-3841.9955242966535	14760929.608715516	747178420685.4652	961246.2284746086	1002017.0076399704	1.327336	24.247469	0.2318610127971143	0.1299021591621163	-0.0439730456	-0.1016364862	0.1007850267	0.0196642313	0.087507949	0.0586007643	0.0141089416	0.1009638771	0.1052440432	-0.034720197	-0.1746933347	-0.1473613635	-0.0335906923	-0.0812081388	0.0736843671	-0.2260186103	-0.087515903	-0.2045070389	-0.005968857	-0.1488925321	-0.2407994565	0.1002566202	0.0583192304	0.0422447498	0.0396646701	0.0446017125	-0.133908013	0.0662421368	7.33383e-05	-0.1285733349	-0.1710951413	-0.1362197217	-0.2009808234	0.0798271478	-0.0344958781	0.0031405247	0.0598772546	-0.1931586775	0.2230785818	-0.0804368211	0.0065024239	0.0661345435	0.057620082	0.0562919363	0.0797044405	0.0914594022	0.0433847074	0.1087891652	0.0138690312	-0.1279104045	-0.1642726085	0.2081036497	-0.2206602453	-0.0832897507	-0.0368142529	-0.0957523303	-0.2330419278	-0.0807695185	-0.0115576286	-0.2091391955	-0.2483009474	0.0489693237	-0.0416755176	0.1543622337	-0.1086132359	0.0324382146	-0.0431820904	-0.0128535655	0.0673203556	-0.1685710611	-0.1685670749	0.0181144439	0.2169389762	0.0490068652	0.08287625	-0.1394810326	-0.2737298145	-0.0204835779	0.0434840119	0.1452683108	0.1585447809	-0.0178908842	-0.0198386966	-0.2605036841	0.0428115533	0.080104606	-0.2442352498	-0.329923329	0.2370992905	-0.2203052045	0.1147048067	0.1124192083	0.108643553	0.0108370222354921	-0.0086195674400215	0.0001174410509325	7.42969428530788e-05	0.063891494947839	0.1109626835711451	0.01231271714531	0.0040821231266697	-0.109120405121132	0.0254948231091277	0.0006499860053657	0.0119072628137999	0.0029210456163589	0.0005909808128592	3.492583211678389e-07	8.532507492849545e-06	0.0009398153582216	-0.0001095462625288	8.832529075491944e-07	1.2000383634050673e-08	-0.0011553748786513	-0.0010351516981482	1.3348911102185062e-06	1.0715390381791023e-06	0.0	0.0	0.0	0.0	0.0	0.0
904851.0581763012	1923.6666369163431	3700493.3299850337	818755437482.772	1462801.410439944	-5603.089385475032	2139787966385.089	31394610.66162297	868348.6879795396	3953.858815537067	15632999.53320018	754029443915.7878	963816.8762409316	1004964.9702974132	1.340412	24.486328	0.2152840676628834	0.1194317936625956	0.0014424568	-0.0892329309	0.081602811	-0.0917328185	0.1329599228	0.0221288291	-0.0139036482	0.0381322482	0.0390407126	0.0333910456	-0.1258015079	0.048121113	0.0749514217	0.0887317911	0.1143167675	0.0286615257	-0.090875227	-0.0460695707	-0.0676080715	0.0262019442	0.2173057503	-0.164664783	-0.0958820905	-0.0273247212	0.106825057	0.0181707588	-0.1434976258	-0.0713710939	-0.0687878355	-0.1315004194	0.0889698016	-0.0452435897	0.0059547178	0.0301261543	-0.0513201537	0.2020194424	0.0931838751	0.147552138	-0.0183334592	0.0554779267	0.0450211099	0.0361384091	-0.0731209006	0.0299439366	0.1420445017	0.0103207059	-0.0694267227	0.1018127551	0.0956089005	0.0039751623	0.1050201731	0.0176211873	-0.120233173	0.0390132743	-0.0104728175	-0.1447045056	0.1011577427	-0.1110034887	-0.0555692271	0.049045087	-0.0278262432	-0.0826004498	0.0281751391	-0.1346864469	0.0408340179	-0.0057082484	-0.0562721181	-0.0138871712	0.0062709683	-0.047945081	-0.0072346582	0.0277665083	0.2366841254	0.0873038941	-0.0562676546	0.071809033	-0.0413302785	0.0413578253	0.1586046096	0.0608319804	0.0718664628	-0.2348943699	0.1515487029	-0.0777496751	0.0756903356	-0.0065477036	0.059841734	-0.0647180553	0.1407259637	-0.0668839611	0.1144017065	0.1112164334	0.105973176	-0.0203642912511696	-0.0312013134866617	0.0004147043581624	0.0009735219632929	0.0125709290393984	-0.0513205659084406	0.0026338004851625	0.0001580282569135	-0.1094949245345731	-0.0003745194134411	1.4026479104426896e-07	0.0119891384988318	0.0024799939963563	-0.0004410516200025	1.945265315069176e-07	6.150370221963292e-06	-0.0010691903923119	-0.0020090057505335	1.1431680950120746e-06	4.036104105676673e-06	-0.0009576788721006	0.0001976960065507	9.171488220678772e-07	3.908371100609442e-08	0.0	0.0	0.0	0.0	0.0	0.0
904657.2677551348	-193.7904211663408	37554.72733582776	818404772102.1858	1469234.639053771	6433.228613827145	2158650424595.4648	41386430.397764325	866991.0678148977	-1357.6201646418776	1843132.511442239	751673511670.8167	963893.429368318	1000638.5830424712	1.2555	22.935175	0.1412941206015723	0.0926754860961781	0.0462315532	-0.0488540983	-0.0002078835	-0.0642357567	0.1008654625	-0.0084787182	0.0465387073	-0.0166055658	-0.011177447	0.0017108235	-0.0199916134	0.0704846058	0.0677943526	0.1827117054	-0.0095823476	-0.1499897005	0.1141929845	0.1955683875	0.0665085028	0.0471724381	0.0621167791	-0.0747419698	-0.1275544196	-0.072170345	-0.1259679535	0.0537037098	0.047311992	-0.0910079355	-0.0006016134	0.1607434387	-0.0205332753	0.1138456374	-0.0253854287	0.3054287173	-0.0226195545	0.1031507717	0.0676884662	0.1716132875	0.0958580522	-0.0005396777	-0.0272517416	-0.0837827098	0.0970400897	0.0362453694	0.0577625204	-0.0084628764	-0.0554652495	0.0220525742	0.0209727798	0.1750747669	0.1104883414	-0.0656501459	-0.104769847	-0.0417130461	-0.1219042468	0.129270164	-0.0496735245	0.0199677493	-0.0214230939	0.1970693536	-0.1213741786	-0.0913113528	-0.1201797041	-0.2564583241	0.0381675359	0.0515725212	-0.0628663055	0.0019968967	-0.0866546445	0.0046818816	0.0295868161	0.0658415832	0.021676474	-0.0027624345	-0.060331793	0.0701772499	0.1505317083	0.0211002974	-0.0956963244	-0.0911102409	-0.0661020901	-0.0782983711	-0.01159265	0.1044215385	0.0150815782	-0.077567904	0.1219620216	-0.0364538307	-0.0262262824	-0.0128465818	0.1140484259	0.1098185471	0.1028845713	-0.0202844924067875	7.979884438209794e-05	0.000411460632201	6.367855564718285e-09	-0.0741192350694888	-0.0866901641088871	0.0075151845532257	0.0054936610072861	-0.0961858971027851	0.0133090274317879	0.00017713021118	0.0092517268014675	0.0023781927118142	-0.0001018012845421	1.0363501534421665e-08	5.655800574526178e-06	-0.0005403711332248	0.0005288192590871	2.9200096162265457e-07	2.796498087814294e-07	-0.0011513609328017	-0.0001936820607011	1.3256319975820006e-06	3.751274063742458e-08	0.0	0.0	0.0	0.0	0.0	0.0
903275.400032228	-1381.8677229068708	1909558.40361182	815906448303.3815	1475942.2243365922	6707.585282821208	2178405449579.648	44991700.32631967	868243.6037204284	1252.5359055306762	1568846.194643551	753846955401.4364	965908.3436426116	1002448.9318485778	1.149064	20.990822	0.1093077682521728	0.0797705667898521	0.0684958058	0.0284464541	-0.0380042042	0.0347212009	0.0712450429	-0.0505998107	0.0164031891	-0.0395659625	-0.1408601743	-0.030042709	0.0609682855	0.0749648673	-0.0199986282	0.0457440161	-0.0584408548	-0.0967221659	0.0100738552	-0.0526795139	0.1174951118	0.0015220744	0.0581340833	-0.1264053793	-0.0357129954	0.0312925858	-0.0007304811	0.0847828601	-0.1100420375	0.0046679973	0.0209953088	-0.0371575845	-0.0790767009	0.1365553596	0.0194650984	0.1151500987	-0.0806162602	0.0833724252	-0.0505309945	0.0975852431	0.0508674463	-0.0278078754	0.0971452058	-0.0559833017	0.0714619512	0.0382571263	-0.0088173755	-0.06875163	-0.0310883727	-0.1131754034	0.0471392105	0.0966853627	0.0629354671	-0.030595041	-0.1109062147	0.0431487653	-0.0677085054	-0.059300315	-0.0775475393	-0.1116106391	0.000404731	0.1006969779	-0.1133367967	0.0033526727	0.0070558276	-0.0624260966	0.0077137313	-0.0669033531	-0.0310691908	0.0073335138	-0.0091760343	0.0012849962	0.0104057376	0.1220145901	0.0480191316	0.0847965749	-0.1173012793	0.0269980924	0.0942436732	0.0732070785	0.080824719	-0.083936188	-0.0569409747	-0.0539123704	-0.0889240188	-0.132314295	0.0476479043	0.0010791404	0.0216524857	-0.0728597955	-0.0308946279	0.0868045458	0.1136451198	0.1082280018	0.0993899282	-0.020534336653796	-0.0002498442470084	0.0004216589818114	6.242214776324412e-08	0.0032453145572617	0.0773645496267504	0.0059852735389499	1.0532066575574702e-05	-0.0933834843423113	0.0028024127604738	7.853517280066457e-06	0.0087204751479106	0.00189813169621	-0.0004800610156041	2.304585787029359e-07	3.602903936157052e-06	-0.0006380942773398	-9.772314411499996e-05	4.0716430677380166e-07	9.549812895721052e-09	-0.0011513960054413	-3.507263960007313e-08	1.3257127613461822e-06	1.2300900485166179e-15	0.0	0.0	0.0	0.0	0.0	0.0
904784.1966466928	1508.796614464838	2276467.2238205574	818634442501.6013	1479282.237997556	3340.013660963857	2188275939655.058	11155691.25542519	867807.9097466433	-435.69397378514986	189829.23879269484	753090568218.8381	966228.7906942058	1005388.2017345708	0.996397	18.201948	0.0947958198766833	0.043389476968471	0.062014446	0.0557236726	-0.043658246	0.0786615493	0.0412627838	-0.0668566896	-0.004760562	-0.0353056727	-0.143917049	-0.0244214438	0.0696720788	0.0986129451	0.003762312	0.0040089061	-0.1236364847	-0.0871062236	0.0831972442	-0.0549673938	-0.0224252723	0.0377653134	0.1405311303	-0.1388737161	-0.035059914	-0.0414733914	-0.0403125413	0.007561215	0.0098111765	0.1270331864	-0.0561727457	0.0034866188	-0.0914308492	-0.0322953564	-0.024816679	0.0667231234	0.0155679271	-0.1364403618	-0.2396134942	-0.2587773669	-0.0478890023	-0.0065107791	0.1022182591	-0.0031054223	-0.0124275331	0.0270939286	-0.0153328964	-0.0714429425	-0.0392564092	-0.1460489472	0.0443406076	0.0856259785	0.0287049371	-0.1051237974	-0.1014537037	0.0281820434	-0.0885369018	-0.0441982766	0.0075956377	-0.0708609135	0.0497181595	0.1321931316	-0.0073375514	-0.0668036915	0.0974283014	0.1024761031	-0.140333981	0.0171888285	-0.0346747954	0.0058024216	-0.0143198181	0.0320433577	-0.017912355	0.0856699337	-4.77567e-05	0.1038756554	-0.0868422594	-0.049778123	0.1544438861	0.113298945	0.1191513555	-0.0601250639	-0.1025276767	-0.0373484591	-0.0265831743	-0.0231168069	-0.0753515935	-0.0061956088	0.0427406044	-0.0485717493	-0.0982392287	0.0951959142	0.1131919653	0.1064475877	0.0955030384	-0.0259875529463755	-0.0054532162925794	0.0006753529081406	2.9737567933654495e-05	-0.0187225802964547	-0.0219678948537164	0.0004825884043039	0.0003505350129571	-0.0755873123592039	0.0177961719831073	0.0003167037372523	0.0057134417896878	0.0017457148540793	-0.0001524168421307	2.3230893765094752e-08	3.0475203517531117e-06	-0.0009370350861863	-0.0002989408088465	8.780347527441666e-07	8.936560719379965e-08	-0.0006111829214729	0.0005402130839684	3.73544563500149e-07	2.918301760906497e-07	0.0	0.0	0.0	0.0	0.0	0.0
