global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1034034.4508984254	n/a	1069227245644.8082	n/a	1486475.2252546807	n/a	n/a	2209608595295.9536	1062544.5625486004	n/a	n/a	1129000947401.5964	1113155.7448414278	1081048.3527452126	n/a	n/a	n/a	n/a	-0.08774421	0.1407209841	0.0159756484	-0.092007611	0.0642947668	0.2341871699	-0.2103090858	0.0704559475	-0.6359264412	0.0970668256	-0.1559410123	-0.0846049429	-0.197571577	0.0549754294	-0.1507733052	0.0455593375	-0.0334146021	0.0041258052	-0.1477867889	0.1223517194	-0.1089551077	0.0782910187	-0.0352232974	0.1627848262	0.0299938528	-0.0694017719	0.088027338	-0.1536606736	0.0841869412	-0.0705404986	0.0472830301	-0.0040650526	0.0148635112	-0.1070436174	0.1942704569	-0.0207482054	0.1393191028	-0.0456339765	0.0490562685	-0.0090778078	0.1404380405	0.1826118684	-0.0060366705	-0.1668591259	0.1296368674	-0.0241529506	-0.0225818456	0.0320589193	-0.0698468776	-0.1659753963	0.0291636231	-0.1216589167	0.1295283314	-0.2609694982	0.0148423958	-0.1113304243	-0.2594884287	0.3287485084	-0.161762628	0.1250699054	-0.0495213968	0.1539126365	-0.3427091453	0.022592995	-0.0256701958	0.0417259204	-0.1311616064	0.049929061	-0.1452533763	0.0085507655	-0.0759334989	0.0884203868	-0.1804787781	0.1150179754	-0.0311582936	0.0606903762	-0.038526132	0.1812641638	-0.0075006929	0.0493414246	0.0320838379	-0.0974968845	0.059069228	-0.0644825247	0.0236877148	-0.091935389	0.1303323058	-0.0587647386	-0.0258200437	0.0775455276	-0.1099341315	0.0535837274	-0.043719637	0.0777233763	-0.10971757	0.1393304576	-0.0571892034	0.0856324202	-0.1789664774	0.1167326199	-0.0763780822	0.0435243484	0.0867526498	-0.1298348529	0.1154637225	0.1154447293	0.1154130763	-0.0082710594327863	n/a	n/a	6.841042414068325e-05	-0.085516422256461	n/a	0.0073130584755453	n/a	-0.0216527896612035	n/a	n/a	0.0004688433001123	0.0005469999283329	n/a	2.992089215961977e-07	n/a	-0.0005020000818387	n/a	n/a	2.520040821660616e-07	1.3752571446608904e-07	n/a	1.8913322139408253e-14	n/a	0.0	0.0	0.0	0.0	0.0
1027490.2404387472	-6544.210459678201	1055736194196.8744	42826690.54056157	1448728.6106139868	-37746.61464069388	1424806916.8330455	2098814587211.5327	1056351.3291213063	-6193.233427294064	38356140.28495258	1115878130536.3503	1104636.551983811	1086042.040626885	1.606566	25.417467	0.0652850538452858	0.033682991116668	-0.1441104915	-0.0147070413	0.056371462	0.0763500928	0.0258301742	0.1371751408	-0.0224818346	0.113928448	-0.0727803455	-0.0109380876	-0.0140074565	-0.1325445485	-0.0603256241	-0.0827192739	0.0327229539	0.0712194451	-0.0534480081	0.1021610898	-0.048790696	0.0883030159	-0.0771675549	-0.0194990688	-0.0697833723	0.003547726	0.0601652105	0.057542889	0.0716155924	0.0892459027	-0.0813025169	0.0157990535	0.0438213812	-0.0453293116	0.009006419	-0.0335718287	-0.0586242114	-0.1924043705	0.1025227777	-0.035428184	-0.1619668735	0.0543037169	0.0412927745	0.1398432259	0.0980246824	0.0857215549	0.0043395435	-0.0059810275	0.0449635917	0.0266282729	-0.1432924909	-0.0661140963	-0.0283091199	0.0486983236	0.0238194322	-0.0757157329	-0.121565309	-0.0076840127	-0.03769144	0.0642573721	0.0469346255	0.117171844	-0.0606169525	-0.0279462758	-0.0616187575	0.0655924911	-0.0143427386	-0.1050179198	0.0159516617	0.0762969267	-0.0361694976	0.1552683187	-0.1789847358	0.0242369726	-0.0082304648	-0.0247629223	-0.1346585274	0.0324994277	0.1437620645	0.0259246738	0.1337928801	-0.1248681844	0.0496016023	0.0236041012	0.0136268013	-0.1285707117	0.0098409356	0.0141464873	0.1536596701	0.0361761488	0.1089674753	0.1547835172	0.101180321	0.0315980371	-0.0075479938	0.0003517373	-0.0770379277	0.0792971232	-0.0880939204	-0.0536177254	-0.0829077063	-0.0096698647	-0.1665300737	0.1691351547	-0.0350482965	-0.0920775247	0.1154130763	0.1152422001	0.1149575937	-0.0269837045470211	-0.0187126451142348	0.0003501630871712	0.0007281203110809	-0.085555053337984	-3.863108152299399e-05	0.0073196671516652	1.4923604596362076e-09	-0.005874900795618	0.0157778888655855	0.0002489417770547	3.451445935835301e-05	0.0003059997267349	-0.0002410002015979	9.363583276183348e-08	5.808109717027662e-08	-0.0001280003312398	0.0003739997505989	1.3987581344803944e-07	1.6384084797498517e-08	1.9702232514516235e-08	-1.1782348195157281e-07	3.881779660560607e-16	1.3882372899192604e-14	1.0	0.0	0.0	0.0	0.0
1026683.8223076044	-806.4181311428547	1054079670988.1526	650310.2022359344	1432831.7530286345	-15896.85758535238	252710081.0889755	2053006832487.1096	1054669.112023717	-1682.2170975892805	2829854.3634217028	1112326935856.8958	1100967.9132994958	1071326.4830791994	1.308629	20.7038	0.1181324725800788	0.0682813649074216	-0.053226275	-0.0801678925	-0.0387781589	0.0240848406	-0.1201266218	0.0137187222	0.0997735459	0.0167299377	0.1221155891	-0.048579171	-0.0153824703	-0.1197801266	0.1081121026	-0.0043565513	0.1196234019	0.0986306367	0.0938688112	-0.1185426716	0.0536639295	-0.0676071704	-0.0713249917	0.0572524462	0.1133907193	-0.0400942928	0.0668691836	-0.0033084646	0.0806677934	-0.1006051747	0.0330264182	0.0347871278	0.0243306266	-0.0210464541	-0.0687972622	-0.000597542	0.1204556934	-0.101625306	0.0004344197	-0.1088580262	0.1640756468	-0.0725270334	0.0158677869	0.1064107958	-0.0583846196	-0.0526095155	-0.0366971205	0.046372224	0.0132432186	0.1349552011	-0.1212771286	0.0961636797	-0.0243436882	0.02484538	-0.1093503413	0.1055273741	0.0278399107	0.1314330252	0.0131839244	-0.0306149195	-0.081597417	0.0652305838	0.1796011778	0.0698620462	-0.0587143157	0.060067333	-0.0043569967	0.106221662	-0.0509447855	0.1288071505	-0.0511156781	-0.0747256828	0.0826250789	0.1800248578	-0.0615513917	0.1039858044	-0.0819192447	-0.05795583	0.0533612864	-0.0743289569	0.0340846162	-0.0140574686	0.018388459	-0.0205121378	-0.0485205904	-0.0486277921	-0.086322219	-0.0058036044	-0.0894692417	-0.1271555078	0.0762489288	0.0648255143	-0.0222240006	-0.0203953369	-0.0128309291	-0.0520297586	-0.0309730065	0.1544022897	0.0763943261	0.0760577132	-0.1860439385	0.1865473585	-0.0063754668	-0.0579607111	-0.0757788387	-0.1197879156	0.1153118061	0.1148374968	0.1140484259	-0.026885982776946	9.772177007509944e-05	9.5495443466106e-09	0.0007228560698822	-0.0329512032901675	0.0526038500478164	0.0010857817982699	0.0027671650398531	9.470501964869982e-05	0.0059696058152667	3.5636193589666e-05	8.969040746660619e-09	0.0009199999791267	0.0006140002523917	8.463999615931284e-07	3.76996309937194e-07	0.0004470001962064	0.0005750005274462	3.306256065634082e-07	1.998091754085601e-07	-2.054168678977068e-07	-2.2511910041222305e-07	4.2196089616903935e-14	5.067860937040856e-14	0.0	0.0	0.0	0.0	0.0
1028803.5650500212	2119.742742416798	1058436775459.6332	4493309.294028688	1442474.8420980177	9643.08906938322	92989166.80005813	2080733670085.7007	1058078.8044809487	3409.692457231693	11626002.6529027	1119530756491.8335	1105557.1661524682	1076285.08989087	1.095131	17.326052	0.086545418028678	0.0570891058302517	-0.0062073403	-0.0985991791	-0.0033806925	-0.1284934945	-0.0750399589	-0.0667897323	0.0725894459	0.0623182726	0.002289675	-0.0222133951	0.0459258223	-0.018374849	0.1445141062	0.065452693	-0.0399282925	-0.0371254131	-0.0245597343	0.0043752383	-0.1922718135	0.03088777	0.0200865256	-0.0584440201	-0.1040885727	0.0006255984	-0.0011020786	-0.0336746526	-0.209928949	0.0288117897	0.0072413834	0.0372905499	-0.042440349	0.0559200484	-0.0127068225	0.0587057121	0.0818115024	-0.0202577847	0.106987162	-0.1251464575	-0.0022017825	0.1972814948	-0.0742202419	0.0619109094	0.04225261	-0.051668336	0.0193713835	-0.0007712369	-0.0108674291	-0.0018822448	-0.0254941622	0.1389546619	-0.0265587411	-0.0265874845	0.0018173325	-0.0528504302	0.0854752641	-0.1498770198	-0.0293883966	-0.052485101	0.0829013155	0.1082099806	-0.075897261	-0.1047670194	-0.0090394666	0.0484384007	-0.1242402483	-0.0657183392	-0.1125085581	0.0062756844	0.105811172	0.0087616661	0.0572283886	0.0093235378	0.1830816472	0.0204485495	-0.1127791435	-0.0671802534	0.0162413741	0.0708851091	0.1073954194	-0.0504719046	0.031464187	0.0393960023	0.0411709767	-0.0192540334	-0.0902476155	0.0307825925	0.0405217125	-0.0790796381	-0.1079969621	0.1366195993	0.0877268505	0.0170979213	-0.0577061568	0.0014354127	-0.011829221	-0.0633813206	0.0239558292	-0.0469547272	-0.1901133588	0.094377762	-0.078496373	0.1153123922	-0.08413409	0.0052387908	0.1151599564	0.1142313295	0.112689161	-0.0270318768338313	-0.0001458940568852	2.12850758344509e-08	0.0007307223651594	-0.0854941787585232	-0.0525429754683557	0.0073092546015943	0.0027607642710682	-0.0042538088879808	-0.0043485139076295	1.8909573204847185e-05	1.809489005546445e-05	0.0006339996455489	-0.0002860003335777	4.019555505561309e-07	8.179619080661284e-08	0.0001429999164237	-0.0003040002797827	9.241617010795989e-08	2.044897609718518e-08	-4.5338312247523646e-08	1.6007855565018317e-07	2.0555625574539528e-15	2.5625143979048792e-14	0.0	0.0	0.0	0.0	0.0
1027494.30505349	-1309.259996531182	1055744546917.3544	1714161.7385168306	1443674.0996696036	1199.257571585942	1438218.723006211	2084194906056.8408	1056007.813909409	-2070.990571539616	4289001.9474059865	1115152503037.7292	1103648.8208598725	1069318.4130494194	1.157803	18.317587	0.127406933413377	0.09989534509146	0.0733437236	-0.0586886623	0.0103843201	-0.0547207801	0.1252697844	-0.1071119855	-0.0094708732	-0.0204265567	0.02859301	-0.0210895303	0.0985256681	0.0658524714	0.0857576313	-0.0284701837	0.060092901	0.1189133985	0.0199130639	0.0383365946	-0.0349936867	-0.0289149939	-0.0796055543	-0.135146208	0.0505985971	0.0426350774	0.0258909137	0.1205759042	0.0173614747	0.0476855977	-0.0431912413	0.0877566044	0.0342519042	-0.0006060271	0.0677312484	-0.0472371265	-0.0524281657	0.114292299	-0.050330464	0.0849996719	0.1446164377	-0.1294869517	-0.044115328	0.0260287811	-0.0515097967	0.0864446812	0.1102631462	0.0233750453	-0.1188650281	-0.0469980218	0.0682929138	0.088599472	0.028221677	0.102311761	-0.1167751767	-0.0178037894	-0.103068719	-0.0508900332	-0.0051851751	-0.1085924528	-0.0401625505	-0.0932929329	0.0850270837	-0.097959318	-0.0102818325	0.1007474948	0.0457227726	0.0153799104	0.0121091497	0.05617149	0.0821291173	-0.0799744338	-0.0629617402	-0.0846378377	-0.1681727313	0.0232318041	-0.0074699158	0.1316080036	-0.0665588219	0.0391939563	-0.1857104896	0.0515321595	0.0157308879	0.0021431041	-0.0721015381	0.0460195339	-0.1010060407	0.0218301761	0.0374997976	0.0289457424	-0.0418885426	0.0273784495	-0.0449259196	-0.0808485533	-0.1086464993	-0.0620811261	0.0515524783	0.1962783307	-0.0566758078	0.0227861632	-0.0073079123	-0.0339967632	0.1034282617	-0.0423872776	-0.0588876914	-0.0340766962	0.1149575937	0.1134247617	0.1108851636	-0.0270460294543113	-1.4152620480000627e-05	2.002966664509332e-10	0.0007314877092434	0.0114197063121537	0.0969138850706769	0.0001304096922558	0.0093923011194923	0.0002213386677283	0.0044751475557091	2.002694564536914e-05	4.8990805831738794e-08	0.0010830036809482	0.0004490040353993	1.1728969729473507e-06	2.016046238048559e-07	0.0002140002564434	7.10003400197e-05	5.041048282913013e-09	4.579610975784097e-08	-1.1592622346724877e-07	-7.058791121972514e-08	1.34388892873785e-14	4.982653210363797e-15	0.0	0.0	0.0	0.0	0.0
1028837.2625141408	1342.957460650825	1058506112737.5912	1803534.741117712	1440755.1746971365	-2918.9249724671245	8520122.994892204	2075775473416.5764	1057304.227498056	1296.413588646799	1680688.1928280727	1117892229485.2607	1105449.4076930732	1068432.4162959892	1.124926	17.797443	0.1000546455333098	0.0603392409892152	0.0993192631	0.0161909055	0.1368311296	0.0713832337	0.0045820491	-0.1199007457	-0.0765323214	0.0181065841	0.0563624092	-0.0296122795	-0.0459192291	0.1047403548	0.0132129636	-0.0109946374	0.1026743632	0.0622839964	-0.0446196976	-0.033702213	0.0571755699	-0.05563243	-0.0484271712	0.02582961	0.0279725516	0.0378463015	-0.0542891237	-0.0546781457	0.1246230054	0.0698541084	-0.0252875926	0.022556271	-0.070968988	-0.1136358062	0.0094182792	-0.0010135111	0.0591297047	0.1247503215	0.1057157931	0.0005298009	0.0220621319	-0.0675320095	-0.0889305603	-0.2288763881	0.0883646807	-0.0756738208	-0.0360104332	-0.0110159549	0.0697242393	-0.023594199	0.0963222301	-0.0193889408	-0.098467527	0.0337702554	-0.0713333493	-0.0152675018	-0.0310452342	0.0699043829	0.0657379764	-0.0759491073	0.0258932645	-0.022829944	0.0048919151	-0.0220394167	-0.047090859	-0.0355350847	0.1316271071	0.0407904633	0.1558127787	-0.0400182002	-0.014353018	0.0045657425	7.55673e-05	0.068252164	-0.0322998825	0.0073218063	-0.0668613661	-0.0193750275	-0.0063666994	-0.0357638976	0.0001757326	0.1037680832	0.0323819901	0.0220660432	0.0307419991	0.0897794375	0.0065281994	0.023430226	-0.0332046606	-0.0339070941	0.1014565523	0.0256879435	-0.0963912105	-0.0969561402	-0.0945910018	-0.0104227209	-0.0050291331	0.1448535207	-0.027609144	-0.0512905585	-0.0144527973	0.1170551671	-0.0610817981	0.0348641939	-0.0775096625	0.0777280081	0.1147048067	0.1124192083	0.108643553	-0.0270144118603496	3.161759396170041e-05	9.996722479269543e-10	0.0007297784481605	-0.0424909794858763	-0.05391068579803	0.0018054833376691	0.0029063620432139	-0.0205856766720131	-0.0208070153397414	0.0004329318873482	0.0004237700840446	0.00075600007603	-0.0003270036049182	5.715361149573657e-07	1.0693135762949833e-07	3.500001982903456e-05	-0.0001790002366143	3.204108470799881e-08	1.2250013880328127e-09	-1.3231724498409885e-08	1.0269449896883889e-07	1.750785332018203e-16	1.0546160118460852e-14	0.0	0.0	0.0	0.0	0.0
1026255.6211825316	-2581.641331609222	1053200600008.7438	6664871.965073038	1438774.8544878855	-1980.3202092510185	3921668.1311679967	2070073081906.636	1055651.5183709175	-1652.7091271383688	2731447.4589264686	1114400128238.8235	1103258.4623971602	1059446.7222840018	1.29809	20.537062	0.0852219336276031	0.0452511581496107	0.0367593067	0.1484433418	0.0207634148	-0.0064225411	-0.043589534	-0.0052569387	-0.1675936237	-0.0401806536	0.1210766334	0.0073546869	0.0716351665	0.049460488	-0.0771856048	-0.1375387408	0.1136885414	0.0725739042	-0.0137298035	-0.0693301345	-0.1276791229	-0.0360930831	0.0357893129	-0.0118392021	0.041927621	-0.039534196	0.0189181202	0.0275347458	-0.0336744619	0.0926545995	-0.0227653258	0.0357759874	0.1012510566	0.0039689201	0.0405468706	-0.0190257199	-0.0405656123	-0.1242370753	-0.0241602352	0.0090395137	0.0010233692	0.0416906721	-0.0571482819	0.052450556	0.0204836309	-0.0884540637	0.0015091084	0.0143201855	0.0574830182	-0.15167351	0.0460406356	-0.1027279019	-0.0391614861	0.1602589569	-0.0929597368	-0.0411737399	0.0495450783	-0.0490690352	-0.1010677548	-0.1475657582	0.0605617164	-0.0136286502	0.0622506747	0.0161097685	0.0627000319	0.0242461245	0.080972319	-0.0509882533	-0.0241885651	0.0518673846	0.045272101	0.1106019261	-0.0539509275	-0.0849754667	0.0699177796	-0.0131724929	-0.1037397465	-0.0023795768	0.0624422886	0.0077416471	-0.024816371	0.0015036129	0.0400784503	-0.0101648489	-0.0301815496	-0.0168972645	0.1398599622	-0.0154630888	0.0302512498	-0.028870168	-0.1420023574	0.1246597029	-0.010803963	0.0031553629	0.0306837222	-0.0592676278	0.0029642897	0.143336711	0.1095880414	-0.0056587666	0.1404206446	-0.1574786966	-0.0116128541	0.1614929766	-0.0601304439	0.0610477988	0.1144017065	0.1112164334	0.105973176	-0.0270261851242565	-1.177326390689945e-05	1.3860974302150128e-10	0.0007304146823705	-0.0611212063292896	-0.0186302268434132	0.0037358018631475	0.000347085352237	0.0154899117011666	0.0360755883731797	0.001301448076471	0.0002399373645099	0.0006549643859956	-0.0001010356900343	4.289783469225933e-07	1.0208210660727341e-08	0.0002141080437547	0.0001791080239256	3.207968423455674e-08	4.5842254400464534e-08	0.0003299299572575	0.0003299431889819	1.088537766959358e-07	1.0886250795561072e-07	0.0	0.0	0.0	0.0	0.0
1026272.0434200768	16.422237545251846	1053234307105.62	269.68988599267936	1434503.7623210351	-4271.092166850343	18242228.29773036	2057801044113.2048	1057921.529840591	2270.0114696733654	5152952.072448632	1119197963300.2563	1104885.3344778398	1078454.2698563782	1.349432	21.349346	0.0772807176653585	0.0358917209682658	-0.106299751	0.1047118657	0.0648688708	-0.0631812504	0.0693609864	0.0784228305	-0.0891394243	0.0405346437	0.0862983069	0.0042715678	0.0871272353	-0.0144696048	-0.113013942	-0.0662776595	0.0497214827	0.0183328351	-0.0767946302	-0.0351263784	-0.0848745245	-0.0288959901	-0.0561898035	0.112163251	0.1127309983	0.1601728027	0.0068728493	0.0328575927	-0.020655479	-0.1239401885	-0.0338854269	0.1484335333	-0.0855109536	-0.0539421808	0.0805872855	0.0004803606	-0.1183528791	0.0378488623	-0.1034904199	-0.0039500266	-0.0405080407	-0.0327971569	0.0739535751	-0.0227400845	-0.0854606202	-0.071861744	0.0114461084	-0.0630729739	-0.0378699735	-0.071369885	-0.0336307536	-0.1167919202	-0.021830447	0.0627148406	-0.0040551844	-0.0397611888	0.0294214351	-0.0574562702	0.0110944761	-0.0560482017	0.0091339369	0.0015295753	0.1390940016	0.0103801185	-0.1020870065	-0.0740653011	0.0509779626	-0.035603197	0.0576445003	0.0453630804	0.0310672363	-0.1420233845	-0.0666628362	0.0160026286	-0.0027201118	-0.0381734092	-0.0698090261	0.118320479	0.0166922385	-0.0818156325	-0.0972624078	-0.0114202148	0.0397315556	-0.0148557642	0.0606828529	-0.078743887	0.0272463267	-0.0897495784	0.0672916509	0.0133752885	-0.0747049676	0.0549259031	-0.1207603581	-0.0393277006	-0.0168076971	0.0637068185	-0.0842579315	0.0096093177	-0.0162292659	-0.0289825477	-0.0390982846	0.1277231459	-0.0042260792	-0.0269232896	0.060777038	-0.0011517552	0.1140484259	0.1098185471	0.1028845713	-0.0191772793240545	0.0078489058002019	6.160532226044457e-05	0.0003677680422728	-0.0671138446995343	-0.0059926383702446	0.0045042681503532	3.5911714636529026e-05	-0.0123214480496329	-0.0278113597507995	0.0007734717311883	0.0001518180820398	0.0003309895375465	-0.0003239748484491	1.0955407396524593e-07	1.0495970242761733e-07	3.958970427975217e-05	-0.0001745183394749	3.045665081309313e-08	1.5673446849582271e-09	0.0005439930442157	0.0002140630869581	2.9592843215506453e-07	4.5823005198073895e-08	0.0	0.0	0.0	0.0	0.0
1026087.5670340448	-184.47638603206724	1052855695221.8452	34031.53700345229	1432585.739193282	-1918.0231277530547	3678812.718595611	2052301900139.9624	1055284.6481823483	-2636.8816582425497	6953144.879575979	1113625688689.3428	1101614.7416401275	1080761.7008019828	1.414848	22.384298	0.0825917885290506	0.0472303824329616	-0.1257001157	-0.0456614298	0.0719988967	0.0939813982	0.0085938525	0.0518835572	0.031375855	0.0879013946	0.1564720712	-0.0316197677	0.0415425525	-0.1220864985	0.0186899511	-0.0663291202	0.0452083906	0.1278801977	-0.0052388127	-0.0028051704	0.0090271951	-0.0782675812	-0.0247258253	-0.0897846892	-0.0448598986	0.0517069886	-0.0214721403	-0.0330070563	0.0132404862	0.1078149236	0.0518237489	-0.0675428906	-0.0797887231	-0.0132511682	-0.0844043236	-0.0346745952	0.0963636703	-0.0601111545	-0.041898858	-0.0108847274	-0.1223813822	-0.0080093924	-0.1097676955	0.0449597461	0.0733192821	-0.0202919244	0.0417481953	0.1237987914	-0.0175368408	-0.0305784541	-0.1276176553	-0.0005875531	-0.0450707445	0.0961658971	-0.0742451765	-0.0414562299	-0.0546811333	0.0482163726	0.0846243586	-0.1048674986	0.0172384838	0.0180966178	-0.0367379557	-0.037392679	-0.0046103024	0.0613539621	0.0175813555	-0.0789518306	-0.0859557409	-0.0208159544	-0.0240260808	0.1406484556	0.0512885881	0.0307040937	0.0634169285	0.1933464803	0.0319609023	-0.0711288554	0.0143462083	-0.0040949847	0.1291720767	-0.0695040334	0.0237223151	0.074854752	-0.032996742	-0.113799321	-0.0219335582	-0.0188931992	-0.0276954469	0.0624019578	0.0517093665	0.0789444859	0.0524165951	-0.1219131157	0.0047897846	0.0150914584	0.0492312986	0.1377772704	-0.0443857555	-0.1210439714	0.1273072542	-0.1130551015	-0.05346591	0.0602291959	-0.0795170356	-0.0298099218	0.1136451198	0.1082280018	0.0993899282	-0.0263631562860524	-0.0071858769619978	5.163682771297215e-05	0.0006950160093628	-0.0301971391408386	0.0369167055586956	0.0009118672122911	0.0013628431493074	0.0152675605717718	0.0275890086214047	0.0007611533967119	0.0002330984058127	0.000297972803897	-3.301673364950001e-05	8.878779186224003e-08	1.090104700882026e-09	0.0001225659610641	8.297625678434784e-05	6.885059189942031e-09	1.502241481156648e-08	0.0004419820869105	-0.0001020109573051	1.9534816514976082e-07	1.0406235410323334e-08	0.0	0.0	0.0	0.0	0.0
1025133.9284738058	-953.6385602389928	1050899571308.138	909426.503574699	1428218.7727147576	-4366.966478524497	19070396.224556644	2039808862734.8484	1056163.735176905	879.0869945567101	772793.9439987493	1115481835502.8315	1102306.775477707	1075295.8215753166	1.161203	18.371374	0.070418004566705	0.0367479612704198	-0.0718139303	-0.083806572	-0.011603913	0.088764272	-0.0778841892	0.0413168115	0.0955646875	0.1045968866	0.1726802385	0.0895962619	0.0312311083	-0.1303106091	0.0587788803	-0.0221273843	0.0424019583	0.0835969206	0.0886772718	-0.0344704309	0.0660806317	-0.1004187832	-0.0243291873	0.0140029723	0.0681140413	0.0222903541	0.0014929073	0.0327786785	0.0505274829	0.0032049513	0.0275517192	0.091933726	-0.193003376	0.0666550768	-0.1145234661	-0.007328359	-0.0627925481	-0.0311626081	0.1140706458	0.0063973149	-0.0748720384	-0.132812008	-0.0097949195	-0.0033323227	-0.0348084894	0.1520928855	-0.1035600009	0.0954822414	-0.017446334	0.0502663627	-0.1322685197	0.0600286834	0.0243428014	0.0434437486	-0.1295286878	0.0382215	0.0080744473	0.1072596993	0.0712573111	-0.0483895386	-0.0851055665	0.0145448064	0.0914522818	-0.0190452699	0.0097108593	-0.0118904569	-0.0785907248	0.0480533173	0.0764933292	0.0085138416	-0.0959574921	-0.0947479732	-0.0774568371	0.0208409543	0.0396093538	0.0671959219	-0.0112290323	-0.0645480619	0.0731568517	0.0631263515	-0.0225339263	0.0123459695	0.0068258541	-0.0711435026	-0.06700734	-0.0760304632	-0.07038323	-0.0145698938	-0.1453401312	-0.0508866298	0.0168984796	0.0796542229	-0.0766224429	-0.0525693333	0.0463402539	-0.0050918783	0.0366438302	0.0814957803	0.0689487608	0.1509231309	-0.0832170501	-0.0068878545	0.0514550237	-0.0974773446	-0.0231282302	-0.0393731604	0.1131919653	0.1064475877	0.0955030384	-0.0227675855151971	0.0035955707708552	1.292812916822897e-05	0.0005183629501918	-0.0174040282063714	0.0127931109344671	0.0003029001978081	0.0001636636873815	0.0153726724652329	0.000105111893461	1.1048510146977636e-08	0.0002363190587233	0.0008590057279931	0.000561032924096	7.378908407249557e-07	3.147579419198202e-07	-8.894132932812937e-05	-0.0002115072903922	4.4735333889062855e-08	7.910560062654765e-09	0.0001360380820404	-0.0003059440048701	1.85063597652306e-08	9.360173411595581e-08	0.0	0.0	0.0	0.0	0.0
