global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
956780.0460680876	n/a	n/a	915428056554.0518	1355044.994047619	n/a	1836146935893.512	n/a	949231.7167463442	n/a	901040852077.212	n/a	972764.8022282008	967092.3774969734	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0505699152579239	n/a	0.0025573163291936	n/a	-0.1110354278514051	n/a	n/a	0.0123288662381445	-0.1234271418198886	n/a	n/a	0.0152342593378268	-0.0005382039373874	n/a	2.896634782193004e-07	n/a	0.0025989866092219	n/a	6.75473139491475e-06	n/a	-0.0017678051379875	n/a	3.125135005895004e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0
949886.7353374471	-6893.310730640427	47517732.82916246	902284809970.0332	1317977.8494047618	-37067.144642857136	1737065611521.601	1373973211.9744923	946267.3848425196	-2964.3319038245827	895421963616.7012	8787263.636032276	968605.6781732892	964624.659829941	1.309451	24.403339	0.0847293523145675	0.0472660796094607	-0.1082331471	0.0967132073	-0.1157188208	0.0983596748	-0.0289771382	0.0667459084	0.0842377195	0.1364466623	-0.1284775718	0.0524080589	-0.0237443693	-0.0929717227	-0.0013714576	0.124226759	-0.0124589636	0.0007713487	-0.0472941583	-0.0491455584	0.1995146732	-0.1979569129	0.0423127312	-0.0903864357	0.0904430459	-0.0557749404	0.0216671851	-0.0737155245	0.0861666049	0.0332777032	-0.0887009406	0.0145446369	-0.0871926512	0.2218083006	-0.0700245947	0.0900458449	-0.0924454097	0.0072802543	-0.1211259271	0.0376009774	-0.1195703452	0.2415463774	-0.087409451	0.1858840103	-0.009794698	0.0357338756	0.0096723321	0.0788191549	-0.0829005011	0.0876729389	-0.0852075655	0.0560849226	-0.0314919958	0.0533138977	-0.0159907056	0.0137500011	-0.1771680837	0.1427712838	-0.0001281739	0.1401853313	-0.119844736	0.0998116631	-0.0790063192	0.0702481957	-0.0250575665	0.0880413279	-0.1561984851	0.1967595435	-0.0199387849	0.0409437521	-0.1658568545	0.0189588257	-0.1550912949	0.0183997166	-0.0816581734	0.1317802585	-0.149316326	0.0345587578	-0.0734447041	0.0168308437	-0.1262089822	-0.08719895	0.1036742232	-0.0123132356	0.0581783175	-0.1831923773	0.0147451065	-0.1341809553	0.1689978853	-0.0987516896	-0.0449321019	0.0343845654	-0.1419294423	0.1098365921	-0.1393174483	0.1752954463	-0.10015293	0.0717800547	-0.1113288623	0.0901070122	-0.1043172916	0.0884948657	-0.1512451636	0.1583877199	0.0213960968	0.1158504512	0.1158311377	0.115798951	0.0	-0.0334761494627429	0.0170937657951809	0.0011206525828519	0.0002921968290604	-0.1498992454210679	-0.0388638175696627	0.001510396316088	0.0224697837778055	-0.1295384349968174	-0.0061112931769287	3.734790429437627e-05	0.0167802061414246	-0.0001341587918821	0.0004040451455053	1.7998581439264623e-08	1.6325247960639904e-07	0.0026471262304057	4.8139621183799705e-05	7.00727727970189e-06	2.317423127719737e-09	-0.0017688298867543	-1.024748766799942e-06	3.128759168275229e-06	1.0501100350580018e-12	0.0	0.0	0.0	0.0	0.0	0.0
948420.19735244	-1466.5379850071622	2150733.661468868	899500870746.0413	1325198.800297619	7220.950892857276	1756151860310.2488	52142131.79705629	945251.1729119796	-1016.2119305400412	893499779891.4731	1032686.6877719172	967826.3482477925	956888.5827548048	1.052596	19.616501	0.2564023908986927	0.1259128992577364	-0.0971166018	0.0468317124	-0.106363337	0.0505786716	0.0077130854	0.089459757	0.1120804374	0.184257772	-0.0476740228	0.1084050443	-0.0917243575	-0.0848690412	0.0019895829	0.1305326087	0.0119994616	-0.0460431178	-0.0885735024	-0.0895798265	0.2097790153	-0.1170652401	0.0093188601	0.0556538098	0.0368363349	0.1022795813	-0.0619550299	-0.1032701824	-0.0692280014	-0.0245852747	0.0877575616	-0.0309216739	0.0104225964	0.1001775904	-0.0013007397	-0.052295912	-0.0626302243	0.167306749	-0.1362243337	0.1014698502	0.0138451265	0.0084223556	-0.0864399396	-0.0595078348	-0.0120926865	-0.0457950956	-0.1799880141	-0.0328941973	-0.0672083444	0.0764183507	-0.0886474516	0.0315663818	0.0394339326	0.0721729002	-0.0278241687	0.0035746116	-0.1366092306	0.2347504683	0.0427917412	-0.083328358	-0.0149716766	0.1467814926	-0.1358560284	0.1428343276	-0.0566104993	-0.0981515354	-0.1018724247	0.0435382656	0.040003219	0.0235660962	-0.1673520713	0.0272579309	0.04710234	0.0898316777	0.0309283561	-0.1526606219	0.0188272979	-0.0211826073	0.0573338865	-0.0494341155	-0.204580682	-0.0710189549	0.0783160473	-0.011138183	0.0386377893	-0.2163640383	0.0428454008	-0.0449236101	0.1645925381	0.0838540037	0.0331897222	0.1017146511	0.0374174989	0.1186391789	0.0724719961	0.037631254	-0.1137176917	0.0805609458	0.0175293216	-0.0727054341	-0.0054029972	-0.0052515226	-0.1847654136	0.0237448659	0.0571490258	0.115798951	0.1156251942	0.1153357926	0.0	-0.0236577459305493	0.0098184035321936	0.0005596889425144	9.64010479209918e-05	-0.0782758524525348	0.0716233929685331	0.0051299104203249	0.0061271090771709	-0.0390553509904663	0.090483084006351	0.0081871884913003	0.0015253204409885	0.0007310930937582	0.0008652518856403	5.344971117409363e-07	7.486608256040949e-07	0.001998922593698	-0.0006482036367077	3.995691535596339e-06	4.201679546410879e-07	-0.00159273520127	0.0001760946854842	2.536805421364588e-06	3.100933825581449e-08	0.0	0.0	0.0	0.0	0.0	0.0
945797.8634634304	-2622.3338890095474	6876635.025447938	894533598531.9897	1311910.0302827382	-13288.770014880924	1721107927556.4548	176591408.50839835	945258.922384702	7.749472722411156	893514430347.8881	60.05432747539457	967752.661196192	939926.951498184	1.155865	21.541063	0.1595862156251068	0.0745372563925962	-0.0306153462	0.0195398765	-0.1491297989	0.0637483393	0.1507415131	0.0415966987	-0.0462603351	0.1597975686	-0.1196219057	0.0047376029	-0.0269648025	-0.0713000283	0.0607165225	0.0844154548	0.0437299063	0.0023609186	-0.0464021151	-0.0813291644	0.1465295724	-0.0357182669	0.0550782697	-0.0641895403	0.0869441717	0.0511188222	0.0705195247	0.0253400884	-0.0451124519	-0.0269157375	-0.1102454551	0.0556636855	-0.0975971786	0.1867751775	0.0746325135	-0.0518791435	-0.0321835366	0.0771189538	0.0662659267	-0.1806537851	-0.2024853027	0.0459391539	-0.0708504351	0.061885481	-0.1464405169	0.0839116834	0.1238839932	0.0030076783	-0.0764389953	0.0015324807	-0.1192933136	0.0062923612	-0.0137200137	0.0196277395	-0.0144885036	0.0345927585	-0.033982402	0.1433631276	-0.0623034324	0.1037618831	0.0539568537	0.0885655583	-0.0654330969	0.1212986634	0.048885602	0.1525136423	-0.0985433901	0.0768134438	-0.0195315337	-0.028819321	-0.1330556194	-0.2684815007	0.0707077183	-0.1564756863	-0.2425277751	0.1324473827	-0.065842592	0.070291912	-0.0890468406	0.1206190565	0.0083778768	-0.0775743282	0.0925829914	-0.0158598069	0.0448889758	-0.0928875123	-0.0004833125	-0.1742645449	0.1931166372	0.0279915647	0.0100413433	0.046292018	-0.1548437872	0.048056171	-0.142872204	0.0408641636	-0.0054450632	-0.0757331449	-0.0022270544	0.1323539022	-0.0685439874	-0.0484091382	-0.064134298	-0.0573653907	0.1601366792	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0343812342571112	-0.0107234883265618	0.0011820692690423	0.0001149932018899	-0.1228623098934491	-0.0445864574409143	0.0019879521871304	0.0150951471923539	-0.0866248956784119	-0.0475695446879456	0.0022628615818184	0.0075038725512957	0.0004026197639477	-0.0003284733298105	1.621026743213017e-07	1.0789472839679753e-07	0.0022202972913623	0.0002213746976643	4.929720062030767e-06	4.900675676596039e-08	-0.0010084487253511	0.0005842864759189	1.0169688316622583e-06	3.413906859417274e-07	0.0	0.0	0.0	0.0	0.0	0.0
945547.9492264164	-249.914237014018	62457.125862298766	894060924286.2817	1306176.9258928571	-5733.104389881017	1706098161734.9143	32868485.945272986	942885.852537964	-2373.069846738013	889033730916.2432	5631460.497497179	964827.2226131348	938303.5678533596	1.169265	21.790785	0.1644629178490713	0.0819407342499927	-0.0160346946	-0.0443881523	-0.0702479483	0.0539493764	0.0801390589	0.0107202764	-0.0527926953	0.0792932304	-0.0798460706	-0.0225937698	-0.0405094357	-0.0885702511	0.1261505501	-0.0071113535	0.0912609226	-0.0836009755	-0.0607297924	-0.0744777	0.2457301416	-0.036978545	0.1076038199	-0.0354679296	-0.1422285285	-0.0568786179	0.0378237545	-0.0313199765	0.0306226572	0.027717206	-0.003537271	-0.0760737845	-0.027456964	0.0798459059	0.030242928	0.0024376867	0.0236616346	0.0450959697	-0.0635801879	0.0434334438	0.0979494193	-0.0505289475	0.1317904015	0.0974239484	-0.0001414678	-0.0557690032	-0.1150494166	0.0226467019	-0.0998631074	-0.0651710912	-0.1020035702	-0.0244160257	0.0828827755	0.0094983616	-0.081377748	0.0785667449	-0.0094751747	0.2421229671	0.0932650738	0.118740048	-0.0636718017	-0.0111967961	0.0045897174	0.0208793403	-0.0019956413	-0.0338057471	0.0268050784	0.1177585222	-0.0109855105	-0.0693565399	-0.0657249273	0.0356057095	-0.0897707709	0.0410971704	0.0324273537	-0.0818979833	0.0547366486	-0.1736640533	-0.0821330159	-0.0546384833	0.1048399183	-0.0709797833	0.0597008965	-0.0183241994	0.0419913435	-0.0639793509	0.01970559	-0.0309667271	0.1859122807	0.081717733	-0.0375596508	0.0807683894	0.1033410712	0.0761777612	0.0343611428	-0.0273497399	0.0324505812	0.0793805031	0.0801220794	-0.0654139611	0.0314952468	0.060403671	-0.1309799785	0.022235526	-0.0610429559	0.1155415645	0.1145973067	0.1130292557	0.0	-0.0344878188601995	-0.0001065846030883	0.0011894096497339	1.1360277615490742e-08	-0.0734572789737342	0.0494050309197148	0.0024408570801779	0.005395971834225	-0.0315434692352738	0.0550814264431381	0.0030339635390108	0.0009949904513966	0.0007264318691684	0.0003238121052207	5.277032605434955e-07	1.048542794874617e-07	0.0018689463805225	-0.0003513509108398	3.4929605732681536e-06	1.2344746254795717e-07	-0.0015306832269532	-0.0005222345016021	2.342991141275862e-06	2.727288746635938e-07	0.0	0.0	0.0	0.0	0.0	0.0
947735.1632683544	2187.214041937957	4783905.265250578	898201939695.2943	1314221.6451636904	8044.719270833302	1727178532616.757	64717508.146516696	945911.2806172664	3025.4280793024227	894748150798.997	9153215.063031549	968154.0624310154	930388.0122673276	1.28676	23.980455	0.0616824638080599	0.0336639336411611	-0.0574591888	-0.1520677896	-0.0026455044	0.0324493344	-0.0468321478	0.0873927102	-0.0060460931	0.0103191695	0.0665381006	-0.0789902346	0.0935109039	-0.0693547398	0.0653279666	-0.1169384791	-0.059631555	-0.0187956268	-0.0640926512	-0.1106307897	0.1623892122	-0.1227524926	0.1136790942	0.0709312241	0.0073458161	0.0932176601	0.0276820302	0.1739506773	-0.1539171465	0.1169931892	0.0008588991	-0.0702915759	0.0162183665	-0.1703808799	0.0607726584	-0.12481309	-0.0418004522	0.1171557319	0.2439839168	-0.1010732708	0.1047116743	0.0818870139	-0.0242934733	-0.1381396687	-0.0282472625	-0.0679656907	0.0542872316	-0.0915243562	-0.0864318001	-0.079438491	0.0785632809	0.0228585325	0.0561922068	0.1233296177	-0.0323802178	-0.0015880229	-0.1163936071	0.2058900912	0.0103760382	0.0463271645	0.1307657411	-0.077636422	-0.0170039191	-0.0266884562	0.1696358771	-0.0053971943	-0.0011377179	-0.0614570866	0.1289851149	-0.0409184024	0.1303021261	-0.0538755525	0.2503347973	-0.0353443022	-0.1117965659	-0.1496302545	0.0814883149	0.0713402474	-0.0032167069	-0.0864206205	0.0014497823	-0.0601028395	0.0657886094	-0.0053823152	0.0497541536	-0.0381662262	0.0194437316	0.0659494328	0.2002058155	0.0116966704	-0.1063823742	-0.0773531857	-0.0833554454	0.0937291479	0.1737424191	-0.0724548281	0.0633777851	-0.2319987538	-0.1139411375	-0.0720293291	0.0019785711	-0.0342943109	0.0080766077	-0.2222401674	-0.0034202729	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0342785152631535	0.0002093035970459	0.0011750166086462	4.3807995736393066e-08	-0.0731944140000706	0.0002628649736636	6.909799437917019e-08	0.0053574222408137	-0.0476470298491591	-0.0161035606138853	0.000259324664445	0.0022702394534466	0.000180741267354	-0.0005456906018144	3.26674057247301e-08	2.9777823290856216e-07	0.0019608853133525	9.193893283000004e-05	3.845071212121532e-06	8.452767369919261e-09	-0.0012661780691283	0.0002645051578249	1.6032069027414702e-06	6.996297851597527e-08	0.0	0.0	0.0	0.0	0.0	0.0
948996.777338366	1261.614070011652	1591670.0616513658	900594883398.6042	1312616.128645833	-1605.5165178573225	1722961101181.1743	2577683.289112702	946312.0325154668	400.7518982003676	895506462883.5538	160602.08391119778	968362.98986617	958129.0150173084	1.314535	24.498091	0.1472617987333929	0.0746575729291507	-0.1221539173	-0.0611599069	-0.0398177604	0.0394829552	0.0307552983	0.0063971087	0.127896554	0.0744075339	0.0204231789	-0.1594002633	0.129587649	-0.074452983	-0.0378327816	0.0062610795	-0.1379730482	-0.0490226274	0.0022582036	-0.0593516277	0.0184079247	-0.0378756239	-0.0336125667	-0.1100848419	0.1118342945	-0.1107972066	-0.1085393706	-0.1646046771	0.0667042839	-0.1288781446	-0.1320255122	-0.030277386	0.0112575391	0.0334300128	-0.0580248422	-0.1439315336	0.1673498701	-0.140557629	0.0740552269	0.1468973634	0.018537477	0.1043421233	-0.0483460013	-0.1375378488	0.0941873556	0.0741094466	-0.1162895711	-0.0522390865	-0.0785030829	0.0495346813	0.0946885213	0.1318642883	-0.0010570189	0.0122535798	-0.0331076856	0.1429038762	-0.0178104998	-0.087149805	-0.0297705999	0.0984372277	-0.2244093172	0.0943816485	-0.1095718744	0.0102831607	0.0530068871	0.1581226679	0.0270796684	-0.0398839609	-0.03004371	0.094019436	-0.0566829236	0.1068804238	-0.1295775633	-0.1772644637	0.0740310976	0.0161790341	0.1638021473	0.1024412861	0.2092453047	-0.0354974679	0.0583783698	-0.0795130827	0.0842769243	-0.0068668234	0.0604311506	-0.0615466467	-0.0133552159	0.0330463076	0.1523708932	-0.0626206496	-0.1469890951	0.0191294433	-0.0338388286	0.0838404108	-0.1078984409	0.1149697384	0.0206798479	0.0864785967	0.0264765159	-0.104030665	-0.1531212421	0.1217186814	-0.0263596851	0.0186459563	-0.0537483666	0.1150787493	0.1127547821	0.1089162049	0.0	-0.0342532003597995	2.5314903354001217e-05	0.0011732817348885	6.408443318224221e-10	-0.1263612721547957	-0.0531668581547251	0.0028267148060446	0.0159671711005783	-0.0919069240172518	-0.0442598941680927	0.0019589382317707	0.0084468826823128	-8.053263248092318e-05	-0.0002612738998349	6.485504894307443e-09	6.826405073494946e-08	0.002279036768483	0.0003181514551304	5.194008592097435e-06	1.0122034840165439e-07	-0.0008494087939493	0.000416769275179	7.214952992384044e-07	1.7369662873322907e-07	0.0	0.0	0.0	0.0	0.0	0.0
946550.7625843856	-2446.0147539804457	5982988.176690021	895958346149.0819	1315532.2203125	2916.091666666791	1730625022680.3357	8503590.608403502	944428.5053079304	-1883.52720753639	891945201638.1715	3547674.741529831	966577.6753104303	942692.2113205584	1.055203	19.665092	0.3068225907319605	0.1554950592481287	-0.0780644787	-0.0981944072	-0.0480578157	0.026658665	0.0313539869	0.1106610607	0.0032858309	0.0460046208	0.0505213752	-0.1856997967	-0.0084462507	-0.0965288156	0.0669138645	-0.0408679034	-0.0969423886	-0.0750295443	-0.0214658912	-0.0788480147	0.1100330891	-0.138732233	-0.0555806305	0.0137991717	0.0592508776	-0.0459088897	-0.1379588822	-0.0624959559	0.0631533083	-0.1453672579	-0.0142737296	0.0771359968	-0.0508353345	-0.2674367687	0.0041504786	-0.0615908952	0.0542813701	-0.0168008017	0.0229782642	-0.0658582834	0.0284989927	-0.1024072805	0.1214110697	0.109482746	-0.0456759821	0.0731609645	-0.0764471516	-0.0770124769	-0.1056780152	-0.0423503504	0.048117214	0.0786091313	0.0893688637	0.1109055964	-0.0128429205	0.0495107915	-0.1346053608	0.1045487729	0.0630379719	-0.0275742167	-0.1122899552	0.05094964	-0.0554034601	0.0298341014	-0.1116916105	-0.0329145012	0.1072472907	-0.0963339936	-0.0672718388	0.1197682623	0.2093450546	0.0459917134	0.210879932	-0.0184620724	-0.0129982907	0.1293204929	0.1390621438	-0.018641285	0.061797717	-0.0758738942	0.0027434835	-0.0681942026	0.0598844062	0.001312586	0.0690705954	-0.0515237503	0.013374955	0.1198777122	0.1397464763	0.0673352179	0.0376590988	-0.0448110937	0.0156228456	-0.0401878102	0.0680264789	-0.0578416073	-0.0241874695	-0.0013522965	0.086110147	-0.0733065348	0.0977345341	-0.029382262	0.039692768	-0.0819658696	-0.047513348	0.1147705489	0.1115319001	0.1062016776	0.0	5.875533308596914e-05	0.0343119556928854	3.4521891660431804e-09	0.0011773103034705	0.0023895086147689	0.1287507807695646	0.0165767635487724	5.709751420054788e-06	-0.0323439304155925	0.0595629936016593	0.0035477502067913	0.0010461298347286	0.0008470287785259	0.0009275614110068	7.174577516510782e-07	8.603701711889687e-07	0.0018090198573366	-0.0004700169111463	3.272552844238133e-06	2.2091589676360278e-07	-0.0011357676851531	-0.0002863588912038	1.2899682346380313e-06	8.200141457146977e-08	0.0	0.0	0.0	0.0	0.0	0.0
948283.546952848	1732.784368462395	3002541.6675876207	899241685421.4742	1300509.4114583333	-15022.808854166651	1691324729291.7004	225684785.86882797	947095.7727432508	2667.26743532042	896990402748.1354	7114315.571520772	968574.0920874724	936413.5747365882	1.20881	22.527765	0.1639355740388497	0.105039642350353	-0.0665685273	0.022984496	-0.0138452057	0.0818223391	-0.1384312407	-0.0632521413	0.0840060735	0.040036148	-0.0490758345	-0.1530965195	0.0539203814	-0.0559889199	-0.0198687299	0.0945120156	-0.1091419664	-0.0096018381	-0.0294294228	-0.0491084277	0.0426290662	-0.0620138755	0.0557799192	-0.0031022782	-0.0283448542	-0.0715923054	0.0919367654	0.0240819631	0.0259537876	0.0617389898	0.0209550182	0.0439689374	0.0111121072	-0.0683537805	0.0929458138	0.0300781111	0.0928791211	0.0677501112	-0.0382035624	0.1148466546	0.0328756866	0.0072772763	0.0979898333	0.0858530034	0.1451802364	0.1582725367	0.2089425997	-0.0227982812	-0.0336624568	0.0919888907	-0.0022046829	0.1344762264	0.009163028	0.0472024013	-0.0129250017	-0.0229867802	-0.0090121041	0.0803889329	-0.0250292136	0.070537893	-0.029222802	-0.1100114196	0.0171294139	-0.0394118038	-0.0044696652	0.0658197664	0.007093118	0.0507804058	0.0679523413	-0.0817659783	0.011303723	0.0902792706	0.0257420693	0.0093577942	0.008765505	0.2040464237	0.020076803	-0.0882886848	0.0284088517	-0.094622728	0.2121698537	-0.0663503236	0.0786092536	0.0022688026	0.0091641568	-0.0761544134	0.0537934937	0.0243170422	0.0952946657	-0.1370344235	-0.0926647774	-0.0455253758	-0.0829345821	-0.0580911765	0.0484364211	0.0003944685	-0.0541648343	-0.0298453408	-0.0721435673	0.0100882559	0.0973408433	0.1219551332	0.0598795225	0.0595853985	-0.0253533643	0.1144113283	0.1101107184	0.103062378	0.0	-0.0211252851353407	-0.0211840404684266	0.0004462776720494	0.0004487635705679	-0.0959229581592495	-0.0983124667740184	0.0096653411231924	0.0092012139020211	-0.0590892748794971	-0.0267453444639046	0.0007153134504929	0.0034915424057847	0.0006469644902421	-0.0002000642882837	4.185630516342204e-07	4.0025719446503416e-08	0.0018621663215101	5.314646417349999e-05	3.467663408966457e-06	2.824546654145118e-09	-0.0010351039909604	0.0001006636941927	1.071440272102148e-06	1.013317932852143e-08	0.0	0.0	0.0	0.0	0.0	0.0
946448.0110413363	-1835.5359115116296	3369192.08244883	895763837604.1016	1297780.6968005951	-2728.7146577381063	1684234736988.2383	7445883.68335479	945498.597405793	-1597.1753374577966	893967597696.3219	2550969.0585834263	966283.1381553533	933333.3183570104	1.086038	20.239738	0.1428071648945514	0.0795303603528661	-0.0252248263	0.0710869136	-0.0642859479	0.0626408802	-0.0052083456	-0.0675336786	0.0085167885	0.0002198709	-0.0860814662	-0.1043285008	-0.0468691249	-0.0851713554	0.0124495147	0.1213379647	-0.0111451109	-0.0653765282	-0.0093288001	-0.0440170776	0.0129786864	-0.0962693066	0.0458998307	0.0305123569	-0.0993681882	0.0099517463	0.0312696451	-0.0043927143	0.0169646201	-0.0527604605	0.1039934094	-0.1408329646	-0.0679818794	-0.1276925459	-0.0289246942	0.009858178	-0.1894096377	-0.0507259717	-0.0165977442	-0.016717075	-0.0038044717	-0.0661513942	-0.0342636661	-0.0881427692	0.1223332565	-0.0011794611	0.0027293966	0.1341802162	-0.0525072187	0.0857743034	-0.0838779347	0.0770510739	0.0902409683	0.0666249575	-0.0127117581	-0.0568718127	-0.0498364527	0.0382248103	0.0406044327	0.0310934753	-0.0577152707	-0.1074931009	-0.0309618181	-0.0312148712	-0.0047938759	-0.112197726	0.1440224892	0.072442483	-0.0855710536	0.0560523695	0.0537539851	0.129390821	0.0751947747	0.0722783825	0.0371163483	-0.13828038	-0.0033855075	0.0068408488	-0.0182082666	0.1212497328	-0.0483287848	-0.0702887465	0.0626246795	-0.0027956533	0.034523804	-0.0684390095	0.0236705985	-0.0160325129	0.0778412356	0.0060529599	0.0129326861	0.0059633107	0.0655999347	-0.0682982637	-0.0003073198	-0.0986113742	-0.1340044436	0.0862049463	0.0248119044	-0.0457182812	0.0301383106	-0.0431480929	0.1074926173	-0.0405717309	0.0390265708	0.1140012473	0.1084937639	0.0995108621	0.0	-0.0032192787152496	0.0179060064200911	1.0363755446459114e-05	0.0003206250659163	-0.0254462618889732	0.0704766962702763	0.0049669647171727	0.0006475122441222	-0.0433451096247381	0.0157441652547589	0.0002478787395691	0.0018787985283805	0.0011447726466959	0.0004978081564538	1.310504412623136e-06	2.47812960631931e-07	0.0017239847816874	-0.0001381815398227	2.972123527489752e-06	1.909413794777243e-08	-0.0008974877482484	0.000137616242712	8.054842582559833e-07	1.8938230258168103e-08	0.0	0.0	0.0	0.0	0.0	0.0
