global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
931427.1024723965	n/a	n/a	867556447220.1241	1384487.6113372094	n/a	1916805945946.212	n/a	935964.3427448176	n/a	n/a	876029250889.7384	966691.7266695206	879687.2875271207	n/a	n/a	n/a	n/a	-0.0670319118	0.1064750592	0.0299859644	-0.1068587119	0.1237230085	0.2387060982	0.2673370666	-0.0987652147	0.2317810367	-0.0388880451	-0.0640889184	0.2110151071	-0.0040276899	0.075240078	-0.0269254059	0.0137164554	-0.1060312344	0.0627994096	-0.0230845629	0.0184875983	-0.0027955147	0.0148635296	-0.0224422858	0.0130292183	-0.002865752	0.0241900311	-0.2341934102	0.0863770536	-0.0300535742	0.0734413385	-0.0452829018	0.2791983814	-0.0855339638	0.1114270722	-0.1388550022	0.1008652944	-0.018561863	0.1115752089	-0.0721869577	0.069021546	-0.0393252158	0.1111614508	-0.061758007	0.0618650529	0.0488423914	0.039918949	0.0023550093	-0.090542544	0.1368291264	-0.127970981	0.0574140436	-0.0750602244	0.0687854089	-0.0718539357	0.0924074395	-0.0149063854	0.2021799131	-0.1333237916	0.0256173952	-0.286825559	0.0966782739	-0.2606114879	0.0892630771	-0.2607496331	0.0219226379	-0.0176290153	0.0122555095	-0.1171780718	0.0877325196	-0.1221687721	0.0892977379	-0.0042683481	0.1853760677	-0.1927356707	0.131133182	-0.0070252947	0.0198315179	-0.0345708619	-0.0448712358	0.0589024115	-0.0193337032	0.1049094778	-0.0303168637	0.013653167	-0.026103816	-0.0260077101	0.108020755	-0.0309415267	0.0006510857	-0.0470202588	0.004453374	-0.047532098	0.0093526603	-0.0648291984	0.0526705854	-0.0363868925	0.0740075306	-0.1211548365	-0.0215621196	0.0449896464	-0.0432776572	0.1038118926	0.1154637225	0.1154447293	0.1154130763	-0.0172065880576326	n/a	n/a	0.000296066672585	0.0006265218661667	n/a	3.9252964878500433e-07	n/a	-0.1335618197739876	n/a	0.0178387597013391	n/a	0.0013898295902902	n/a	n/a	1.931626290046225e-06	-0.0018413770369765	n/a	n/a	3.3906693923043545e-06	0.0009007807046979	n/a	8.114058779560453e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924622.835694958	-6804.266777438461	46298046.37855278	854927388288.5853	1350087.2547965115	-34400.35654069786	1822735595563.9805	1183384530.127134	929964.7460239456	-5999.596720871981	35995160.81309783	864834428847.3817	961004.5868018968	884098.8144071948	1.391272	27.381639	0.1206376756207966	0.0641550506467529	-0.0585439858	0.085412045	-0.1588003742	0.0215644767	0.0380511308	0.1450748135	-0.0294000633	0.0399554001	0.0057723217	-0.1583320342	0.0622789435	-0.0831045839	-0.0237433971	0.049572766	-0.0407544824	-0.0116214096	0.082625902	-0.0401697054	-0.1160279379	0.0672733442	0.1100051122	0.0540864474	0.0004598964	-0.1158836844	0.0297846051	-0.045883671	0.0268319934	-0.0562683186	-0.0977136015	0.1433139758	0.1006145845	0.0907103168	-0.0624086676	-0.1503193536	-0.0236521594	0.1194479026	0.071152685	0.1170230627	0.0950978719	0.0330200905	-0.0145064767	-0.0672439503	-0.051859907	-0.1159915999	0.0023176654	-0.0350160188	-0.0179398775	0.1415332016	-0.0453736549	-0.0701459588	0.0112509742	-0.0111383614	-0.0734500258	0.0032084593	-0.0159039477	-0.046954528	-0.010512872	-0.062622873	0.0960321272	0.0297152375	-0.1036069582	0.0275298213	-0.0479858194	-0.1060519523	0.0423272009	0.0359752056	0.1689158591	-0.0656034205	0.1570868541	0.0129752643	-0.0868114459	0.0791172128	0.1070231838	0.0555008102	0.1470503718	-0.0749868946	-0.023230369	0.0124278921	-0.0377264224	0.0451228921	-0.0181683133	0.0620180517	-0.0205606649	0.0124394818	-0.0082495229	-0.0495380211	-0.035188028	0.0593153309	-0.0838803155	-0.1283916987	0.0791799733	-0.0227256275	-0.1245285547	-0.0154004085	0.1576703955	-0.0744152265	0.072286321	-0.1386187526	-0.0213258453	0.1283824502	-0.0231502939	0.0448417368	0.1154130763	0.1152422001	0.1149575937	-0.0174695204613328	-0.0002629324037002	6.913344891556609e-08	0.0003051841451489	-0.038052189649079	-0.0386787115152457	0.0014479691370894	0.0014960427244796	-0.1235437030812818	0.0100181166927057	0.0152630465710359	0.0001003626620686	0.0020839964589354	0.0006941668686452	4.818676415246823e-07	4.343041240855286e-06	-0.0011280895503513	0.0007132874866251	5.087790385760947e-07	1.2725860336117985e-06	0.0008746767597854	-2.61039449125e-05	7.650594341086863e-07	6.814159399948347e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921680.7027962556	-2942.1328987024026	8656145.993627002	849495317906.9996	1340343.7315406976	-9743.523255813869	1796521318680.4417	94936245.43658563	930266.0741601144	301.3281361687696	90798.64564694453	865394968733.2715	960228.7608173076	865253.1083371973	1.416682	27.881721	0.1453462374145132	0.0718187990785058	0.0041847201	0.0557880781	0.0892153929	0.0164799185	0.0108041705	0.0055502748	-0.0521296169	-0.0842469539	-0.0141741917	0.0853361816	0.0779904773	0.0244029048	0.0467635048	-0.0309138254	0.0821631722	0.0629402265	0.0383831582	-0.0150276074	-0.0083361799	-0.0597593876	0.1104841945	0.0704828027	0.0147822497	0.0654000594	-0.1408418379	0.0144821899	-0.0072868959	-0.0758628833	-0.0145899134	0.0328156761	0.0557227585	-0.0017511477	-0.0213248901	-0.0181431459	-0.0359382056	0.0346314177	0.130522216	0.0054869351	-0.0969494104	-0.0108272605	-0.010014255	0.0672779421	-0.1769096043	-0.0206855701	-0.0692777844	0.0057342696	0.0707916528	0.0304589267	0.0354259692	0.0930783408	0.0367197764	-0.0976932129	-0.0434194275	-0.0144353226	0.0141581245	-0.0264367744	0.0264260994	-0.0491486446	-0.1489907498	0.0255071291	0.0082349215	-0.0032279462	-0.0911048513	0.02289171	-0.0316999749	0.0328457155	0.0473318453	-0.06453052	0.0369986094	-0.0170076819	-0.0601892427	0.0503870922	-0.0563863344	0.0447810992	0.129763672	-0.084742875	0.0827651363	-0.0406145023	-0.0505718117	0.047098767	-0.0289284102	0.0358183092	-0.069954665	0.0331372076	0.0837421366	0.0823628416	-0.063792587	-0.1074627262	-0.0203626996	-0.0047974996	0.0511239642	-0.0644008873	-0.0981257564	-0.052097326	0.064385089	0.0018989396	0.0240308817	-0.0782405592	0.0264404445	0.0870149609	0.001069328	-0.0129285686	0.1153118061	0.1148374968	0.1140484259	-0.0339822109111764	-0.0165126904498435	0.0002726689458923	0.0011547906584116	-0.046576254832928	-0.008524065183849	0.0021693475142618	7.265968725850673e-05	-0.1292059685256958	-0.0056622654444139	0.016694182302663	3.206124996300477e-05	0.0013569967735239	-0.0007269996854115	5.2852854258842e-07	1.8414402433542743e-06	-0.0004550128047873	0.000673076745564	4.530323054190256e-07	2.0703665252040562e-07	-1.8191135967232782e-05	-0.0008928678957526	3.309174277783501e-10	7.972130792657342e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921099.8989165776	-580.8038796780165	337333.1466490359	848425023784.1294	1340524.0281976743	180.2966569766868	1797004670175.319	32506.88451696906	929670.7254735526	-595.3486865618033	354440.0585908644	864287657802.5216	956767.2967268176	852615.6546708776	1.313142	25.843952	0.1314816892291873	0.0708518934105472	0.0116928092	0.0867067239	-0.1130127012	-0.0828426121	0.0104796569	0.0663493219	0.0044920668	0.0294770851	-0.0593876354	-0.0668437336	0.0764975238	0.0398071779	-0.0385661129	-0.0574856871	-0.0629345656	-0.1484948686	0.10906739	0.0864648117	-0.0504491399	0.0129176811	0.0084984529	0.0054027043	0.1375642251	-0.1061111767	-0.0152964093	0.0634138769	0.0894181317	0.0604510019	0.0477264573	-0.0308921895	-0.0277184078	0.0029127999	0.0051718445	0.1140717784	-0.2490303071	0.0327038887	0.1330846287	-0.0015591282	-0.0467238257	-0.0665160606	0.0597391062	0.1025617813	0.0589768395	0.050169845	-0.0242306747	-0.0380296353	0.1025035872	0.002195034	-0.0413299137	-0.1592515223	-0.0631687319	0.0234861159	-0.1631460091	0.0422494622	0.0337903929	-0.0004856257	-0.0935825162	0.0718165663	-0.0275785245	-0.0038868398	0.0478856581	-0.03460458	0.0758992085	-0.0794087306	-0.1599220202	-0.0402524392	0.0412291622	0.008652567	-0.0923586246	-0.0441353314	0.0097510067	0.0406245244	0.0519782517	-0.1137971938	0.060061581	-0.0222329527	0.0852952682	-0.0358510017	-0.0677115335	0.040213704	-0.0309306348	0.0516536388	0.0077296973	-0.0378156858	-0.0107632609	-0.0516213747	0.1242121949	0.0933765599	-0.0571927439	-0.0333161328	-0.0771131683	0.0287250757	-0.0358133645	-0.0180999038	0.0336921118	-0.0036274423	-0.0560593452	-0.0323407776	0.0339644826	-0.0183538767	-0.1065393321	0.01014421	0.1151599564	0.1142313295	0.112689161	-0.0340162252264519	-3.401431527550597e-05	1.1569736436615188e-09	0.0011571035786567	0.0045532940026902	0.0511295488356182	2.0732486274934545e-05	0.0026142307641338	-0.1156085056487938	0.013597462876902	0.0133653265783471	0.0001848909966887	0.0012097517598625	-0.0001472450136613	2.1681094048145863e-08	1.463499320490416e-06	-0.0012142545196667	-0.0007592417148793	5.76447981613012e-07	1.4744140385310085e-06	0.0004097353995198	0.000427926535487	1.678830976196501e-07	1.8312111977393474e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922622.7522460844	1522.8533295068191	2319082.2631900045	851232742962.1396	1335533.4893895348	-4990.538808139507	1783649701280.9866	24905477.595546488	929687.834971408	17.10949785541743	292.73491686453366	864319470493.824	958888.6924064804	866476.5442985372	1.252137	24.643314	0.1246818869960027	0.0637646349843978	0.0115144016	0.0577818216	0.0155522114	0.1432073212	0.0147033794	-0.0294690225	-0.0897928698	0.0324357602	-0.0510060189	-0.0454256402	0.1169088533	-0.0528823918	0.080724253	0.0247214724	0.0641041555	-0.0335304789	0.0767516937	0.0212043	0.0916992183	-0.1089628074	0.0141008485	-0.0370252365	0.0049590078	-0.0154947598	-0.0209068991	0.0725874637	0.0224277098	0.0308677294	-0.1701587127	0.0271208145	0.0383113182	0.0900327207	-0.0944979194	-0.0797475348	0.0411778802	0.0042351318	0.1061705394	-0.0792608713	0.0014729097	0.0352642097	-0.0653089815	-0.1246870416	0.14471776	-0.0518438117	0.0704617877	-0.009415066	0.0799641832	0.0918309163	-0.0215313121	0.0694361008	0.065294734	0.0292216692	-0.0718314705	0.0241101529	-0.0245933712	0.1108396669	-0.0112435683	-0.0741260586	-0.0584173785	-0.0378041951	-0.0446677519	-0.1139209335	0.0428393442	0.0571211612	-0.0406026115	-0.0539211059	0.0755783055	-0.0178464686	0.1058743826	-0.0117026308	-0.0975245145	0.0539573462	-0.0373222087	0.0429000588	0.0290919717	-0.1036446685	-0.0840960298	0.02736259	-0.0676745992	0.0374099084	-0.0113090623	0.0361219945	-0.0075375975	0.0255804998	0.0257546809	-0.0132358874	-0.0945524968	-0.0159898754	-0.046247072	0.0136404704	-0.0725301007	0.0348058618	-0.0496884448	-0.0283290932	0.0676716901	-0.0697858317	0.0696953748	-0.0860139807	0.0827975153	-0.0162310493	-0.041869286	0.0238748453	0.1149575937	0.1134247617	0.1108851636	-0.0256124825628916	0.0084037426635603	7.06228907553436e-05	0.0006559992630344	-0.0473847507144	-0.0519380447170902	0.0022453146002658	0.0026975604890344	-0.1114705645299665	0.0041379411188273	0.0124256867566294	1.7122556702881737e-05	0.0007412234808467	-0.0004685282790158	2.1951874823750733e-07	5.494122485584982e-07	-0.0007037650934045	0.0005104894262622	2.605994543255101e-07	4.952853066946446e-07	0.0006347608641723	0.0002250254646524	4.02921354684765e-07	5.063645974207352e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921790.0472653906	-832.7049806937575	693397.5848721911	849696891237.5311	1341243.9305232558	5710.441133721033	1798935281165.4724	32609137.94169316	930923.6942012152	1235.85922980716	1527348.0358995465	866618924425.2375	960552.0580380664	859579.2467105263	1.182531	23.273392	0.0565394653330295	0.0302837642919225	-0.0018734624	0.0689866483	-0.0255968473	-0.1046721682	0.0176273027	0.014787034	-0.0167857027	-0.1294599588	-0.064858552	0.0523557162	0.0723566165	0.1031447202	-0.0606635354	-0.0215911874	0.0025934867	0.0007063732	0.0160374134	-0.0571586808	-0.0005699171	-0.0276202491	-0.0004421683	0.0606006703	0.0037201176	0.052971674	-0.0963821038	0.0718078307	0.057469874	-0.0413786915	-0.0117164992	0.0766389165	0.0053637189	0.1392529617	-0.0594849353	-0.0518334347	-0.0567273719	0.0820963152	0.0417395302	-0.0060344132	-0.1161256361	-0.1058399553	0.0274672708	0.0373125332	0.1067029879	0.0657372874	0.060335441	-0.1099504885	0.0769544894	0.0113853474	0.088456456	-0.0260766415	-0.0319748577	-0.1165616256	-0.0051125336	-0.0669630567	0.0091062459	-0.0172154429	0.0200687435	-0.0283293276	-0.0925443084	0.0397314164	0.0052710695	-0.0442391071	-0.0143533268	0.0235630835	-0.0433947	0.0581702897	0.0729981072	-0.0558482325	-0.019150964	-0.0433237587	-0.0085464627	0.0193283798	0.0630436158	0.0385029821	0.013135577	-0.1380260772	-0.0290838055	-0.0643555316	-0.0652127149	0.0443844704	-0.025804283	0.0556885766	-0.0477453928	-0.0303509888	0.0434827157	-0.0141192222	0.1154373336	-0.0562286346	-0.0186070169	-0.0607320396	0.0132176514	-0.0671812011	-0.0581300613	-0.0168547322	0.0328592759	0.0192956809	0.0611047328	-0.0170569686	0.0171713607	0.0994127592	-0.0434979528	0.0325407183	0.1147048067	0.1124192083	0.108643553	-0.0341329870767026	-0.0085205045138109	7.259899716987361e-05	0.0011650608067783	-0.0396571082138734	0.0077276425005265	0.0015726862318868	5.9716458615944993e-05	-0.1069756317816796	0.0044949327482868	0.0114437857950894	2.0204420411622004e-05	0.000821058115084	7.983463423730003e-05	6.373568823803478e-09	6.74136428345291e-07	-0.0008429431976524	-0.0001391781042478	1.93705447020393e-08	7.10553234468453e-07	0.0001378458912494	-0.0004969149729229	1.9001489734341414e-08	2.469244903149664e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919470.389778399	-2319.657486991608	5380810.85695622	845425797679.2411	1333735.9286337208	-7508.001889534993	1778851527328.4536	56370092.37326103	929802.602305218	-1121.091895997175	1256847.0392705407	864532879253.5554	959827.6253128292	857739.3202195461	1.145446	22.543526	0.0594451257322354	0.0319864498744578	0.0246274675	0.0464343962	-0.1267275489	0.0755684233	-0.0389927494	0.071863829	-0.0893544744	-0.0018859588	-0.0843361141	-0.0464116183	0.1029195269	-0.0567629841	0.0386844427	0.0458286819	0.0894480014	-0.0860958915	0.0742223573	-0.0055484955	0.1238678435	0.0200981405	0.012553733	0.0061743672	-0.0089632403	-0.1240333042	-0.0062070821	0.150537897	-0.0155777061	0.0233826616	-0.0833366845	-0.1003536202	0.0954235646	-0.0805920703	-0.0133694818	0.0141792071	0.0945682198	0.0464785587	0.0733612943	-0.0053733078	0.0614105965	-0.0240343126	0.0403451273	-0.0363324347	0.0714009053	-0.0016336908	0.0047965541	0.1071258617	0.0397022421	0.1296831957	-0.0562824625	0.0026238537	0.0522448823	0.003979753	-0.0922515554	-0.0209244287	0.0170310396	0.1348458051	0.0018986713	-0.0184309332	-0.0204975315	0.0340627214	-0.0944019997	-0.0658927568	0.0670279613	0.0035027957	-0.0153697829	-0.0250592582	0.0574123981	0.0833592863	-0.0885452488	0.1451984685	-0.1480242811	-0.0172474849	-0.118851304	-0.0539102144	0.0421338132	-0.0713378039	-0.0685236435	0.0589294166	-0.0646435038	0.0395832197	-0.0019816126	-0.0217259332	-0.0410156431	-0.0158676635	-0.0143978736	-0.0432558365	-0.0522216668	0.0433220251	-0.0865087639	-0.0172270641	-0.0505217667	-0.0187471137	-0.0684461311	0.0588654588	0.1487950679	-0.0744704606	-0.0595786464	-0.0401900779	-0.0438530681	0.0141616369	-0.0287117569	0.0082690926	0.1144017065	0.1112164334	0.105973176	-0.0393473462270748	-0.0052143591503722	2.718954134907032e-05	0.0015482136551132	-0.0559392541150742	-0.0162821459012008	0.0031292001509508	0.0002651082751479	-0.114462384055102	-0.0074867522734224	0.0131016373635776	5.605145960359561e-05	0.0012845836109814	0.0004635254958973	2.1485588534693057e-07	1.6501550536020128e-06	-0.0009513890751202	-0.0001084458774678	1.1760508339761094e-08	9.051411722580696e-07	0.000175111886029	3.726599477959998e-05	3.066417262863348e-08	1.3887543669131731e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918426.5426609244	-1043.847117474652	1089616.8046601396	843507314264.0988	1333244.4	-491.52863372094	1777540630131.36	241600.397767574	930492.5724177985	689.9701125804568	476058.7562542882	865816427324.6919	960091.3471417282	848146.9249785659	1.251773	24.63615	0.1096289045233145	0.05979651586004	0.0753217413	0.0343416858	0.0709159859	-0.0421353357	-0.0377744712	-0.0504192491	-0.026250299	-0.1230529994	-0.0614500047	-0.0065112063	0.0932081986	0.036327098	-0.0077788127	0.0210887359	0.061511113	0.0803041972	-0.0010121538	-0.0374276911	0.001207579	-0.0279617121	-0.0284302595	0.036405592	0.0644578521	0.051641531	-0.048593149	-0.0017671468	0.0965924772	-0.0097665337	0.0083876124	-0.0303114035	-0.0706441906	0.0469603716	-0.1051717708	-0.0814258586	0.015446727	0.0565778984	-0.0450404939	-0.0098248556	0.0840855068	0.0669468496	-0.0891989616	0.073349656	0.0252199383	-0.0484810694	-0.0849947882	-0.0144177988	0.0724773851	0.0427383975	0.0748348039	0.0477993076	0.0098557984	-0.0381627492	0.0037773224	-0.0147586555	-0.0467276281	-0.046312874	0.0558980169	0.0478862257	-0.0756017443	-0.0086346505	-0.0144062838	0.018227467	-0.0427794534	0.0433357023	-0.0748101924	-0.0271435929	0.0969908206	-0.005917299	0.0392308777	0.0686509055	0.0977003459	0.026714401	0.0174184499	0.0817205828	0.0688498111	0.0390887531	0.0616151728	0.0451876558	-0.0759553554	0.0364861372	-0.0109837621	-0.0089287442	-0.034644638	-0.0105965414	0.0938314531	0.0664242476	0.0152042518	-0.0788301768	-0.0408546648	0.0842447912	0.0197926153	-0.0510779023	-0.0484562751	-0.0219013426	0.0713142904	-0.0125291014	-0.0103322141	-0.0907754404	0.0341115181	0.0380522489	-0.040416999	-0.0154065202	0.1140484259	0.1098185471	0.1028845713	-0.0432499889680144	-0.0039026427409395	1.5230620363408548e-05	0.0018705615457333	-0.0403060161233241	0.0156332379917501	0.0016245749357336	0.0002443981301066	-0.0841155409947589	0.0303468430603431	0.0070754242368409	0.000920930883729	0.0004710319765057	-0.0008135516344757	6.61866261958083e-07	2.218711228908663e-07	-0.0006459767779585	0.0003054122971617	9.327667125758656e-08	4.172859976616452e-07	9.9152203060765e-05	-7.5959682968235e-05	9.831159371803176e-09	5.7698734366347704e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921085.6698199714	2659.127159047057	7070957.247981672	848398811147.7054	1335370.782267442	2126.382267442066	1783215126133.5598	4521501.547292063	930250.1126250894	-242.45979270909447	58786.75108053706	865365272038.9915	958810.2489297944	840411.2566795562	1.167522	22.978004	0.0455129276971382	0.0262434670932077	0.0536962117	0.0370045801	-0.0207674524	-0.0381142099	0.0050319532	-0.0719713451	-0.0005310527	-0.0887895516	-0.056116195	-0.0908153722	0.0544206308	0.0852921341	-0.0059337148	-0.0655652649	0.072350756	-0.1287941643	0.1326700435	0.1176927605	0.0295908669	-0.0644909197	0.1324620304	0.0074413037	-0.0503888835	-0.0202843921	0.0549566682	0.0278416888	-0.0175391286	0.0873464392	0.0990182215	0.057050379	0.0999470874	0.0445007103	-0.0106357908	-0.0333282818	0.0416339337	0.0730450626	0.0133354153	-0.0533789488	-0.0449162685	-0.1111499657	0.0842040741	-0.0243577451	-0.0862403901	0.0146376183	0.0640487799	0.0109453864	0.0851571214	-0.0410501679	0.0742867804	-0.0646908216	-0.0293746046	0.0879600182	-0.1633124752	0.039186092	0.0080709417	0.0667383327	-0.0633559531	-0.0515496511	-0.0783271179	0.0439792685	-0.0384650848	-0.0105428868	-0.0193206594	-0.0413975203	-0.1201569816	0.1207810683	-0.1369769114	0.0049346913	0.024890961	0.048444382	0.0332081415	0.0475882506	0.001860483	0.0333209629	-0.0063116968	-0.1107424308	-0.045371741	-0.0635281278	-0.0598137153	0.0422697158	-0.0275289951	-0.00397987	-0.028296252	-0.0019558984	0.0502271351	-0.0504617001	0.0923595982	0.0478372164	-0.071048289	-0.0065512357	-0.071418191	0.1114920279	-0.0968070646	-0.0936746438	-0.0400219111	0.0126222082	-0.0415988337	0.032425585	0.0443494796	-0.0222122625	-0.0460488768	0.0569337683	0.1136451198	0.1082280018	0.0993899282	-0.0503031438467616	-0.0070531548787471	4.9746993743595416e-05	0.0025304062808679	-0.0329354987099748	0.0073705174133492	0.0010847470752747	5.432452694048525e-05	-0.0906482840799611	-0.0065327430852022	0.0082171114066413	4.267673221725716e-05	0.0009010291509521	0.0004299971744464	1.8489757003188777e-07	8.118535308654623e-07	-0.0005849549003873	6.102187757119992e-05	3.7236695423145116e-09	3.421722354871161e-07	9.92633974399556e-05	1.111943791905993e-07	9.853222071322585e-09	1.2364189963582781e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921821.291037407	735.6212174355751	541138.5755413977	849754492609.8718	1338288.1479651162	2917.3656976742204	1791015166983.9006	8511022.613966191	932518.1417977128	2268.0291726234136	5143956.327870846	869590084781.8591	962750.101323762	865982.6217345849	1.120452	22.051622	0.0947136176779187	0.0487575645278372	0.0320685907	0.0531082601	0.0174039323	0.0772686132	0.0092850672	-0.0440640177	-0.1190281108	-0.0107826108	-0.0454258155	-0.0865527894	0.0347366564	-0.0057803532	-0.0297201253	0.0875058133	0.0785444282	-0.007426723	-0.0587848977	-0.0240004693	-0.006158032	0.0104871745	-0.0162187179	-0.0180211114	0.1388432844	-0.0400507875	-0.0572471501	0.0672818351	0.0688710601	-0.0354467928	-0.0060641382	-0.123834782	-0.0737785324	0.0652278035	-0.04438801	0.0184206967	0.0587573879	0.040046869	0.1665084826	-0.0339683997	0.0987685005	-0.0232596435	-0.1633993147	-0.1786306294	-0.161417351	0.0435707652	0.1321437045	-0.0038106704	-0.0061632935	0.0949105453	0.0732261655	0.0684545519	0.0677503418	0.0011983665	0.0686724229	-0.0599003809	0.0538668381	0.0107455572	-0.0628350192	0.1100755354	-0.0390458276	0.0021021697	0.0456873896	0.0064362052	0.0341869392	0.0662823222	-0.0425334751	-0.1618965016	0.0385293138	-0.1053819231	-0.1317093578	-0.029870463	-0.0717463862	0.0872016935	-0.0197199765	0.1388432632	0.1113791516	-0.0823083677	-0.0755740286	-0.0464129115	-0.075091097	0.0447715198	-0.0121081422	-0.0090828528	-0.0659023068	0.0064123407	0.0262692133	0.0265475351	-0.0426281477	-0.0299919259	-0.0878504937	-0.021650868	-0.0706761233	0.0192810033	-0.0785559296	0.0112923635	0.026476855	0.0222447145	0.0125253153	0.0304369439	-0.0478619394	-0.0086332649	-0.0653739103	-0.0381923846	0.1131919653	0.1064475877	0.0955030384	-0.0551383266865599	-0.0048351828397983	2.337899309427996e-05	0.0030402350697938	-0.0669600233221814	-0.0340245246122066	0.004483644723307	0.0011576682750866	-0.1081953634805472	-0.0175470794005861	0.0117062366786877	0.0003078999954904	0.0011769247237351	0.000275895572783	7.611836708125967e-08	1.3851518053389416e-06	-0.0005021817379498	8.277316243750004e-05	6.851396419904768e-09	2.521864979302816e-07	-0.0003082044838461	-0.000407467881286	9.49900038628409e-08	1.660300742797471e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
