global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
844747.3330520381	n/a	713598056698.531	n/a	1120282.6296750333	n/a	1255033170351.6077	n/a	881268.3093974526	n/a	n/a	776633833148.2443	904303.6963835686	774241.2026558784	n/a	n/a	n/a	n/a	-0.0869722985	-0.0534571594	-0.0117821636	0.1954796399	0.196322125	0.0673146706	0.0395697818	-0.5980091274	0.283103041	-0.0412818685	-0.0499048916	-0.0893036372	0.0926377604	-0.140784141	0.0827357321	0.0550126695	-0.1587911287	0.0938034193	-0.00948429	0.1959407087	-0.0027514212	0.1379594202	-0.0022754581	0.0736259023	-0.0107818972	-0.1739572977	0.0239193696	-0.1015477707	0.0204385744	-0.0276627074	0.0813264647	-0.107967173	0.1135182968	-0.0736526961	0.1003028606	-0.1156728155	0.0033370824	-0.0898674499	0.1320731667	-0.1225855597	0.011754497	0.0270632097	-0.0198894524	-0.1137021098	0.0958429508	-0.0228162243	-0.0824404817	0.0130113498	-0.02224917	0.1626213002	-0.0801790524	0.1690914426	-0.0541508183	0.0423937685	-0.1832227631	0.1393920698	-0.2583414741	0.2537252547	-0.0363263391	0.1657199649	-0.064697131	0.1357553564	-0.0011319624	0.0212944342	0.0913663874	-0.1431257285	-0.0880544763	0.0715654345	-0.2002392699	0.0221921125	-0.0258891703	0.0278367436	-0.2285248325	0.0592051442	-0.110894229	0.1121638045	-0.0894653312	0.0047073757	-0.0083876486	-0.0113758195	0.032397107	-0.1703681197	-0.179032184	0.0358149786	-0.0175636645	0.1243438379	-0.0530746298	0.0741896501	-0.1379872967	-0.0101027197	0.0488467802	-0.2380903748	0.0020037221	-0.0882337321	0.0004999437	-0.0792891762	0.0607506682	-0.0284267298	0.0266698375	-0.0164761302	0.0178645922	0.0956190925	-0.0492901515	0.070019235	0.07637179	0.1008072405	0.1154637225	0.1154447293	0.1154130763	-0.0595860497095088	n/a	n/a	0.003550497319984	-0.1143240375037777	n/a	n/a	0.0130699855511651	-0.0317240822309798	n/a	n/a	0.0010064173933979	-0.0032122270922438	n/a	1.031840289214506e-05	n/a	0.00161406425182	n/a	2.6052034090032565e-06	n/a	-0.0015929140513664	n/a	n/a	2.537375175040518e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837815.9869869294	-6931.346065108664	701935628050.8827	48043558.27429736	1071697.0504488032	-48585.57922623004	1148534567940.6648	2360558508.748276	876414.3156433704	-4853.993754082243	23561255.364669427	768102052664.6372	897902.236328125	755714.1842126653	1.295075	24.001263	0.0840544888749581	0.0513860553491755	-0.0881830362	0.0800859671	-0.1576100353	0.1285383927	0.0685060322	-0.1184562701	-0.1135856726	-0.0806649085	0.0663214805	0.1769093211	0.0117686419	-0.184218884	-0.0636967226	-0.1682652473	0.0831053587	-0.0757717495	-0.0142571903	0.02818396	-0.044363912	-0.0850044814	0.0049117315	0.0165221138	-0.131688716	-0.0272184824	-0.0645354236	0.023494001	0.0731978844	-0.0739588512	-0.1621295063	-0.0024576163	-0.0521777626	-0.1102544952	0.0887682985	-0.063649122	-0.1420290042	-0.0690120335	0.0853265537	0.0348502791	0.0696177531	0.1394601028	0.0326547264	-0.0247484213	-0.0356429252	2.76071e-05	0.1895575956	-0.0183322871	0.1239290265	0.0320813671	0.0578783871	0.1498282756	0.1028291586	0.156047384	-0.1463628413	0.0360720713	-0.0544496623	-0.0017630433	-0.0797848046	-0.141520153	-0.0432380462	0.0769993255	-0.0131416277	0.0156895061	0.0066947051	0.0129433998	-0.0010753214	-0.0371814944	0.0449210639	0.163861961	0.032483154	-0.076343643	-0.0190652475	-0.0049380623	0.0526100266	-0.1724952171	-0.0868391006	0.0824152844	-0.0418039037	-0.1332232259	-0.1381971601	-0.0916736162	-0.0660987703	0.0102038291	-0.2003100466	-0.0150825788	-0.0578162701	0.1003805687	0.0852187491	0.0112323658	-0.1023254551	0.0376927929	-0.0063764525	-0.1721394747	0.0666202365	-0.07601449	0.0855343487	-0.0449871553	0.0157889076	0.1036479234	0.0940669274	-0.0243814345	0.0670228601	0.0554562416	-0.0166734508	0.09089104	-0.1387414284	0.1106761332	0.1154130763	0.1152422001	0.1149575937	-0.0545432068608704	0.0050428428486384	2.5430263996063463e-05	0.0029749614146677	-0.1626052469040786	-0.0482812094003008	0.0023310751811557	0.0264404663207363	-0.0407784495496486	-0.0090543673186688	8.198156754137764e-05	0.0016628819476732	-0.0033289689272538	-0.00011674183501	1.1082034118621316e-05	1.3628656041502064e-08	0.0015382551411593	-7.580911066070004e-05	2.366228879303018e-06	5.747021259166264e-09	-0.0013519436108901	0.0002409704404763	5.8066753183342065e-08	1.827751527026562e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841251.2959778444	3435.3089909149567	707703742984.4027	11801347.863061136	1071734.0227102726	36.97226146934554	1148613815434.7432	1366.9481181576527	876384.1723546701	-30.14328870025929	908.6178536671796	768049217553.7802	896903.3722750756	763232.9561226172	0.965609	17.895353	0.0983910461519076	0.0617046961456753	-0.0882036091	0.0158574603	-0.0616351186	0.1057537887	0.0731760718	-0.0696275325	-0.0033668595	0.1155562319	-0.0658473353	0.1496064157	-0.0083184236	-0.1683240702	-0.087857144	-0.1630998704	0.047366596	-0.0203225197	-0.0490621689	0.0165215444	-0.1404670166	-0.0262372012	0.0338666925	0.0260810602	0.0228836014	0.0006261985	-0.0835335861	0.1006094568	0.0761397292	0.0463884534	-0.1077164103	0.0864450699	0.0518416218	-0.0842759597	0.0636502924	-0.0273062488	-0.0421549156	0.0425468629	0.0982971926	0.0751367056	0.1457349522	-0.1128411658	-0.0140465182	-0.1145974429	-0.0027702001	-0.0224090491	0.1472000959	-0.0617231295	-0.0531519929	0.0344692926	0.0373442959	0.1083483184	0.1479237022	0.1235133119	-0.0754358616	0.1017301386	-0.0920795738	-0.0374201689	-0.0048274047	-0.0946182622	0.138633051	0.0343879	0.0551047947	0.0248263049	-0.005494751	-0.0697016586	-0.1239361927	-0.0001141559	0.072140371	0.1623906404	0.0172891981	0.1026991608	0.0711905004	-0.0275663058	-0.0871010006	-0.2040297942	-0.0589599261	0.0710196198	-0.0021414744	-0.1147421946	-0.0865100656	0.1061827575	-0.0910567952	0.005965397	-0.2022211339	0.0132485287	-0.0606996494	0.1002723865	-0.0543799746	0.014364603	-0.0363210972	-0.0207078638	-0.0783858718	-0.1710851918	0.1283466263	-0.0793852433	0.0734164485	-0.0111813496	0.0234985079	0.1540507479	0.0248525818	0.0013905715	-0.0046314637	0.0660832043	0.0619619606	0.071340744	-0.0246613568	0.0821157105	0.1153118061	0.1148374968	0.1140484259	-0.0544068136619841	0.0001363931988863	1.860310470243828e-08	0.0029601013728498	-0.1098054128812151	0.0527998340228634	0.0027878224728419	0.0120572286980141	-0.0730328367114765	-0.0322543871618279	0.001040345491185	0.0053337952381251	-0.0034740536704919	-0.000145084743238	1.206904890545824e-05	2.1049582720465323e-08	0.0014522938761358	-8.596126502349996e-05	2.1091575026615466e-06	7.389339084440396e-09	-0.0013189809837851	3.296262710499997e-05	1.0865347856632786e-09	1.7397108355867104e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841198.100696782	-53.19528106239159	707614244615.8734	2829.737927306837	1074954.1019780585	3220.0792677858844	1155526321359.454	10368910.490824478	876996.2996407577	612.1272860876052	374699.8143729768	769122509583.5817	898049.8806073589	771335.8226279169	1.079619	20.008278	0.0422359710733939	0.0242210729699132	-0.0876539009	0.0856061168	0.0219053178	0.2029263263	0.0511378611	-0.06019167	0.0333572024	-0.0340870476	-0.1727183472	0.1650643266	0.0800283498	-0.0625359218	0.0399896285	-0.2156432018	-0.0421053919	-0.0675114403	0.0685058885	-0.096338836	-0.0366955741	0.0197825497	0.0378537632	0.077983349	0.0493208059	0.0266821953	0.0821770475	-0.1455737803	-0.0116519724	0.0168408694	-0.0818104013	0.1762389024	-0.0664622643	0.1332168641	-0.0348626057	0.0308307993	-0.0334775673	-0.1023092768	-0.0955625174	-0.120078009	0.1640972507	-0.0289393435	0.0436166361	-0.1675105617	-0.0119071609	0.0168081233	-0.1339925132	-0.1046126175	-0.1194254797	4.78698e-05	0.1171819244	0.0675098059	-0.0374895674	0.204071762	-0.0721984329	-0.0192624992	0.114472246	-0.0270757798	-0.00314686	0.0671397272	0.123079225	-0.0854581822	0.0796058925	0.0891402385	0.1015655337	-0.0062439126	0.1354700824	-0.0161954255	-0.0397763646	0.0153731805	0.1097102001	0.0360592162	0.0386602497	-0.0154626779	0.0631344298	0.1733334755	-0.067864463	0.1439429116	-0.0589745695	-0.0032079643	0.0467672711	0.0071091631	-0.0227021566	-0.0475247634	-0.1996555684	-0.0517447101	-0.0393765755	0.0726668543	0.0178033023	0.0199023056	-0.2260153683	0.0005168876	0.011019579	-0.0266167053	0.0100352417	0.0109332528	0.0268180191	-0.106931629	0.0990909078	0.0316982541	0.1393684235	-0.080816006	0.1014457473	0.064155403	-0.0655311925	-0.019284876	-0.0079930617	-0.0977980065	0.1151599564	0.1142313295	0.112689161	-0.0545309533683138	-0.0001241397063297	1.5410666687625483e-08	0.0029736248752572	-0.1260105673645313	-0.0162051544833162	0.0002626070318281	0.015878663087531	-0.0729863478173484	4.64888941281022e-05	2.161217277253895e-09	0.0053270069677149	-0.0031499097057355	0.0003241439647563	9.921931154286706e-06	1.0506930988799802e-07	0.0015382525350278	8.59586588919999e-05	2.366220861519453e-06	7.388891038511193e-09	-0.0014260821199291	-0.000107101136144	1.1470653363335626e-08	2.033710212781476e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839465.235427132	-1732.865269650007	704701881490.7301	3002822.0427591903	1068184.2052651264	-6769.896712932037	1141017496377.8896	45831501.503768	875118.461218158	-1877.8384225997145	3526277.141391783	765832321164.8368	895848.7175844254	772458.1859753549	0.9373260000000002	17.371189	0.0558950696193399	0.0297048120695549	-0.0844542797	0.0938448213	-0.0403219105	0.2287370794	0.0305801814	-0.060441218	-0.0643869677	-0.0295715652	-0.2264817563	0.1996785348	0.1110782204	-0.0811763979	-0.0490915012	-0.217131152	-0.1312248791	-0.0477823572	0.0689098853	-0.0710137948	-0.0660873823	0.0052248538	-0.0067545668	0.1240957139	0.0588832956	-0.0277230145	-0.0447331198	-0.0101777301	-0.1109143817	0.1349684103	0.0674311407	-0.0113108822	-0.0433665902	-0.0202126858	0.0461158922	-0.015025601	-0.1044966578	0.0963681429	0.072487968	0.0435018639	0.0490872268	0.0785924656	-0.102064431	-0.0036740884	0.0177090573	0.1828280423	-0.1232156165	-0.0115458311	-0.0069289566	0.0150081052	0.1334681066	0.0460178137	0.0628786799	0.2386690864	0.0061532816	-0.0561030911	0.1060304253	-0.0982758081	0.0099956547	-0.0051275212	0.1404278202	0.0730502534	0.0624579065	-0.0023961452	0.0685085939	-0.0180101515	0.0263884139	0.0354388215	-0.0232867858	-0.1640578336	-0.0375217853	0.0006071199	0.0684920593	-0.0597469546	-0.0191517036	-0.0969742607	-0.0283302231	-0.0926337194	-0.0291334474	-0.009275054	0.1040166534	-0.0536120595	0.0180879621	0.233842449	-0.199308364	0.0235419345	-0.1441405285	0.0947088422	0.004858726	-0.0931642776	0.0087750973	0.0560587344	0.0381967513	-0.1628348712	0.0259996293	0.0323631251	-0.048460109	-0.0247686426	0.0069872831	0.0187852242	0.029248189	-0.0816389022	0.0694952706	0.0484680265	-0.0954656741	-0.0798522615	0.1024071042	-0.215883676	0.1149575937	0.1134247617	0.1108851636	-0.0419258404095046	0.0126051129588092	0.0001588888727043	0.0017577760940432	-0.1353457720834683	-0.0093352047189369	8.714604714446324e-05	0.0183184780208701	-0.0731439414604722	-0.0001575936431238	2.4835756353032192e-08	0.0053500361723729	-0.0033230252176195	-0.0001731155118839	1.1042496596935123e-05	2.996898045485926e-08	0.0015402093788829	1.9568438550999524e-06	2.3722449307988483e-06	3.829237873242444e-12	-0.0019269529301594	-0.0005008708102303	2.508715685407572e-07	3.7131475950498975e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838606.9669036128	-858.2685235191602	703261644939.2772	736624.8584637593	1068705.6332280585	521.4279629320372	1142131730493.3855	271887.12052745395	875075.7512246898	-42.709993468248285	1824.1435420578111	765757570381.4551	895666.8942004788	754676.1553985559	0.974704	18.063904	0.0781974190125473	0.0547403381430544	-0.0222694121	0.1414525486	-0.0844114495	0.1651783132	-0.0105576083	-0.0548604678	-0.0874027771	-0.051352836	-0.1577446173	0.0998753472	0.1444968577	-0.0609559177	-0.0493943306	-0.1625222478	-0.0946502953	0.0407536604	0.0634406205	-0.1254796478	-0.0357777094	0.0693679847	-0.0460335325	0.0438153747	0.0696913382	0.0952117992	-0.0406642664	0.0368587381	0.0550344407	0.0389249757	0.1207081218	0.0109762617	0.0599640049	0.0627882671	0.1699017792	0.0290935801	-0.0453768465	-0.0178478543	-0.0285602827	0.0346336743	-0.0729789015	0.0051548295	-0.080552042	0.1659186342	-0.0565556304	-0.0329183364	-0.0699479959	-0.0503877881	-0.0712193185	0.0620605298	0.1446215357	-0.0076795051	0.0781914134	0.1507150448	0.0318608199	0.0144003854	0.1368255923	-0.0506191664	-0.0476546103	0.1233157085	0.1121182847	-0.0148156396	0.0488094862	-0.0094604272	0.0045282725	-0.0438892885	-0.0751804017	0.117342036	0.0075054096	-0.0179202625	-0.1059856353	-0.0716515199	0.1639142042	-0.0102921746	0.0133374888	-0.0363916492	-0.0670335736	-0.0196064516	-0.0645526019	0.1379531819	0.0330239279	-0.0813096143	-4.2304e-05	0.0628398822	-0.1819495026	0.0248005882	-0.0909983674	0.0180643689	0.0971523332	-0.018206056	-0.0408930549	-0.1397292271	0.0486324409	-0.0397499374	0.0463273454	0.0360648779	-0.0263074371	-0.0620087112	-0.032590051	0.0944890683	0.0926937587	-0.0988690729	-0.0341324467	-0.055737864	-0.031919452	-0.1458405824	0.0080510639	-0.118421617	0.1147048067	0.1124192083	0.108643553	-0.0417932388498911	0.0001326015596135	1.7583173611933763e-08	0.001746674813564	-0.1353847640958179	-3.899201234960903e-05	1.520377027072063e-09	0.0183290343492802	-0.027110863217203	0.0460330782432692	0.0021190442925509	0.0007349989043818	-0.0034079494217861	-8.492420416659997e-05	1.1614119261452211e-05	7.212120453330355e-09	0.0015383477790125	-1.861599870400018e-06	2.366513889192691e-06	3.465554077473364e-12	-0.0013738837902501	0.0005530691399093	3.0588547352001294e-07	1.8875566691119807e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839723.7587075409	1116.791803928092	705135990937.9204	1247223.933320962	1076821.9309341756	8116.297706117155	1159545470940.8064	65874288.45432259	878287.7661659046	3212.0149412148166	10317039.982587222	771389400196.6947	898522.566232989	768338.8308270939	1.111562	20.600266	0.0941491190050083	0.0476877808447345	0.0773831274	0.1306332974	-0.0492107064	0.1293108985	-0.1011391882	-0.0172499241	0.001589371	-0.1031851551	-0.002226734	0.090164907	0.0988273427	0.0741114639	0.0420020638	-0.134530385	0.0689092587	-0.0493420155	-0.0721745911	-0.1031758134	0.0300064287	0.0053618956	-0.1124214324	0.005122422	-0.172888909	-0.0705744828	0.0476554478	0.0184147869	0.0215969682	0.0339151536	-0.0439532686	0.0371430319	0.0503343879	0.0186759898	-0.0117004744	0.0836260996	-0.0208235014	0.0889412283	0.1116327404	-0.0866608425	-0.1362923115	0.0780369536	-0.0145632021	-0.1120030601	0.0319416209	-0.105049599	0.1331816911	0.1724485371	-0.0974309887	0.1080248821	0.0835776228	-0.0852590012	-0.0459541939	0.0972436166	-0.0720049697	0.0806214467	-0.0164031381	-0.1137396032	-0.1041777694	0.0444459277	-0.1246942496	-0.001480984	-0.0601952438	-0.0877656603	0.0949413034	0.0246941157	-0.0700259483	-0.0304695803	0.0412626027	0.0561964645	0.0926696398	0.0846919877	0.1322000971	0.0558458962	-0.0282825614	-0.0521259515	0.1837722063	-0.0945614299	-0.1010673224	-0.0582238543	0.0136227692	0.0343714653	-0.0798846263	-0.0533377893	-0.1437863145	0.0151007994	-0.0543978561	-0.0184701149	0.0925707301	-0.0542358039	-0.0642035699	0.0843387905	0.0524288573	0.0122825173	-0.0088055721	0.0572443379	-0.0443215975	-0.0173816235	-0.0700795028	-0.0356387149	0.1466786131	0.0800055726	-0.0583329757	-0.0087927304	0.1187448477	0.0142386746	-0.0006777244	0.0165120568	0.1144017065	0.1112164334	0.105973176	-0.0422351676977257	-0.0004419288478346	1.953011065484191e-07	0.001783809390455	-0.1047357829152986	0.0306489811805193	0.0009393600474038	0.0109695842228805	-0.0477413669875375	-0.0206305037703344	0.0004256176858177	0.0022792381218387	-0.0033179274589443	9.00219628417998e-05	1.100864262281658e-05	8.103953793890384e-09	0.0010188860618636	-0.0005194617171488	1.0381288070599158e-06	2.698404755832837e-07	-0.0011348133661144	0.0002390704241356	5.715466769642346e-08	1.2878013759118951e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841827.6285122426	2103.8698047016514	708673756126.5463	4426268.155135365	1078218.956740359	1397.025806183461	1162556118674.2683	1951681.1031425493	878161.4860793599	-126.2800865446916	15946.660257734797	771167595633.1097	899299.5671622984	770575.3286440528	1.109626	20.564375	0.1128670298707983	0.0645028607087948	0.1419002542	0.0418383626	-0.0429449575	0.0685279731	-0.1021177499	0.0507101639	-0.0028749627	-0.005178447	-0.0495134245	0.1682102046	0.054750754	0.0528795979	-0.050929771	-0.0799916543	0.0566620772	-0.1395645155	-0.0587021188	0.0338624572	-0.0348324866	-0.0078083094	0.0548224478	-0.0865427679	-0.1828842196	0.0042950095	0.0597077482	0.12229321	-0.016782155	-0.055019119	-0.0221997787	0.1079929512	-0.1087092807	-0.0372716415	-0.0765978892	-0.0349369122	-0.0263246126	-0.0073301316	0.0595619043	-0.0125656569	-0.0555809202	0.0029321055	0.0081429096	0.089497986	0.1185405214	-0.055122327	-0.1508340317	0.0392872745	-0.0176725044	0.065581322	0.0251653102	-0.0794928106	0.0370258471	0.0742962086	-0.1271366669	-0.034432008	-0.098528907	-0.0838008639	0.0230820359	-0.0940459421	-0.0502862079	-0.0031460118	-0.1811013931	-0.0001337396	0.0364037572	-0.0251256696	-0.0416250897	0.011366183	-0.1018889161	0.107351717	0.1794849289	0.0040200003	-0.0527449698	0.007784921	0.0005906767	-0.0255557482	-0.0568972009	-0.1107174081	-0.1155243008	0.0217789286	0.0508658405	-0.022273476	0.090966099	-0.0054981671	-0.1483011562	0.0439118574	-0.060326987	-0.1162949501	0.0126018906	-0.0695704237	-0.0244971698	0.0862126908	-0.1482142758	0.0146422595	0.0414615021	0.0886479769	0.0130344892	0.0806373079	-0.1069365503	0.0311787837	0.0656812344	0.1611843927	-0.1684817744	-0.1952352292	0.13876577	-0.0094246589	0.044633881	-0.0339132578	0.1140484259	0.1098185471	0.1028845713	-0.0299871435875616	0.0122480241101641	0.0001500140946031	0.000899228780541	-0.0465062630140238	0.0582295199012748	0.0033906769879329	0.0021628324995295	-0.0610292192908019	-0.0132878523032644	0.0001765670188333	0.0037245656072447	-0.0036650502500011	-0.0003471227910568	1.3432593335033128e-05	1.2049423207106282e-07	0.0010181524776857	-7.335841779000044e-07	1.03663446781753e-06	5.381457460652254e-13	-0.0009006370702272	0.0002341762958872	5.4838537555449465e-08	8.111471322674343e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843643.6540582144	1816.025545971817	711734615032.6962	3297948.7836222374	1084181.0124667552	5962.055726396153	1175448467793.4385	35546108.48465316	878107.711503919	-53.774575440911576	2891.7049638502904	771073153002.6498	899380.0557900706	776891.3406832918	1.234942	22.886835	0.0745815481184547	0.0439097931289544	0.0709129794	-0.1081540403	-0.0054669166	-0.0018656841	-0.0008402513	0.108032797	0.0408917053	0.0778583733	0.0452598398	0.1217986776	-0.0005531699	0.0681241032	-0.095771225	-0.1018669325	0.0322581361	-0.0695460399	-0.0261213445	-0.0122960368	-0.0527227913	0.0896501545	0.0139300614	0.0467495087	-0.0378889458	0.0154487513	-0.0965385336	-0.1090031758	-0.1558354038	0.0962283775	0.0037719103	-0.0058489941	-0.0146123022	0.0757805531	0.0061441694	-0.0452069631	-0.0731835	0.2397703657	-0.0892899437	-0.090840978	-0.1587593619	-0.1101002368	-0.086701319	-0.09582546	0.0242908378	-0.1022580127	-0.0587345872	0.1011063404	0.0268047699	0.1167564047	-0.0472112617	-0.0786207675	0.057141111	0.0832138699	-0.085106714	0.0191567746	-0.0281339469	-0.0988630487	-0.0361709984	0.0150309576	0.1235342898	0.1540824879	0.0193169126	-0.0497696012	0.016659911	-0.0395731211	0.1225607286	0.025704639	-0.0811150261	0.0067822234	0.0759016187	0.0187751914	0.0820690639	0.0739468436	-0.0009510359	-0.0631060998	0.2548820197	-0.0294562204	-0.0226962846	-0.0293329225	0.1025294927	0.1285417259	0.0114487623	-0.1432815488	-0.0986891203	0.0592342351	0.0141696498	-0.0969104667	-0.0973131154	-0.0059312422	-0.0151058199	0.0431733389	-0.0246336352	-0.0728078907	-0.0154761156	0.1021786686	-0.0448605153	0.1450100303	-0.0668459678	0.0773941875	-0.1051848626	-0.1767956956	-0.0802231773	-0.116983448	0.0636142273	-0.0245368321	0.0781444685	-0.0003064015	0.1136451198	0.1082280018	0.0993899282	-0.0301042043777783	-0.0001170607902166	1.3703228606158198e-08	0.000906263121219	-0.0612563580961733	-0.0147500950821495	0.0002175653049324	0.0037523414072066	-0.0472431955227534	0.0137860237680485	0.0001900544513331	0.0022319195232011	-0.0028701099116979	0.0007949403383032	8.237530905226527e-06	6.319301414616064e-07	0.001017119958462	-1.0325192237000454e-06	1.034533009901741e-06	1.0660959473101445e-12	-0.0007780425581933	0.0001225945120338	1.5029414380830038e-08	6.053502223599746e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843910.3771999091	266.72314169467427	712184724745.6927	71141.23431547728	1085386.096793966	1205.0843272106722	1178062979113.6404	1452228.2356887984	882130.0520901371	4022.340586218168	16179223.791537916	778153428800.5481	902880.0819209928	768018.9166856328	1.174467	21.766071	0.1580717534791532	0.0842763605236109	0.0045576348	-0.1160206368	-0.0196355041	0.013865312	0.1003013187	0.0387811121	0.0915731683	0.0653021023	0.0849173839	0.0986553057	-0.1806994347	0.0395547239	0.0361331945	-0.1255724454	0.0027649705	0.1690657512	0.0916150955	-0.1202037637	-0.0536492264	-0.0011955798	0.0243808455	-0.1090352711	0.0016063529	-0.001764352	0.0266150205	0.0898308729	-0.0725402124	0.0345476457	0.053156298	0.0869864079	0.0657773973	0.0214213907	-0.1905614808	0.0222833538	0.0924326937	-0.0045179728	0.0003417037	0.0492160599	0.0085718582	0.0808306623	0.0790500014	0.1935867108	-0.0442110965	0.0143126442	0.0624879522	-0.16098889	0.0914275153	0.0227243242	-0.15471753	0.0308305148	-0.0800853964	0.0638135127	0.041165921	0.1830240996	0.1996197251	-0.0293358961	0.0081446781	-0.0751289252	0.0503603206	-0.1172462746	-0.0973196892	-0.0589893582	0.0144278964	0.0389608404	0.0001679427	0.0383845575	-0.0699311341	-0.1057675846	0.0364441419	0.1186245283	-0.0784676192	-0.0540228389	0.0646159929	0.0726808967	-0.1462517119	-0.0581554478	-0.0339553462	-0.0443775939	-0.0762393441	0.0055170893	0.016766712	0.078419754	-0.1293310874	0.0529198276	0.1591861364	-0.0287933098	0.0141957305	0.0545746237	0.0240944982	-0.0056324488	0.0105288251	0.2143208282	0.0905263076	0.0662293001	-0.056257534	-0.0097624847	-0.0287586606	-0.0689540756	0.06104561	-0.0983313876	0.0879045138	0.0272194341	0.212968046	-0.1081753838	-0.2314407829	0.0550187706	0.1131919653	0.1064475877	0.0955030384	-0.0305530643824454	-0.000448860004667	2.0147530378974807e-07	0.0009334897431578	-0.124178793704246	-0.0629224356080727	0.003959232902852	0.0154203728058416	-0.0061217308014249	0.0411214647213285	0.0016909748608274	3.747558800511435e-05	-0.002888957927478	-1.884801578010001e-05	8.34607790673798e-06	3.5524769884689904e-10	0.0005687514456713	-0.0004483685127906	3.2347820695319374e-07	2.010343232621441e-07	-0.0001736792238624	0.0006043633343309	3.6525503988356323e-07	3.016447280144565e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
