global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
982458.6740777128	n/a	n/a	965225046270.5376	1205696.0206298828	n/a	n/a	1453702894162.7349	984890.0028926404	n/a	970008317797.8652	n/a	1002440.8386721024	935041.8465341924	n/a	n/a	n/a	n/a	-0.1110209936	-0.0459514459	0.0695011334	-0.0628171155	0.0012740549	0.1572739463	0.2578259752	-0.1012196934	0.3212846392	-0.071136277	0.1883919571	-0.0328668196	-0.118867806	0.0686295642	0.0106560274	-0.0052064627	0.2040290637	-0.1161625855	0.0230415334	-0.0003695566	0.233440698	-0.1837310473	0.0382844094	-0.1482752868	0.1014638313	-0.0535323718	-0.0310626121	0.0490672931	-0.0805405853	0.2223269259	-0.0473946978	0.0789255503	-0.0592002145	0.0724897619	-0.0025534702	0.1375217193	-0.0253852775	0.0544522914	-0.0656682752	0.1289485269	-0.0450035297	-0.1926475473	0.0478503523	-0.0450223804	-0.085939349	0.1402460236	-0.1394617045	0.0406114752	0.0270145298	-0.0817350347	0.0848975743	-0.2490655041	-0.0251012368	0.1146160184	-0.2121632346	0.0972015865	-0.2238643023	0.2968006048	-0.0732061409	0.0027736259	-0.0939123568	0.1734201851	-0.2025023812	-0.2647450713	0.0429802045	-0.0470182381	0.0112509275	-0.0751436215	0.0045238183	-0.033484656	0.0168779381	-0.2701908154	0.1368986866	-0.020310828	0.1381283973	-0.0117596144	-0.0560213408	0.04556275	-0.0658007014	0.1197174604	-0.1044931345	0.0642820046	-0.0181386803	0.227905966	-0.0257603369	0.0223405711	0.1213739006	-0.0474770539	0.0046646643	-0.135211749	0.0058330831	-0.0491441403	0.0218873725	-0.1103755834	0.0126471442	-0.0157688982	-0.089981369	0.0700911758	-0.0615334321	0.1030934651	-0.0099934153	-0.1444811433	0.1154637225	0.1154447293	0.1154130763	-0.032616632129347	n/a	n/a	0.0010638446914611	-0.0814466893251477	n/a	n/a	0.0066335632020271	0.0253819730667572	n/a	n/a	0.0006442445567615	-0.0021280020246823	n/a	n/a	4.528392617051968e-06	0.0011499259210814	n/a	1.322329623974906e-06	n/a	-0.0008707777557477	n/a	7.582538999050011e-07	n/a	0.0
975362.8773372412	-7095.796740471618	50350331.38208764	951332742487.5824	1166290.7510579426	-39405.26957194018	1552775270.0372748	1360234116003.2998	977380.007966616	-7509.994926024461	955271679972.8224	56400023.78891315	993106.9715346536	929561.1261872392	1.357614	22.970848	0.1078723803347513	0.0628168086014774	-0.1179381185	0.0473341429	0.1273591434	-0.0020405076	0.1050834242	0.1353267789	-0.0549876343	0.1014558378	0.0418059743	-0.00921053	-0.0495843172	0.0873985365	-0.1440613981	-0.0791961522	0.1438379346	-0.1048605873	-0.1546223074	-0.0240110487	0.0810370597	0.2570874378	-0.0107287212	-0.0189688105	-0.0118726893	-0.1509372498	-0.1132358325	0.1153271226	-0.0771213623	0.0634338067	0.0229554507	0.0342337608	-0.1177521875	0.1447017364	0.0851617892	0.054299058	-0.0805167482	-0.0363194573	0.0224534826	0.0546764644	0.0426546909	0.0688451449	-0.010337214	-0.1031981009	0.110581462	-0.0959632337	-0.0217335771	0.0594544194	-0.1329403734	-0.0823379871	-0.1263331985	0.1080074525	0.0407918842	0.1558969303	-0.0949786988	0.013980588	-0.2053690447	-0.1467508631	0.0350081567	0.1248813131	0.1528912509	0.0882641238	0.084519947	0.0903243444	-0.1257842609	0.0118353664	0.0158947352	0.0112925791	0.1528434535	-0.1149060787	-0.1067217261	-0.0680635359	-0.0106132128	-0.0385395558	0.1932307616	-0.0802531428	-0.0269583742	-0.0112193598	0.0071919799	-0.0885710767	-0.0629724636	0.0248734468	0.0229577638	0.1657179844	0.0521580159	0.1680164327	0.0402258112	-0.0464352862	0.1487419331	-0.0988147434	-0.0171229834	-0.1553265664	0.0007562924	-0.0166864856	-0.0177072272	-0.0403403685	0.120089419	-0.071126776	-0.0226143862	0.0287469265	0.1250845297	-0.0254817654	0.076254399	-0.0861568968	0.1154130763	0.1152422001	0.1149575937	-0.0327415722069162	-0.0001249400775692	1.5610022982998963e-08	0.0010720105505807	-0.1092927797333231	-0.0278460904081754	0.0007754047510202	0.0119449117018366	-0.0254284793305146	-0.0508104523972718	0.0025817020728154	0.0006466075610624	-0.0018121245745397	0.0003158774501426	9.97785635085908e-08	3.2837954736506884e-06	0.0010096764389913	-0.00014024948209	1.0194465114541524e-06	1.9669917226541248e-08	-0.0007450867389457	0.0001256910168019	5.551542485527378e-07	1.579823170472063e-08	0.0
975873.060603715	510.1832664738176	260286.9653898944	952328230412.062	1160900.5228678386	-5390.228190104011	29054559.941391967	1347690023994.821	975562.9297230652	-1817.078243550728	951723029849.8503	3301773.343185399	991342.0471025044	936941.06273512	1.182149	20.001984	0.1495416564829184	0.0729792591727646	-0.0816802425	0.1142546787	0.1059596889	0.0417150423	0.0047632267	0.0953417808	-0.1303946895	0.0593943034	0.010579939	-0.1283992285	-0.0551204884	0.1219749363	-0.0418433102	-0.1736163227	0.1987838859	-0.0283028585	-0.047078336	-0.0875235526	0.0907875972	0.1161598026	0.0013488383	-0.2370478093	0.0729207082	-0.0330321804	0.0482088408	0.0924726872	0.0718132339	-0.062311768	-0.1205126863	-0.0337253719	-0.1425767431	0.0960134132	-0.0492936527	-0.1278596718	0.0095490168	0.0191674555	0.0963498665	-0.1084892457	0.002190307	-0.065556289	0.2182639511	0.0830136025	-0.027917757	0.0666778751	0.0493919665	-0.0331509491	-0.0382786388	-0.1574374828	-0.1941127512	-0.0009745394	0.0092687686	-0.0078901701	-0.0640218519	0.0884768945	-0.1359513134	-0.2175779797	-0.0735548061	0.0591916245	0.0433668685	-0.0957262197	0.0402567555	-0.0079219163	-0.0764561728	0.0065905535	-0.0740308146	0.1939543462	-0.0844704337	0.1555135959	-0.0709404941	-0.0406541709	0.1184499269	0.0629694189	-0.0026099205	-0.0568530056	-0.1117597228	0.1613922887	0.0388608915	-0.0195883726	-0.0666831117	0.0574245685	-0.0009101925	0.0932246348	-0.0875738751	0.2470196764	-0.0045508798	0.03129426	0.1999901476	-0.10212037	0.0534942674	-0.0958807005	-0.0765971867	0.0134310553	0.0316715031	-0.0559307186	-0.0282773628	0.0140712315	-0.0304136323	0.0616973794	0.0504298565	0.0667604466	0.1121624083	0.0775275055	0.1153118061	0.1148374968	0.1140484259	-0.0185524406843171	0.0141891315225991	0.0002013314533656	0.0003441930553451	-0.0758868458939048	0.0334059338394183	0.0011159564156835	0.0057588133797252	0.0221205487081164	0.0475490280386309	0.0022609100674185	0.0004893186751481	-0.0023717407305415	-0.0005596161560018	3.1317024205823094e-07	5.625154092909528e-06	0.0006080345363415	-0.0004016419026498	3.697059973840229e-07	1.6131621796415148e-07	-0.0008717799419395	-0.0001266932029937	7.600002671680379e-07	1.6051167684828195e-08	0.0
976077.997546806	204.9369430909865	41999.15064347822	952728257294.9828	1153060.9317220051	-7839.591145833489	61459189.33383083	1329549512263.619	977617.326963202	2054.39724013675	955735637978.676	4220548.020281496	993171.7760902008	926292.521482047	1.3387	22.650829	0.2077104144657463	0.1169010442014932	0.0129817166	0.1122238796	0.1019169296	-0.0551773726	-0.0434769424	-0.0219161536	-0.2063161856	0.1089280993	-0.0135649072	-0.0129941821	-0.1064508078	0.0361918837	0.0945372498	-0.1723554154	0.133479114	-0.0530140236	-0.0166694735	0.0272959097	-0.0680616132	0.0863688748	0.0477649702	0.0059258182	0.054408676	-0.0218248328	-0.0207368159	0.0671679045	0.0281768429	-0.081268954	0.073698773	-0.0118138145	-0.0183751492	0.0926778288	-0.0465408222	0.0635037659	-0.115965598	0.0933601187	-0.0768356424	-0.2150736946	-0.1166375431	0.0996970777	0.0200062687	-0.1379461545	0.0590233394	-0.0385120658	0.1636703759	0.0219383047	0.0985247052	-0.1422275226	-0.1402950068	0.0696983691	-0.0193339495	-0.0060181614	0.027849596	-0.0683859186	-0.127381995	-0.0650831679	0.0952759561	0.038004833	0.0582179135	-0.0651443031	0.0677466234	0.0133709681	0.0086427169	0.0016705121	0.239267819	0.1568683392	-0.0126745963	-0.0352065329	0.1160390684	-0.1016600678	0.0121884635	-0.0768844108	-0.0689644089	-0.0886087915	-0.1156047542	0.0650034018	0.0607916384	0.0954668157	-0.0541245359	0.0463436896	0.0413842667	0.1662675541	0.0353869936	-0.0341883981	0.1761140078	-0.1384329301	0.1931620624	-0.0707123041	0.0094508706	-0.0843156796	0.0373510009	-0.0733325536	-0.0597953648	-0.0346532355	0.0527418667	-0.0993907168	0.0771790015	-0.0853293456	0.1464815335	-0.1361227632	0.2159220234	-0.0341574793	0.1151599564	0.1142313295	0.112689161	-0.0132373333506166	0.0053151073337004	2.8250365968756827e-05	0.0001752269942353	-0.1164580009558307	-0.0405711550619258	0.0016460186230588	0.0135624659866282	-0.0669331078085235	-0.0890536565166399	0.0079305537389836	0.0044800409209074	-0.0015439238159995	0.000827816914542	6.852808440018369e-07	2.3837007496104577e-06	0.0006066897399441	-1.344796397399978e-06	3.6807244055343973e-07	1.8084773504599602e-12	-0.0002455317418093	0.0006262482001302	6.028583623590879e-08	3.92186808166315e-07	0.0
978141.5224918468	2063.5249450408155	4258135.198805701	956760838022.668	1162544.5580647786	9483.626342773438	89939168.60934629	1351509849486.0312	981395.4723539454	3778.1453907433897	963137073156.8236	14274382.593595522	997637.2463690304	941087.6618044176	1.306715	22.109644	0.1968833668325556	0.1113782922021336	0.1099418339	-9.94411e-05	0.0600760295	0.0222885416	0.0426368698	-0.1302176467	-0.0724794174	0.0066017412	-0.0331419992	0.0313131466	-0.0491099575	0.0434609808	0.0740129716	-0.0159284653	0.0424981578	-0.0408531687	-0.0800583645	0.020073812	0.0067820739	0.1720682937	0.0810644399	-0.067813322	-0.2189213643	0.1255100336	0.1114963065	-0.1116751477	-0.0570964361	0.0301027279	0.0462127046	-0.054621646	-0.0445373377	-0.1454228756	-0.021138633	0.0625072238	-0.0140616964	0.0031049633	0.075338409	0.0218187154	-0.0664774861	0.0534486676	-0.0230184255	0.1376179758	-0.1065846332	0.1842093495	0.0414109834	-0.0591275473	0.0869422068	0.0002709591	-0.0485356594	-0.0106162716	0.0305398224	0.1460522739	0.0787850315	-0.0020367244	-0.1573097713	-0.0659313111	-0.2294311767	-0.1507035185	0.0338444814	0.0171480391	-0.068665667	-0.1325980547	-0.0037203141	0.1653049202	0.0405129594	-0.0021161383	-0.089105668	0.028353149	0.1154491482	0.1159430753	-0.0124481207	0.0110396611	-0.087169179	0.029823534	0.034939067	0.0193838208	0.0991982362	-0.0155645692	-0.0900771926	0.0888225464	-0.0614545585	-0.0594079085	-0.0531654748	0.1478564148	0.0914142092	0.024562696	0.0713249203	-0.0641159098	0.0314260654	0.0515883928	0.0193515797	-0.1072529831	-0.0192836832	0.0447832464	0.0319943575	-0.0447374706	0.1336060913	-0.0887436961	0.0912071145	0.0951349628	0.0125412851	-0.0006662957	0.1149575937	0.1134247617	0.1108851636	-0.0025894816957361	0.0106478516548805	0.0001133767448643	6.705415452552309e-06	-0.0481441545205854	0.0683138464352453	0.0046667816147782	0.002317859614502	0.0133402886672513	0.0802733964757748	0.0064438181817569	0.0001779633017255	-0.0019728886761035	-0.0004289648601039	1.8401085120404426e-07	3.89228972829742e-06	0.0009297419848275	0.0003230522448834	8.644201583509793e-07	1.0436275292420425e-07	-0.0002445834014636	9.483403457000464e-07	5.982104027150453e-08	8.993494112824837e-13	0.0
976816.8810862604	-1324.641405586386	1754674.8533938767	954171219175.0896	1162384.4458007812	-160.11226399731822	25635.937082346925	1351137599839.5894	980026.1152788316	-1369.3570751138031	960451186628.5176	1875138.79916423	996927.4165877984	927792.7544463276	1.032688	17.473106	0.1135959796722804	0.0535556836546436	0.1004597747	-0.0145008143	0.0704041714	-0.0491987599	0.0703611066	-0.0926828949	-0.0772712434	0.0782588061	0.0134613192	0.0640353887	0.0241288584	0.0764970682	0.1035267476	-0.0251072966	0.1516405149	-0.0194845758	-0.1054757403	-0.0831395973	0.0074154418	0.1086201814	0.0405238462	-0.0578085512	0.0399898354	0.0895818432	0.040049713	-0.003839783	0.0749419005	0.0738369936	-0.2609105528	-0.0324402995	0.0004373837	-0.0799699748	-0.1926991574	-0.1056841876	0.026183103	0.1126054062	0.1434352066	0.0280764479	0.0310465961	-0.0186407974	-0.0555656712	-0.0217678431	-0.123658811	-0.0781142278	0.0759369997	0.0662866314	0.0994314241	0.0116159373	-0.1256623209	0.0722459689	-0.0503800163	0.0271299041	-0.0397172381	0.0649041253	-0.1847806983	-0.0901719186	0.0088373205	-0.1058225905	-0.014065302	-0.0303190285	-0.0510261746	0.1015128638	0.0457845149	-0.0113358199	-0.1934355173	0.1027892912	-0.135725142	0.2080506731	0.0230565498	0.0216771297	0.1299245039	-0.0767578647	-0.0932322276	0.0066134496	0.0442999462	0.0648751199	-0.0984249942	0.0616563291	-0.0778305727	0.0330895547	-0.0050460802	0.0558103774	0.0569389442	0.1680970649	0.1671737944	-0.0723779871	0.0950759176	0.0578119574	0.004617433	-0.0977157143	-0.0873735872	-0.0874576191	-0.1025258007	0.1066085118	0.1100328083	-0.0129316802	0.0319755268	-0.0071256153	-0.0246147837	-0.1491259516	-0.0961491738	0.044875121	0.1147048067	0.1124192083	0.108643553	-0.0180380324951556	-0.0154485507994195	0.0002386577218022	0.0003253706162962	-0.0739870065521017	-0.0258428520315163	0.0006678530011228	0.0054740771385407	-0.0190516435484084	-0.0323919322156597	0.0010492372726638	0.0003629651218956	-0.0019927866172657	-1.989794116219988e-05	3.959280624943684e-10	3.971198501953271e-06	0.0006076990478673	-0.0003220429369602	3.692981327788231e-07	1.0371165324595136e-07	-0.0007008954158549	-0.0004563120143913	4.912543839664132e-07	2.0822065447784602e-07	0.0
979872.9555950402	3056.074508779798	9339591.403213687	960151009106.5596	1170922.2552083333	8537.809407552006	72894189.47968353	1371058927742.1692	984683.501991654	4657.386712822481	969601599094.5476	21691250.9927754	1001450.29739371	935714.7172231752	1.084717	18.353434	0.1171780641229082	0.0603234970074031	0.0926717593	-0.080261514	0.0161223653	-0.0122409854	0.0459443631	-0.1489012148	-0.0212042182	-0.0627159674	0.0967807152	-0.0089816152	0.0137882145	0.0478943046	0.0601809747	0.0849129073	-0.0193677689	-0.062363625	-0.0147199731	-0.0939943659	0.1124207951	0.0977635227	-0.0131608774	-0.0729536571	0.0135991573	-0.0050582417	-0.0228373315	-0.0807327597	0.0499020045	0.0382281855	-0.0389859009	0.0148205192	0.1212840822	-0.0568446915	0.1456568669	-0.0038705357	-0.0444974043	-0.0246840686	-0.0999255625	0.1171670203	0.125511532	0.0281848177	0.1308943031	-0.1236380131	-0.1873069636	0.0935322045	0.1201992544	0.069430947	0.0647963504	0.1072146637	0.016580992	-0.045622772	0.0979993119	0.0496999175	-0.0656682488	0.0882311954	-0.0521925282	-0.1126549066	-0.0528638197	0.0002307371	-0.0731789845	-0.0625224476	0.1009842454	0.0065717258	0.0119781818	-0.0217349771	-0.0869239895	-0.1034533733	0.1325973732	0.0628284023	0.0201660629	-0.0153553811	-0.0241375551	0.0692969473	-0.0745438547	-0.0507144478	0.0021692957	-0.1213867907	-0.0538130418	-0.2101692538	-0.0734974716	0.0417707519	-0.0750016537	-0.0682178211	0.0177789305	0.1242228409	0.0434889491	0.0622926344	-0.0148126268	-0.0155228141	0.0109464148	-0.0306327958	-0.0939579599	0.0103182979	-0.0827690087	-0.0402208778	-0.0125030955	0.1118317823	5.32824e-05	-0.0093258161	-0.0517918387	0.0230914177	-0.0322150381	-0.0141413789	0.1144017065	0.1112164334	0.105973176	-0.0073208716840298	0.0107171608111257	0.0001148575358515	5.359516221402932e-05	-0.0328994929208619	0.0410875136312398	0.0016881837763973	0.0010823766344498	-0.0088897995698857	0.0101618439785226	0.0001032630730438	7.902853639273997e-05	-0.0014049456571127	0.0005878409601529	3.455569944336006e-07	1.9738722994398365e-06	0.0006061305041635	-1.56854370380005e-06	3.6739418807749865e-07	2.4603293507307784e-12	-0.0001860740056713	0.0005148214101835	3.462353558656299e-08	2.6504108438343044e-07	0.0
979607.7689006802	-265.1866943599889	70323.98286557817	959631380890.5686	1175273.1245117188	4350.869303385494	18930063.695142176	1381266917199.538	983241.2252465858	-1442.2767450682586	966763307024.4072	2080162.2093646904	1000552.5976994758	942026.9092437052	0.981781	16.611753	0.0464467725261752	0.0302689318126832	0.0444135576	-0.0809271785	-0.0434511399	0.0296129423	0.0535448541	-0.053939044	0.0680976206	0.0023833451	-0.0570927519	0.1335263306	0.0685129149	0.1139462302	0.0627377992	0.0616703833	0.1216870989	-0.0237346902	-0.053912513	-0.0874127248	-0.0254184194	-0.0180262824	-0.0030917289	0.0522977736	-0.0541136124	0.0513408619	-0.0413649709	0.0252873405	-0.019740309	-0.0138881411	-0.0589839861	-0.0569665556	-0.0333032071	0.0879350813	0.0786939739	-0.0398202941	-0.0311756815	0.0149334953	-0.0682031164	0.0249167359	0.1285242357	-0.0632792721	-0.0072377681	-0.006739047	-0.0163102052	-0.0525319621	-0.0469223093	-0.0388657053	0.0495349668	0.0802311087	-0.1116848793	0.070361341	0.0087871812	0.0064153557	0.0373044685	0.1045744555	0.0175440963	0.0424787889	0.0212092394	-0.0641690334	0.0009359141	0.0048661521	0.0408595472	0.0231519394	-0.0370380795	-0.0005815048	-0.0547338361	0.0405551863	0.0583074083	-0.027510612	-0.0718473951	0.0220316308	-0.0389311364	0.0253736097	0.0348853748	0.024270085	-0.0308194625	-0.0687342093	-0.0716306294	-0.0616391649	-0.1037423869	0.0219886216	0.0326768968	-0.031950882	0.0452651888	0.0919414185	0.0233318124	-0.0506433635	0.0352979352	0.052783939	0.0077491358	-0.0250309282	0.036897959	0.0704632286	-0.0091883801	0.0260064795	0.0311730366	0.1337175693	-0.0567200046	-0.092652679	-0.0628410956	0.0271437259	-0.0651491911	0.1010442776	0.1140484259	0.1098185471	0.1028845713	-0.006103330244386	0.0012175414396438	1.4824071572498982e-06	3.725064007203687e-05	-0.0204714564474528	0.0124280364734091	0.0001544560905843	0.0004190805290799	-0.0076113399157833	0.0012784596541023	1.634459087167628e-06	5.793249531359613e-05	-0.0019359161086631	-0.0005309704515503	2.819296204196356e-07	3.74777117978128e-06	0.0006067761008001	6.455966366000071e-07	3.681772365021731e-07	4.167950171892416e-13	-0.0002849126566647	-9.88386509934e-05	8.117522192773723e-08	9.769078930195131e-09	0.0
979742.1551086644	134.38620798417833	18059.652896366835	959894690496.9702	1165837.301920573	-9435.822591145756	89034747.9715766	1359176614549.4412	985344.416492792	2103.1912462061737	970903619113.5206	4423413.418118278	1001329.1290404776	939086.904357401	1.056827	17.881529	0.0902995241969731	0.0462107431116069	-0.0279216255	-0.1120089773	-0.0039948757	-0.0776279143	-0.1425038594	-0.1160329858	0.0499119941	0.0269998555	-0.0566706852	-0.1181818936	-0.1441267239	0.0533948052	-0.0315705602	0.1290858352	-0.0073336044	0.0126561764	0.1032658876	-0.0464146474	-0.1458016369	0.1140662921	-0.1485032857	-0.0817447502	-0.0938863225	-0.0441084634	0.0186841708	-0.0026636418	-0.0480849244	0.0101561688	-0.0415485721	0.0482734238	0.1989902529	-0.084956201	0.0122759622	-0.0867178306	0.0123462563	-0.005984888	-0.0236977855	0.0053582926	-0.1118129713	0.067405179	-0.0016776759	0.0636919963	0.0372267235	-0.1571840994	0.0082648217	-0.0052875833	-0.0509190893	0.1160654576	0.0140349792	-0.1060664194	0.0286351021	-0.0099654049	0.176434563	-0.0442743916	0.008202922	-0.177318199	-0.0024388189	-0.0385822083	0.0679532072	0.0391563125	-0.049368523	0.0138049547	0.0586455579	-0.0863399109	0.0062449869	-0.0526055004	0.2089507948	0.0568733591	0.0156331593	0.0471002156	0.023491598	-0.024334262	0.0231979692	0.0357667742	0.1512208066	0.0325250069	0.0049346658	0.0560671942	-0.0625242745	0.0464755054	-0.0561979242	-0.0574419886	0.0133482914	0.0411594204	-0.0798545378	0.0676585159	-0.0006946369	-0.0313604774	0.0242272318	-0.0508364727	-0.0079327927	-0.0420865718	0.1457706684	0.0910873806	-0.0730968728	-0.0171557862	0.0194768964	-0.0487436987	-0.0514205875	6.15173e-05	0.0273588762	0.0751780763	0.1136451198	0.1082280018	0.0993899282	-0.0080552658063908	-0.0019519355620048	3.810052438218996e-06	6.488730721160883e-05	-0.003711708941509	0.0167597475059438	0.0002808891364629	1.377678326647786e-05	0.0132081077566112	0.0208194476723945	0.0004334494013835	0.0001744541105102	-0.0011918301368525	0.0007440859718105	5.536639334453248e-07	1.420459075109849e-06	0.0006068316619556	5.556115549999568e-08	3.682446659517956e-07	3.0870420004946992e-15	-0.0005561389928312	-0.0002712263361665	3.092905793473016e-07	7.356372543030329e-08	0.0
979902.9138959668	160.75878730241675	25843.387694943667	960209720661.8066	1166456.6409505208	619.3390299477614	383580.83401663415	1360621095217.572	983330.6012424128	-2013.8152503791496	966939071339.765	4055451.862659638	999122.3894965784	943052.2626708694	0.870526	14.729311	0.0562633334920738	0.0307930071651193	-0.0079060217	-0.0980770708	-0.0375449532	-0.0017425914	-0.0877770431	-0.0921300915	0.0669925569	0.0367546045	-0.1038432775	-0.0083644779	-0.0756516008	0.099800203	0.0075468176	0.0748323901	0.1324440097	0.0162180446	0.0504869528	-0.0502514385	-0.0879770328	-0.0070005842	-0.1235341126	0.1002533968	-0.0729544974	-0.0031841492	0.0100852195	0.0858569628	-0.0916566049	-0.0555648081	0.0185617347	-0.0122973431	0.1284625593	0.0312544851	0.04274889	0.0664048105	0.0202283014	0.0132965577	-0.0390866788	-0.2119440624	0.0380646404	-0.0727156973	0.0624688989	0.1504705842	0.0018014812	-0.0550648353	-0.0546758524	0.0757377536	-0.0119565907	0.0843182442	-0.1415939639	-0.0226213807	-0.00157	-0.0030308933	0.097943744	-0.0026803679	0.0873108135	-0.0485888025	0.101515003	-0.0438949317	0.1276830611	0.0499169368	-0.0826314725	-0.0287197143	0.0585129815	-0.0309209664	0.0687606689	0.0468648878	0.0696080503	-0.0348003346	0.0421092144	0.0118208026	-0.058431636	0.0387065625	-0.0237634929	-0.0207694109	-0.0766097349	-0.119263203	0.1463589988	0.0133861086	-0.0919250924	0.0095430159	0.0286017247	-0.0292224511	0.0234478443	0.0590780097	-0.0460754501	-0.0250276578	0.0319610098	0.0256410093	0.0039636872	-0.052844406	0.0172764462	0.0228054626	0.0750347683	0.1344093333	-0.0004549793	0.0596507748	-0.0453067663	-0.0764737085	-0.1475504458	0.0291917839	-0.0612093035	0.0999588838	0.1131919653	0.1064475877	0.0955030384	-0.0161541861961609	-0.0080989203897701	6.559251147983387e-05	0.0002609577316602	-0.0024974679009233	0.0012142410405856	1.474381304642643e-06	6.237345916142235e-06	-0.0090291703149318	-0.022237278071543	0.0004944965360311	8.152591657604563e-05	-0.0016578401940652	-0.0004660100572126	2.1716537342338378e-07	2.74843410905814e-06	0.0006069376777859	1.060158303000042e-07	3.68373344716141e-07	1.1239356274199288e-14	-0.0005279971860707	2.8141806760500067e-05	2.7878102849857734e-07	7.919612877453271e-10	0.0
