global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
958536.63312944	n/a	918792477051.1228	n/a	1519168.1112980768	n/a	n/a	2307871750384.966	983939.1651038856	n/a	n/a	968136280625.3314	1060853.043579694	807934.7638022074	n/a	n/a	n/a	n/a	-0.0789824969	0.0789826443	-0.0803109341	0.0211075483	-0.231342885	0.0449578116	0.0298143944	-0.395650284	-0.0358458373	-0.0114129082	0.0549149325	-0.146626519	0.0723098276	-0.0353210929	0.0736194493	-0.0694325525	0.023342218	-0.009424339	0.0267328668	-0.0372407553	0.0293208776	-0.1162212562	0.1509205177	-0.1280675812	0.0486438225	-0.1114975739	-0.0446177526	0.0711099199	-0.0832777066	4.10392e-05	-0.0365978232	0.1065814199	-0.1544258871	0.0149915304	-0.0048296792	0.0040618217	0.1011836705	0.049581891	-0.1514486631	0.1250712739	-0.1659880664	0.1832339312	-0.2136085211	0.0028040441	-0.2426284044	0.2010544004	-0.0138505501	0.1380713595	-0.2192733181	0.0802276135	-0.0136783056	0.1464385513	-0.0199094642	0.0054865941	0.0231304753	-0.1235140496	0.050715889	-0.0818447912	0.0488997234	-0.0007893614	0.0390958177	-0.0226542571	0.0523863933	0.0090583948	-0.0590130032	0.0110664667	-0.0044077943	0.0533580295	-0.0553611989	0.0381821765	-0.0293285235	0.0473002342	-0.0204003959	0.0771795388	-0.0212481555	0.0026905044	0.0072081797	-0.0731458021	-0.032511254	0.1154637225	0.1154447293	0.1154130763	0.092766092236701	n/a	0.0086055478688681	n/a	0.1167614935283722	n/a	0.0136332463709761	n/a	-0.0142656889020287	n/a	0.0002035098798494	n/a	0.0110812364158698	n/a	0.0001227938005043	n/a	-0.0008819728530313	n/a	n/a	7.778761134841711e-07	9.886799223218603e-06	n/a	9.774879888023598e-11	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949745.0648228212	-8791.568306618836	902015688155.3048	77291673.28994478	1477883.2272596154	-41284.88403846137	1704441650.069203	2184138833415.296	973150.0884039396	-10789.07669994596	116404176.03731678	947021094560.5956	1043830.561435587	793309.3709820365	1.243215	26.459551	0.1088569073911528	0.0599563566226092	-0.0628165706	0.0762123151	0.0546770704	0.0961905706	-0.0735390117	-0.0664161933	-0.1123320324	0.0127428078	0.0808091388	0.0336315932	0.1454193275	0.0583175535	-0.0059262173	-0.1288261756	-0.0077638178	-0.0114154766	0.0124185059	-0.0131712591	-0.0989149873	0.015112974	-0.0917794814	0.0513588978	-0.0447105251	0.0248687885	-0.0411861452	-0.0025892705	-0.0062615026	0.0174053153	-0.0447524336	-0.0348908782	-0.0644386059	0.1534533717	0.0994743031	-0.0124825068	0.1200275152	-0.0832602621	-0.0320940773	0.1310658246	-0.0055684207	-0.030490968	0.06734537	0.1275280372	0.0096444368	0.0385274821	-0.0469223754	0.0108880338	-0.0444390468	0.0028520969	-0.048754916	-0.0535245345	-0.0437607908	0.0445160689	0.00364147	0.0838982503	0.0527770408	-0.1122163851	0.0571674893	-0.0522905119	0.0674490658	0.0261068658	0.0069141686	0.0405940851	-0.0164036325	0.0138718205	-0.0054706022	-0.0661595134	-0.0258523314	-0.0770279131	-0.0073233743	0.1006953376	-0.0419065174	0.0398600337	0.0524541513	0.0209181317	0.0502547136	0.0251287811	0.0550471848	-0.0697566283	-0.0522839488	0.1154130763	0.1152422001	0.1149575937	0.0925099296594709	-0.0002561625772301	0.0085580870856002	6.56192659731676e-08	0.1488331419374304	0.0320716484090582	0.0221513041389673	0.0010285906316742	-0.0353515402756841	-0.0210858513736554	0.0012497313998633	0.0004446131281518	0.0101362714908465	-0.0009449649250233	0.0001027439997361	8.92958709524292e-07	-0.0008801523816426	1.8204713886999172e-06	3.3141160770750058e-12	7.746682149111411e-07	0.0001719663034354	0.0001620795042121	2.957240951723607e-08	2.6269765685666528e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950638.3619137104	893.2970908891875	903713295141.9824	797979.6925910853	1469785.5435096154	-8097.683750000084	65572482.11501542	2160269543909.8557	978874.2446539396	5724.15625	32765964.774414062	958194786846.8208	1050113.6585712952	798036.4475058091	1.19825	25.502548	0.0269493313963065	0.0144282525938298	-0.075327025	0.0869411157	-0.1173359455	0.1077996786	-0.0145204522	0.1705178648	-0.0212817267	-0.0568501988	-0.1131456112	-0.0945611138	0.1327119449	0.1282291063	-0.0070976498	-0.0496775131	0.0476049817	-0.043028008	0.0150714156	-0.0112957861	-0.0612138392	0.0708052082	-0.084510024	0.073655521	0.11145113	0.1085618513	0.046302205	-0.0537412856	-0.0849663722	0.0137311444	-0.0221213602	-0.0130708032	-0.1144043465	-0.0495797753	-0.0715256643	0.0606414185	0.0114862447	0.0795755026	0.133234068	0.1084504739	0.0109481942	-0.038372349	0.0250974618	0.1344386941	-0.0621392012	0.0139901268	0.0071843	-0.1063190024	-0.0679975257	-0.0525243481	-0.0999678204	-0.0312061813	-0.1860538091	-0.0741000037	0.021506844	-0.0029263214	-0.0787438421	-0.1194590753	0.0516553311	-0.0692255967	0.0607266905	0.0174150489	0.035442361	-0.0394801832	0.0152883053	-0.0268078033	0.0275877171	0.0742323221	0.0722693578	0.0718113845	0.0188270927	-0.0172438763	0.0029135166	0.0159316865	-0.0556256918	0.0121353834	0.0055541514	0.0240958081	-0.076278186	-0.0891454503	-0.0530940183	0.1153118061	0.1148374968	0.1140484259	0.0926085652308188	9.863557134789924e-05	0.0085763463541108	9.728975935126522e-09	0.1411608382053373	-0.0076723037320931	0.0199263822428334	5.886424455748971e-05	-0.032023006794148	0.0033285334815361	0.001025472964138	1.107913513770686e-05	0.0099841662386048	-0.0001521052522416	9.968357548009592e-05	2.313600775951099e-08	-0.0008819814406553	-1.8290590126999583e-06	3.3454568719389466e-12	7.778912616603985e-07	8.903442463210377e-06	-0.0001630628609721	7.927128769569767e-11	2.6589496628435644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948276.3120529924	-2362.0498607179616	899227964000.8242	5579279.544517742	1442717.8197115385	-27067.72379807685	732661671.6089761	2081434707313.2156	976822.6373279816	-2051.607325957972	4209092.619924419	954182464796.3936	1041830.953022933	788967.973017457	1.080306	22.992327	0.1155380823346634	0.0544633812535259	-0.0569670064	0.0760192828	-0.1197431384	0.0026378686	0.1527863533	-0.0130499272	-0.1183146631	-0.02458577	-0.0956457486	0.0950780982	0.1577011594	-0.0130707081	-0.0282272652	-0.112925852	-0.0560279696	-0.0318065118	-0.0875006488	-0.0291003865	-0.0434914943	-0.0193087827	-0.0105230758	-0.0772568703	0.048553856	-0.0260285721	-0.0425551314	0.0016481368	-0.0529067215	0.0284488615	0.0235076455	0.0177319284	0.0634790557	-0.0690442047	-0.0209681229	-0.0220889028	0.0197678767	0.1086820693	-0.0835104425	0.1304651288	-0.0735776819	-0.0372491339	0.0821894425	0.0612691554	0.0556297173	0.0058201119	0.0059516401	0.0598686738	-0.0779446672	0.0256886486	0.0145926921	0.0087302296	-0.0735895872	0.0086877082	0.0495945077	0.0190722918	0.0141007631	-0.1207193347	0.0602355489	-0.0473938176	0.0635690925	-0.0017840112	-0.0182428522	-0.0082096526	0.0785694726	0.0102193019	-0.0483852231	-0.0739027784	0.0040737705	-0.0372960133	0.0112402978	-0.0616080794	-0.021114376	0.0059700243	-0.018093601	-0.0139452931	-0.0332145733	0.0587804063	-0.0034901173	-0.0206083399	0.0173208125	0.1151599564	0.1142313295	0.112689161	0.1147483651929661	0.0221397999621473	0.0131671873144583	0.0004901707423638	0.130019695703794	-0.0111411425015433	0.0169051212709071	0.0001241250562396	-0.0316270458896497	0.0003959609044982	0.001000270031706	1.5678503789110906e-07	0.0103933430167617	0.0004091767781569	0.000108021579064	1.6742563578286153e-07	-0.0003478577558002	0.0005341236848551	2.852881107231902e-07	1.210050182703516e-07	0.0007028265587807	0.0006939231163174	4.939651717275208e-07	4.815292913597763e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952568.1457153496	4291.833662357181	907386072231.5796	18419836.185342256	1477950.1547115385	35232.33499999996	1241317429.5522225	2184336659811.8604	980958.3163788453	4135.679050863604	17103841.21175208	962279218472.8186	1051276.4124410928	801369.5879308884	1.13517	24.160011	0.096864284683589	0.0458602778258982	-0.0784012852	0.0766625416	0.001831879	0.1502887845	-0.0805041873	0.003920981	-0.1083406356	0.070939382	0.0225025446	-0.0934723552	0.1203248284	-0.0479064975	0.0729492087	-0.0727905485	-0.1297326566	-0.0658375372	-0.0395604756	0.0321611324	-0.0395240155	-0.0334095123	0.0068441889	-0.0475593817	0.0958332123	-0.0032934303	-0.0474596249	0.0436427422	0.0570906102	0.027742775	-0.0816096714	0.0560010095	-0.0386318775	-0.1254771167	0.0057549697	0.1420248137	-0.0504960907	-0.0759149871	0.0572318656	0.0788187394	-0.1203184402	-0.142712344	0.0534658933	-0.0081721128	0.0144129902	0.0662603362	0.0311084362	0.0819481247	-0.0506854713	0.0075649813	0.0342657689	0.0294854655	-0.0813945711	0.0223216116	0.007975795	-0.0338440932	-0.0288061938	-0.1266295612	0.0575592757	-0.0605289403	0.0606461112	-0.0019366174	0.0080221963	-0.0105625953	-0.0205260934	0.0143176869	0.0963118044	-0.0202949276	0.0983305504	-0.0393823722	0.0275825176	0.0056726611	0.0062685393	-0.0063021151	-0.0331609644	-0.0805822293	-0.0444500467	0.128226088	0.0322535789	-0.0074546984	0.0431428517	0.1149575937	0.1134247617	0.1108851636	0.1129984355162747	-0.0017499296766914	0.0127686464291256	3.062253873365297e-06	0.1613828111706823	0.0313631154668882	0.026044411741352	0.0009836450117893	-0.058711430513469	-0.0270843846238192	0.0034470320729378	0.0007335638904509	0.0101689318843727	-0.000224411132389	0.000103407175669	5.0360356340113987e-08	-0.0005403340134273	-0.0001924762576271	3.7047109750133774e-08	2.919608460664536e-07	0.0010192762670884	0.0003164497083076	1.0389241086496632e-06	1.0014041788802839e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952719.8852564212	151.73954107158352	907675179763.0084	23024.88832461478	1458896.2949519232	-19053.85975961527	363049571.739086	2128378399424.449	980789.0839685644	-169.23241028084885	28639.60868946556	961947227231.8956	1049053.506514791	799959.617636216	1.047598	22.296192	0.0879561154731844	0.0467088644515874	-0.0607502753	0.0882228907	-0.1004388187	0.0031523701	0.0830314317	0.0637731831	-0.0569464651	-0.0459969333	-0.083274955	0.0060817512	0.0945448314	-0.0809837504	0.0347051788	-0.0817326761	0.0756030743	-0.0921933869	-0.0354429148	0.1108503602	0.0277009494	-0.0835182668	0.0116288443	-0.0192768742	0.0454819786	-0.0584354338	0.0290932619	-0.0076830518	0.003571769	0.0738356995	0.0153360273	-0.1488912314	0.0845255781	-0.0656730953	-0.1043166109	-0.003762504	0.0108683762	0.0864171952	0.0210538083	0.0626031925	-0.0966934952	0.004274652	-0.0599505966	0.1043448174	0.0131889227	0.0208086455	0.075438259	0.1081544561	0.0007898837	-0.0236435426	0.0379718986	0.0196268766	0.0407800679	0.0487323351	0.0002060548	-0.0132120038	0.084864396	-0.1170134731	0.0549822943	-0.0525705044	0.0488366474	-0.0173817036	-0.0062933763	-0.0219088932	0.0652201359	0.0239990751	-0.0195098858	-0.0076099269	0.0140256725	0.0097580542	-0.0110419851	-0.0117143067	0.016709572	0.0273441701	0.0067889709	-0.0063597952	-0.0371025525	-0.0029140624	-0.086015974	-0.0091203406	-0.0009985524	0.1147048067	0.1124192083	0.108643553	0.1027163074583086	-0.010282128057966	0.0105506398178697	0.0001057221574004	0.1229631289160266	-0.0384196822546556	0.0151199310728193	0.0014760719845487	-0.0409632002542963	0.0177482302591727	0.0016779837750735	0.0003149996773326	0.0100752578911613	-9.367399321139926e-05	0.0001015108215734	8.774817004169274e-09	-0.0002247679440736	0.0003155660693537	9.958194412734425e-08	5.052062868307297e-08	0.0010401577025511	2.0881435462700125e-05	1.0819280461763828e-06	4.3603434698291035e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951981.8515439607	-738.0337124604266	906269445669.0676	544693.7607281196	1475839.643653846	16943.34870192292	287077065.2349532	2178102653780.3115	977268.2519731516	-3520.831995412824	12396257.939922646	955053236314.6592	1045007.4084918288	803772.637219599	1.017542	21.656502	0.0958858442237048	0.0567760175922725	-0.068231645	0.0745580333	0.0730073219	0.0583044797	-0.0396475765	-0.1001722691	-0.1099076017	0.0137150468	0.084268175	0.0529101678	0.1139503553	-0.0442081928	0.0730456052	-0.091344766	-0.0034631298	-0.0536587428	0.016433853	0.0270670793	-0.0270214864	0.0136614338	-0.0537695562	-0.0718060386	0.029113881	-0.0172854052	-0.0187569912	-0.0117743499	-0.0651775312	-0.0962454623	0.1246237708	0.0007968086	0.069877809	0.0161149831	0.1185410768	-0.0891228641	0.1722799249	-0.0826374068	-0.0783963701	0.0872894273	-0.0839055123	-0.0660679522	-0.0062008633	0.0972995128	0.0255157177	0.0426230747	0.0467394555	-0.0273616796	0.0184595434	-0.0165447423	0.011565302	-0.0262114507	-0.0517750963	0.142722238	-0.0275222261	-0.0366326532	-0.0052751074	-0.1151271383	0.0631860509	-0.0566696659	0.059996538	0.0086228171	0.0289294813	0.0237311474	-0.068099614	-0.0161959284	0.0368062477	-0.0247083614	-0.0325500729	-0.0014729259	-0.0505421629	0.0464492246	0.0282127618	0.0612125089	-0.0340054049	-0.0020268466	0.0135612465	0.0306702539	0.0288141538	-0.022942887	0.0413050551	0.1144017065	0.1112164334	0.105973176	0.0916884890352349	-0.0110278184230737	0.0084067790215643	0.0001216127791722	0.1600577680895298	0.0370946391735031	0.0256184891258017	0.0013760122554123	-0.0449688026310042	-0.0040056023767079	0.0020221932100662	1.6044850400288017e-05	0.0100221917947078	-5.306609645350062e-05	0.0001004443283699	2.816010592812231e-09	-0.0002328718297732	-8.103885699600006e-06	6.567296343218149e-11	5.422928910191823e-08	0.0002261719996958	-0.0008139857028553	5.115377344639696e-08	6.62572724452837e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952826.8579101842	845.0063662234461	907879021154.9944	714035.7589581527	1463046.3072115383	-12793.336442307802	163669457.32608086	2140504497045.3188	980440.1132285484	3171.861255396856	10060703.82348772	961262815627.6088	1050311.3204262317	801978.5380496306	1.094429	23.292898	0.0658392582601713	0.0332692156624336	-0.0511009743	0.085566455	-0.0766997378	0.0594200093	0.054783672	0.1309638401	-0.0269293743	-0.0196415916	-0.1227964298	-0.0833807521	0.119578543	0.0608291739	-0.0477419715	-0.0417782655	0.04300704	-0.1142485856	0.0425572871	0.0406737593	0.0723076792	0.0129554237	-0.0454471467	0.0246975587	0.0616505084	-0.0107957527	-0.0476678693	-0.0320801757	0.0562235929	-0.054513857	-0.098770685	0.088622075	-0.0037171567	-0.10154681	-0.0009253529	-0.0342142301	0.0725441776	0.1071206689	0.1020633051	0.0923156418	-0.0327206431	0.0127106534	0.0608474088	0.0977417153	-0.0736690119	0.068900151	0.095883872	-0.0218721573	0.0339317755	-0.0455784234	-0.004832037	-0.0006508437	-0.0212019957	0.0315878057	-0.0413677648	-0.032143952	0.0016796401	-0.1111009841	0.0686858336	-0.0456856442	0.0711922787	0.0099852598	0.0166294276	-0.0002420121	0.0211332756	-0.0158172612	-0.048034656	0.0351310412	0.0015935665	0.0889962959	-0.0051220511	-0.0065610007	-0.0290128921	0.0350733943	-0.0215912058	0.0119260005	-0.0183486611	-0.0159945304	0.0244256461	-0.0400155574	0.0133264675	0.1140484259	0.1098185471	0.1028845713	0.0917341703003415	4.568126510660908e-05	0.008415158000692	2.0867779817403e-09	0.1457112866346221	-0.0143464814549076	0.021231779052717	0.000205821530136	-0.0206753845171192	0.024293418113885	0.0004274715249307	0.000590170163656	0.0103391867472893	0.0003169949525815	0.0001068987825953	1.0048579996214793e-07	-0.000234993435566	-2.1216057928000133e-06	4.501211140042573e-12	5.52219147591118e-08	2.215009544660057e-06	-0.0002239569901511	4.906267282935154e-12	5.0156733437557786e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951061.73839831	-1765.1195118741598	904518430245.2156	3115646.891198872	1466812.6936057692	3766.3863942308817	14185666.470647505	2151539478123.012	974270.824406368	-6169.288822180475	38060124.57148095	949203639289.464	1043049.329814938	797471.4073969256	1.059457	22.548588	0.0649001761003788	0.0419167655784732	-0.0516268873	0.0908980462	0.0493464694	0.0374158574	0.0069846868	-0.0950816893	-0.0971652254	0.0118517856	0.0703404092	0.0498751656	0.1295865226	0.0009284175	-0.0896592468	-0.0905328449	-0.0494750278	-0.0494871694	0.0146263057	0.0235441691	-0.0960195411	-0.055353935	-0.0307364091	-0.0006236389	-0.1045798705	0.0075631785	0.0559751142	-0.0077734791	0.0879817161	-0.0511428395	0.0514836135	0.0037001441	-0.0997026985	-0.0449291912	0.0580426887	0.018238261	0.1301996854	-0.0570886795	-0.0777604968	0.1044872436	-0.0517672604	0.0132730103	0.1175054378	0.0667242713	0.029187827	0.089887758	0.0062244773	0.0064925075	-0.0603945749	-0.0024868244	0.0463218752	-0.0137619226	0.0594995404	-0.0351532085	-0.0694703536	-0.0313001168	0.003883268	-0.1043496768	0.0672498894	-0.0493665089	0.0679728885	0.0125233375	0.014932182	0.0441964298	-0.0232466244	0.0105871252	-0.0234599953	-0.0652742693	-0.117360953	0.0059477717	-0.0465733926	0.0765857837	-0.0018243272	0.0626027735	0.013377173	-0.0028013291	0.0616517544	0.0274756071	0.0628744018	-0.0159906556	0.0050913164	0.1136451198	0.1082280018	0.0993899282	0.0756294402853967	-0.0161047300149448	0.0057198122378823	0.0002593623288542	0.1487395910485105	0.0030283044138884	0.0221234659452781	9.170627623175996e-06	-0.0287363568973262	-0.008060972380207	0.0008257782077305	6.497927571446012e-05	0.0095851530054841	-0.0007540337418052	9.187515813854087e-05	5.685668837807511e-07	-0.0002349940140475	-5.78481499979638e-10	3.34640845818692e-19	5.5222186638156624e-08	2.125944004587564e-06	-8.906554007249295e-08	4.519637910641809e-12	7.932670428404849e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952232.6830874796	1170.944689169526	906747082739.9802	1371111.465094318	1462293.6286538462	-4519.064951922977	20421948.039698623	2138302656401.6328	979790.5993152997	5519.774908931693	30467915.04527188	959989618506.634	1049939.23422919	797022.2138225021	1.105018	23.518284	0.0666533294732112	0.0353834207199799	-0.0395561925	0.1046018505	-0.0709196341	0.0961076672	0.0325303694	0.1442762899	-0.0107026364	-0.0190840998	-0.0677940567	-0.1263363541	0.1057848727	0.081250627	-0.0113531788	-0.0613397885	0.0375600585	-0.0079605625	-0.0323296681	-0.0995439564	-0.0885604023	0.0152356546	-0.014704289	0.007013296	-0.0300324178	0.0048653761	0.0525249165	-0.0926807084	-0.104621166	0.0281275554	0.1520117594	-0.0298222458	-0.0055738971	-0.0224923772	0.1499127782	-0.0441509584	-0.01844275	0.0448542007	0.1299954967	0.0721211925	-0.0194267751	-0.0547320481	0.0956989516	0.0683461113	0.0450148477	-0.0784292022	0.0440697376	-0.1383331984	-0.065456596	0.0014535426	0.0274830059	-0.0292199244	-0.0345714361	-0.0172820978	0.0444168966	0.0390626991	-0.0036902191	-0.1017014043	0.0672535161	-0.0398594983	0.0632120874	0.0075077637	0.0264226486	-0.0118334924	-0.0302829131	-0.0135250913	0.0092544282	0.0777921739	0.0104325354	0.0782029462	0.0317508907	0.0475223315	-0.0338232088	-8.637e-06	-0.0037703239	-0.0685373395	0.0518133597	-0.038092561	-0.0384000046	-0.0020184953	-0.0085321346	0.1131919653	0.1064475877	0.0955030384	0.095589860596263	0.0199604203108662	0.0091374214488129	0.0003984183789864	0.1482009816741794	-0.0005386093743311	0.0219635309691904	2.9010005811735746e-07	-0.0384863160297044	-0.0097499591323781	0.0014811965215382	9.506170308304502e-05	0.0093251888457373	-0.0002599641597468	8.695914700866335e-05	6.758136435286004e-08	-0.0002308312367158	4.162777331699976e-06	1.7328715113315176e-11	5.3283059843745695e-08	0.0004660858200388	0.0004639598760342	2.1723599164124065e-07	2.1525876656968178e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
