global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70
1032402.3154898018	n/a	1065854541028.7042	n/a	1382099.5335714286	n/a	1910199120698.3608	n/a	1026349.0041167664	n/a	n/a	1053392278251.478	1058250.5704195206	971343.7279411764	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1385653651366141	n/a	0.0192003604154431	n/a	-0.016160706562573	n/a	0.0002611684366015	n/a	-0.0621566657880521	n/a	n/a	0.0038634511018876	-0.0123673064246091	n/a	n/a	0.0001529502682001	0.0021417741079527	n/a	n/a	4.5871963294965845e-06	0.0059560124995627	n/a	n/a	3.5474084894947124e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019739.02398455	-12663.291505251778	1039867677036.9626	160358951.74698186	1361851.5932142858	-20247.940357142827	1854639761940.2888	409979088.7064132	1024509.5130988024	-1839.49101796397	3383727.205170123	1049619742429.9452	1054895.5020815495	937868.9287370488	1.878973	73.379715	1.4920959228091903	1.0804596983362775	-0.143451838	0.0253623348	-0.0629311868	0.0393898515	-0.0148698215	0.0557884095	-0.0300223918	0.0303287917	-0.1853949158	0.0714855108	-0.0646828537	0.1024454469	-0.0122709331	0.0089452737	-0.0847794785	0.099425474	-0.0361635208	0.0518258051	-0.0795090759	0.1156569841	-0.0199547054	0.0153032586	-0.1200068718	0.0957651976	-0.0603211073	0.0146084856	-0.0975091729	0.0558938792	-0.0923091257	0.0068515719	-0.0032264426	0.1117770667	-0.0348385089	0.0647028045	-0.0684238118	0.1070465887	-0.1237257628	0.0782313909	-0.1210016824	0.0540953594	-0.055873145	0.0951317686	-0.0306665903	0.0273718529	-0.0248501786	0.0777672501	0.0659451618	-0.0794569182	0.0544710693	-0.076167221	0.0540713271	-0.0785088727	0.0107246045	-0.0102459445	0.021955356	-0.0792233649	0.0995156003	-0.0237088343	0.0288146762	-0.0351559883	0.0097164226	-0.0144441581	0.1184838816	-0.02287075	0.1686537826	-0.0716160246	0.0161546613	0.022551632	-0.040162154	-0.0286864491	0.1158504512	0.1158311377	0.115798951	0.0	0.0792237600375358	-0.0593416050990783	0.006276404154485	0.0035214260957349	-0.1475779665084928	-0.1314172599459198	0.0217792561987818	0.0172704962116934	-0.3189698591588694	-0.2568131933708172	0.0659530162893167	0.1017417710518289	0.0078433473707973	0.0202106537954064	0.0004084705268377	6.151809797899291e-05	0.0024902254102301	0.0003484513022773	1.2141831005881585e-07	6.2012225937556696e-06	0.0062873846897464	0.0003313721901836	1.0980752842714188e-07	3.953120623685743e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1017276.0084627836	-2463.015521766385	1034850477393.9736	6066445.460462138	1342909.8185714283	-18941.77464285749	1803406780815.5464	358790826.620799	1020614.5146706589	-3894.998428143561	15171012.75524081	1041653987556.4246	1051157.4389055364	968004.6890875668	0.909054	35.501369	0.4529679759564642	0.2838831818435268	-0.1602475942	0.0220829851	-0.0496343335	0.0083807883	0.0729476699	0.0015875467	-0.1054371627	0.0776080782	-0.1229754054	0.036303263	-0.0185967523	0.099156921	0.00042791	0.0684563198	-0.1165580801	0.1735435818	-0.0718191986	-0.0138009117	-0.121040261	0.1225151722	-0.043457874	0.0309481903	-0.1133622339	0.1223922741	-0.1206313283	0.0109197001	-0.1128852704	0.0159602567	-0.0145042527	-0.0093712766	-0.0412767647	0.1576588246	-0.0705608539	0.1457404166	-0.0093914804	0.0887447016	-0.0828783698	0.1312400841	-0.128995732	0.1025039174	-0.0319733274	0.0897368906	-0.0002548744	0.060083704	-0.0679572098	0.106452315	0.104774687	-0.07641047	0.0556883829	-0.0855319344	0.0651088903	-0.0776815714	-0.0983807396	-0.0090067192	-0.0778076047	-0.1490604836	0.0726891891	0.0029238804	0.0324881656	-0.0487450355	-0.0023626166	0.0025898843	0.1455731355	0.0028411541	0.1596941325	-0.0575715382	-0.0088452115	0.1134099121	-0.0603088308	0.009342851	0.115798951	0.1156251942	0.1153357926	0.0	0.08583973875281	0.0066159787152741	0.0073684607491506	4.37711743609612e-05	-0.1376500263453977	0.0099279401630951	0.0189475297528886	9.856399588199708e-05	-0.4223732499630444	-0.1034033908041749	0.0106922612298009	0.1783991622843443	0.0125598035181782	0.0047164561473809	2.224495859016708e-05	0.0001577486644152	0.0019997215345766	-0.0004905038756535	2.405940520311042e-07	3.998886215849392e-06	0.0077408379921904	0.001453453302444	2.1125265023853694e-06	5.99205728213383e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1014350.349078076	-2925.6593847076874	1028906630674.8146	8559482.835328164	1342314.2275	-595.5910714282654	1801807485348.9216	354728.7243650692	1023415.4583832336	2800.943712574779	7845285.681012186	1047379200457.7642	1053310.3093821348	938557.0550050134	0.796108	31.090494	0.1497138856120076	0.0961709815832373	-0.1580282767	0.0455118946	-0.0382223541	0.0198032107	-0.017638567	0.002282966	-0.1028431366	0.0977540221	-0.1176885451	0.023557408	-0.0107740796	0.0839466553	0.0101599933	0.058768772	-0.1478625295	0.1615768363	0.0134332195	-0.0936067933	-0.0588903546	0.0239922719	-0.0546291668	-0.0524661646	-0.0621582244	0.0787834116	-0.1019285351	-0.0721996918	-0.1614212891	0.1370843171	0.0608930124	-0.0132262765	-0.0241993492	0.1865160637	-0.0461502638	0.0935360333	0.0538842617	0.0120352652	0.0562365678	0.0720223762	-0.1005567294	-0.0221697946	-0.076789981	0.0616331202	-0.0539154036	0.1275852664	-0.1305510178	0.0516124091	0.107077304	-0.0743120343	0.0475104088	-0.0908929725	0.0652680931	-0.0880834803	-0.057272619	0.0578822436	-0.0249522732	-0.1008691881	0.1370361105	-0.0294059105	0.0436369361	-0.0585076548	0.0179906498	-0.0221628879	0.1512583929	0.0083319963	0.1631749558	-0.0406064964	-0.0090071898	0.0832540479	-0.0889934461	0.0337745477	0.1156959735	0.1152136733	0.1144113283	0.0	0.0879825869591428	0.0021428482063328	0.0077409356080231	4.591798435383702e-06	-0.1603297243918575	-0.0226796980464598	0.0257056205235689	0.0005143687034785	-0.4212102373052744	0.0011630126577699	1.3525984421331657e-06	0.1774180640107655	0.0142865014593372	0.001726697941159	2.981485780002732e-06	0.0002041041239476	0.002077225347721	7.750381314439994e-05	6.00684105192206e-09	4.314865145214629e-06	0.0084112027719159	0.0006703647797255	4.493889378964193e-07	7.074833207028573e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1021822.3971535217	7472.048075445695	1044121011324.5692	55831502.44177172	1357054.9964285714	14740.768928571371	1841598263331.75	217290268.6055352	1024604.8408682636	1189.382485029986	1414630.6956961052	1049815079930.6798	1056666.3246789384	962072.628647226	0.953697	37.244839	0.1081721129921187	0.0618802044971961	-0.1153381239	0.0201515918	-0.0032725632	-0.0581180242	0.0714780009	0.0319984666	-0.0520675619	-0.0228143464	-0.1703518976	0.0674948036	0.0080400275	0.1491765015	0.0501376925	0.0205982685	-0.1238994863	0.0890787862	-0.0324853546	-0.0149973519	-0.0196758471	0.0490420342	-0.0219986793	-0.0584149038	-0.1502620234	-0.0012181418	-0.1129915477	0.0034085135	-0.178088022	0.0824767694	-0.0732213744	-0.0489211936	0.0100654324	0.1380458214	-0.0280526675	0.0486189592	-0.0470924669	0.0273522217	-0.0452077251	0.0111394037	-0.1299704925	-0.0413068839	-0.1168140112	0.1071257062	-0.0812809847	0.0494943556	-0.0485128711	0.0704859349	0.1073340641	-0.071962549	0.028723644	-0.0679452598	0.052269795	-0.0736722104	-0.1635820712	-0.0051234245	-0.0991798969	-0.1282608919	0.062778402	0.0528877076	0.0593748339	-0.0415217257	-0.0186392068	0.0245240952	0.1547551774	-0.0065034395	0.1264015123	-0.0809171317	-0.0091017107	0.1317061227	-0.0422462569	-0.0185976427	0.1155415645	0.1145973067	0.1130292557	0.0	0.0837756173328614	-0.0042069696262813	0.007018354059502	1.76985934364542e-05	-0.1494962784057207	0.0108334459861368	0.0223491372571607	0.0001173635519345	-0.4571970211905949	-0.0359867838853205	0.0012950486144087	0.2090291161855532	0.0151094139789893	0.000822912519652	6.771850150001669e-07	0.0002282943907884	0.0021830861990921	0.0001058608513711	1.1206519853014141e-08	4.765865352666391e-06	0.0081970778730515	-0.0002141248988644	4.5849472313689904e-08	6.71920856568705e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025479.6793040516	3657.282150529907	1051608572665.5404	13375712.728584662	1383486.6185714286	26431.622142857173	1914035223766.2056	698630649.1027776	1031681.5905688624	7076.749700598768	50080386.32492475	1064366904318.6978	1061934.9032819634	929939.9343039772	1.762677	68.83802	2.439533256006648	1.4073101866402262	0.0453856937	0.059908089	0.1625651112	0.1520769747	-0.0698842632	0.1328314081	0.1612795827	-0.1020735839	-0.1256659871	-0.1822186613	0.0672646177	-0.0148339675	0.1042240082	-0.1501586653	0.0108124065	-0.1314023151	-0.1971628586	-0.0698924862	-0.1063783897	0.0768866225	-0.1041343822	-0.0025943704	-0.0491772563	-0.0266483854	0.1080150422	-0.0242723596	-0.0065077364	0.1150032242	-0.0568000976	-0.1201514209	0.1487386328	-0.1485785574	0.1826444596	0.0622725753	-0.0811680132	0.0559600905	0.0247755969	0.1399367045	-0.1335264777	-0.0884642665	-0.02045439	-0.0782668248	-0.1525215351	-0.0404928445	0.0752293621	-0.0701743953	0.0638223066	0.1467408241	-0.1880522492	-0.083128553	-0.0425848286	0.0554976135	0.0349184312	-0.0116651355	-0.0472092846	-0.0209744338	-0.0369707727	0.0060890246	0.0392817969	-0.06380143	-0.139099529	-0.088847379	-0.048416603	0.1037410239	-0.0057955821	-0.0687680328	-0.0313976001	-0.0280232376	-0.031145612	0.0595922212	0.1153357926	0.1137771902	0.1111951025	0.0	0.2310500203418968	0.1472744030090354	0.0533841118999909	0.0216897497816677	0.5016897212645262	0.6511859996702468	0.2516925764224779	0.4240432061665387	0.6959230035766808	1.1531200247672757	1.3296857915192826	0.4843088269071888	0.0082451212977793	-0.0068642926812099	4.711851401331316e-05	6.798202521509382e-05	0.000460139692459	-0.0017229465066331	2.968544664719203e-06	2.117285365762631e-07	0.0093688952564102	0.0011718173833587	1.3731559799416329e-06	8.777619832558556e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019482.5697338512	-5997.109570200322	1039344709991.1368	35965323.19698829	1342933.458571429	-40553.15999999968	1803470274150.62	1644558785.9855742	1022508.6571856288	-9172.933383233612	84142706.85324165	1045523954019.5576	1052018.5664240867	974253.9590825536	1.250404	48.832146	0.3737323482978831	0.2178881835927776	0.0224941814	-0.0146266151	0.1562700491	0.1667059752	-0.0047264263	0.0181083397	-0.05160899	0.1819378676	0.0951059481	0.0229225083	0.1349081924	-0.1042795178	-0.0410218581	-0.0109752395	-0.0367318486	0.0293818996	-0.203075547	0.0818346862	-0.1175182416	-0.1477723305	-0.0780249283	-0.0538460733	0.0285616086	-0.1015951275	0.0580122876	0.1155868668	0.124133419	-0.0888526607	0.0088082032	0.0329758894	0.0330690775	-0.0133162312	0.074634085	0.1868706222	-0.1292429116	0.0939428294	0.2000130046	0.0249512804	0.1113030886	-0.0004250206	-0.025104409	0.0123083856	0.0950019684	-0.0785647636	0.147361655	-0.0225167689	0.045258624	0.1077178091	-0.1825802579	-0.067063207	-0.0003608358	-0.0265762537	0.0125872566	0.0087963104	-0.0150639658	0.0761100101	-0.0514994961	0.0600150126	0.090717572	-0.006205614	-0.0538903133	-0.0733018358	-0.013627746	0.1092694986	0.0066697373	-0.0123724767	-0.0476975159	0.0739933637	0.010805528	0.0811819494	0.1150787493	0.1127547821	0.1089162049	0.0	0.2304421387631379	-0.0006078815787589	0.0531035793177293	3.695200137944206e-07	0.3444126408300008	-0.1572770804345253	0.1186200671634951	0.0247360800300081	0.564962206076487	-0.1309607975001938	0.0171507304818867	0.3191822942948109	0.0067119832550679	-0.0015331380427114	2.350512258008944e-06	4.505071921631188e-05	0.0004789680718815	1.882837942250001e-05	3.5450787167762193e-10	2.294104138818818e-07	0.009223129902856	-0.0001457653535542	2.1247538296781112e-08	8.506612520495653e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1017436.8408028106	-2045.7289310406195	1035177725022.8038	4185006.859296596	1339751.86125	-3181.597321428824	1794935049722.8394	10122561.515723068	1025349.48248503	2840.825299401185	8070288.381717836	1051341561232.3188	1052345.2559075342	944735.7788498496	0.950035	37.101837	0.5960366433587053	0.347640656350542	-0.0163705953	-0.0369783116	0.0646670847	0.0760445715	-0.0921465121	-0.0426231642	-0.0736219096	0.0361864089	-0.0228720766	-0.0409488992	0.0142785531	0.0343047324	0.0304683848	0.0232233717	-0.0551039041	-0.0353860963	-0.1630155119	-0.013651109	-0.0160369578	-0.0612125321	0.0887868876	-0.0192439115	-0.0379399206	-0.1046135146	0.0750671507	0.0758439441	0.1690924869	0.0378816052	-0.0551995455	-0.0399480475	-0.0180616242	-0.021065334	0.120276654	0.1312260319	-0.0326304012	0.003133585	-0.0062781567	-0.0975957277	-0.0326819621	-0.025653785	-0.0655851228	0.0084113881	0.0183062467	-0.1081860383	0.1254775188	-0.1411169954	0.0026472066	0.0311155502	-0.1247451845	-0.0763367474	0.0114324449	-0.0785702676	0.0917795415	-0.0140882676	0.0086729004	0.0255364025	-0.0336857887	0.0090040793	0.0082511201	-0.0046347418	0.0138965722	-0.0708493043	-0.0642695993	0.075008965	-0.0820415823	-0.0973320637	-0.0469317963	0.0005720963	-0.0402169186	0.0034523192	0.1147705489	0.1115319001	0.1062016776	0.0	0.2190991323319764	-0.0113430064311615	0.0480044297886249	0.0001286637948973	0.1552211684071522	-0.1891914724228486	0.0240936111216815	0.0357934132375254	0.2800067751311417	-0.2849554309453452	0.0811995976252474	0.0784037941193417	0.0054060717120728	-0.0013059115429951	1.705404958127843e-06	2.9225611356073732e-05	-0.0001949496441979	-0.0006739177160794	4.541650880456748e-07	3.8005363772887814e-08	0.0094542353149685	0.0002311054121124	5.3409711507688093e-08	8.938256539079751e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1016080.4489535324	-1356.3918492782395	1032419478745.612	1839798.8487884423	1341334.749107143	1582.887857142836	1799178909162.322	2505533.968290238	1021625.1001497008	-3724.382335329196	13871023.779712152	1043717845255.886	1050410.5403253424	959261.7051763036	0.751092	29.33247	0.1435040470792267	0.0761591920798263	-0.0041914253	-0.0491880328	0.0717336513	0.1418217504	-0.0288380711	-0.0429084206	-0.0593756364	0.0398842201	0.0619740392	-0.0016173814	0.0475102987	-0.0643538162	-0.0323189602	0.0591589585	-0.0649191522	0.08813004	-0.1435635505	-0.065556112	-0.073531405	-0.0768640329	-0.0209180463	0.0197624265	0.0630806031	-0.043476675	0.08971198	0.0675841187	0.0667435611	-0.0475639916	0.0441147052	0.0182751906	-0.0440546878	0.0358625348	0.0282658265	0.1900824067	0.0047065778	0.0272165539	0.1086949024	0.0261434117	0.0125854187	0.0073570508	0.019981427	-0.039760202	0.0107329342	-0.0660371767	0.0627965739	-0.0271312785	0.0061768968	0.0394886532	-0.1254506968	-0.0681986712	0.0166638797	-0.0907526535	0.0396643584	-0.0140654686	0.0024117875	0.0523587703	-0.0479757626	0.0581884238	0.0388994644	0.0205966297	0.0086332807	-0.0627978869	-0.0381756365	0.0808665283	-0.087563035	-0.0560943936	-0.0646124463	0.0546729957	-0.0275164608	0.0397357725	0.1144113283	0.1101107184	0.103062378	0.0	0.2312950126412403	0.0121958803092639	0.0534973828727115	0.0001487394965178	0.1007589276618858	-0.0544622407452664	0.0101523615035731	0.0029661356669953	0.2339569292612253	-0.0460498458699163	0.002120588304643	0.0547358447493419	0.0054293325183942	2.3260806321400047e-05	5.410651107216844e-10	2.947765159529271e-05	-0.0004439120799102	-0.0002489624357123	6.198229439580113e-08	1.970579346901998e-07	0.0097979336760304	0.0003436983610619	1.1812856339663673e-07	9.59995043198906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1014576.1214620108	-1504.3274915216025	1029364706240.8969	2263001.201747677	1338667.76	-2666.989107142901	1792031371663.4175	7112830.897618889	1022350.7345808384	725.634431137587	526545.3276523694	1045201024497.9796	1052397.9396689497	938992.7352356284	0.828028	32.337055	0.1029186376472402	0.066047683938086	-0.0448190299	-0.0315436351	0.0257430066	0.0338181498	-0.1065988725	-0.0693917003	-0.0649388512	-0.004578676	0.0331794147	-0.0628702398	0.0117212184	-0.0830016204	-0.0189717824	0.0567451815	-0.0656850137	0.0647655671	-0.1141719503	-0.0261453057	-0.0408191373	-0.1204200144	-0.0268634657	0.023741329	0.0640657295	-0.1360292118	0.0507881689	0.0915966717	0.0277444047	0.0509277961	0.0134461293	0.0005865848	-0.042801247	0.0513377252	0.0408375237	0.1353139324	-0.0027884937	0.0397252206	0.1380776058	-0.019335191	0.0430262729	-0.0051476527	-0.0312809105	-0.0639205204	-0.0992840814	-0.0011356513	0.0589280573	-0.0258419079	0.0088720051	0.0076748311	-0.1035598894	-0.0902964272	0.0262466407	-0.0824211099	0.0810171219	-0.0226047391	0.0081794582	0.0363004733	-0.0263243294	0.0105524409	0.0053924454	-0.002497845	0.0262051882	-0.0636485765	-0.049048179	0.0752787677	-0.0807144377	-0.1043503789	-0.0950656661	0.0255672015	-0.043434981	0.0113949827	0.1140012473	0.1084937639	0.0995108621	0.0	0.2241668345404406	-0.0071281781007997	0.0502507697078812	5.081092303672063e-05	0.1046869206233083	0.0039279929614225	0.0109593513495908	1.542912870498472e-05	0.1902289425601822	-0.0437279867010431	0.0019121368209266	0.036187050587565	0.0063083145244157	0.0008789820060214	7.726093669095797e-07	3.979483213895408e-05	-0.0004293904947105	1.4521585199700036e-05	2.108764367121472e-10	1.843761969477279e-07	0.0098671196824887	6.918600645829977e-05	4.786703489647897e-09	9.73600508285559e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
