global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
952214.3025782282	n/a	906712078034.5416	n/a	1629666.4753766742	n/a	2655812820966.6323	n/a	942689.3368146216	n/a	n/a	888663185743.9911	1072975.7125852692	1008447.160172194	n/a	n/a	n/a	n/a	-0.0441018934	-0.0617915486	-0.1340833233	0.0424036523	-0.0733507424	-0.5473797497	0.1509853029	-0.411134526	0.3292235404	-0.1260395831	0.0045423837	-0.0394112972	0.0500073527	-0.0846729966	-0.0113896312	0.1507898923	-0.1559960851	0.04329727	-0.0445295571	0.1446438703	-0.0690499398	0.0193474123	-0.0117214445	0.109946001	-0.1350543062	0.058491878	-0.0474681091	0.0606568427	-0.0890122748	0.0950077858	-0.0094826156	-0.0513859756	0.2184213422	-0.0532168466	0.0714255729	-0.071364713	0.0017513855	-0.0390439055	0.0544019944	-0.0812358213	0.0692481826	-0.1003595531	0.0048776232	-0.3466477722	0.0115033449	-0.0495690729	0.4547864688	-0.0444774941	-0.1584763821	0.0828616229	-0.1098749275	0.0554609209	-0.2869123564	0.2936543001	-0.0787381192	0.0466956494	-0.0677281582	0.001298426	-0.0751925304	0.0419400088	-0.0764603805	0.0692005388	0.060054132	-0.1673083256	0.1229888401	-0.1102288857	0.1705832065	-0.0982297924	0.0451074116	0.1101208917	-0.014647834	0.0604572478	-0.0303108044	0.0111776737	-0.008202546	0.0082025957	-0.0271257985	0.0586988947	-0.1055869101	0.0537138972	-0.1087380259	0.0034134005	0.1629188802	-0.0157634606	-0.0199808882	0.2105528744	0.1154637225	0.1154447293	0.1154130763	0.0629193263720822	n/a	0.0039588416311165	n/a	-0.1119169338965662	n/a	n/a	0.0125254000928083	0.2508790264700735	n/a	n/a	0.0629402859225718	-0.0002749559281621	n/a	7.560076243148189e-08	n/a	0.0016991859673993	n/a	2.887232951806695e-06	n/a	0.0023012370591978	n/a	5.295692002625339e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0
942665.2608819528	-9549.041696275352	888617794073.6401	91184197.31720524	1565310.444405692	-64356.03097098228	2450196787365.545	4141698722.33803	936356.5095055484	-6332.827309073182	40104701.72654308	876763512893.4142	1053831.8304641407	998269.710809949	1.200676	25.978464	0.2013571068335373	0.120101287613788	-0.0423656499	0.0121258134	-0.0266127851	0.0667278656	-0.060612427	-0.0740727367	0.0637287847	-0.1506677522	0.1030203983	0.0331181595	0.030144941	-0.1225784537	-0.0322563483	-0.0456656359	0.0729568763	-0.0199723882	-0.112345507	0.1029890307	-0.1613875242	0.1464607944	-0.0154125961	0.0111075693	-0.1171372084	-0.0035582387	-0.2134117443	0.0508294166	-0.0390651403	-0.0296539426	0.0855883416	0.0359821322	0.0264306908	0.0450922381	0.0733932047	-0.1388187301	-0.0624561914	0.0630318743	-0.0369273607	0.0737226222	0.0058248205	-0.080210665	0.1690235148	0.0467874126	0.0417090566	-0.0330342743	-0.0641521475	0.0855703213	0.2250090939	-0.1300659748	-0.0204063356	0.123629966	-0.1051443592	0.0096722524	-0.1647374069	-0.0593079837	0.0069176108	0.0901784234	-0.2019687558	-0.0625641455	-0.0226922417	-0.0357985741	0.0309668004	-0.0146701344	0.0202905476	-0.1893317932	0.1803643781	-0.1712792699	0.0857648565	-0.0341844368	0.0650079582	0.1120559147	-0.0108079155	0.0220505504	0.0319944423	-0.0520402543	-0.1040600957	0.0766777277	-0.0730794443	0.1281307704	-0.0069280168	0.0079312966	-0.1710570472	-0.1358270223	0.002339013	0.0005860887	-0.0133020264	0.1276460008	0.1154130763	0.1152422001	0.1149575937	0.0530960570551286	-0.0098232693169535	0.0028191912748014	9.6496620073402e-05	-0.0073927394279991	0.1045241944685671	0.0109253072293028	5.4652596250292464e-05	0.2675700890920751	0.0166910626220015	0.0002785915714515	0.071593752576741	-0.00130412052597	-0.0010291645978079	1.7007303462562692e-06	1.0591797693810964e-06	0.0015871786406509	-0.0001120073267483	2.5191360373384387e-06	1.2545641245322829e-08	0.0020360373752338	-0.000265199683964	4.145448193348941e-06	7.033087237460562e-08	0.0	0.0	0.0	0.0	0.0	0.0
941807.8888080646	-857.3720738881966	887002099421.1039	735086.8730833472	1556411.6088169643	-8898.835588727612	2422417096060.211	79189274.83520511	938669.3947454308	2312.8852398823947	5349438.132865842	881100232631.7534	1053716.3322271386	1004414.4857083068	1.079373	23.353893	0.1989729869841913	0.1341852758801119	-0.0219137074	0.0558867529	0.1003401222	0.065143672	0.0640333948	0.0123306804	-0.010249304	-0.0098398566	0.0414013042	0.1337439162	0.017023594	-0.0461690098	0.038665309	-0.0015140309	0.0388682962	0.0798408838	0.0198124641	-0.013008094	-0.1920892229	0.1095521469	-0.0080611556	0.0701887481	-0.0400763704	0.0723356249	-0.1678757734	0.1478196784	0.048828939	0.0381870408	-0.0765086567	0.0154475443	0.1334142923	0.0826963533	-0.1500836871	0.0354952783	0.0856507747	0.1314102731	0.0318340101	0.0792703594	0.1124251419	-0.1192880494	-0.1148116841	0.0299066906	0.0153735116	0.0014378409	-0.0876357383	-0.0578477619	0.0211160332	-0.2062106084	0.0320870004	0.0075919863	-0.0736256155	-0.048083164	-0.1237243248	-0.1494694489	-0.0579919501	-0.007665245	-0.1574801668	-0.0604816941	0.1099055848	0.0087339451	0.0178525834	0.1143143386	0.1225315714	-0.2121184132	0.0500139032	-0.1355598983	0.0299787288	-0.0980498606	0.0995227028	0.0996354969	-0.0575629636	0.0416502443	-0.0095475487	0.027764216	-0.05613208	0.0924116249	-0.1003715643	-0.0019312098	0.0632329643	-0.0422405449	-0.0310759256	0.038338378	-0.0874086447	-0.048337977	0.1103769641	0.0755129059	0.1153118061	0.1148374968	0.1140484259	0.0475873548712684	-0.0055087021838601	0.002264556343644	3.0345799750466083e-05	-0.0992689425162183	-0.0918762030882192	0.0084412366939077	0.0098543229482882	0.2662815911063632	-0.0012884979857119	1.6602270591836251e-06	0.0709058857621364	0.0005959621720584	0.0019000826980283	3.55170910524566e-07	3.610314259346883e-06	0.0015910785316159	3.899890965000045e-06	2.531530893769009e-06	1.520914953888898e-11	0.0019340282896992	-0.0001020090855345	3.740465425356813e-06	1.0405853531605324e-08	0.0	0.0	0.0	0.0	0.0	0.0
941026.9210028852	-780.9678051794181	885531666052.1704	609910.7127267575	1548991.7426757812	-7419.866141183069	2399375418877.754	55054413.553074926	936893.8516644908	-1775.5430809400275	3152553.2322740057	877770089286.7249	1053233.6737647492	1001904.9105389032	0.961345	20.800179	0.1189955311756019	0.0712585054353805	0.012568008	0.0725962971	0.0722904718	0.0068664262	-0.0388285033	0.0642064174	0.0483756321	-0.0325541177	-0.0501436978	0.0839824985	0.0183491024	0.0479192098	0.0405055474	0.0509975056	0.0791082627	0.051291243	0.0065419331	-0.0096079843	-0.1617883658	0.085296469	0.0085299056	-0.041343904	-0.074568106	-0.1255614698	-0.1486174203	0.1368127236	0.052741627	0.0795948333	0.0049806775	0.0015330378	-0.0371467468	-0.0293332351	0.0192435309	-0.0944511221	0.0060455801	0.0276499096	-0.038204689	0.1148042638	0.0381168588	0.0582524499	0.087139246	0.0809784689	-0.039132811	-0.025591315	0.0113816531	-0.0432851291	0.0567873717	-0.1246951028	0.0794559866	0.0597594195	0.0130601735	-0.0027516754	-0.0263638367	-0.1785750054	-0.0727179783	0.0908013811	-0.1757125514	-0.0146335927	0.0059173804	0.0375107427	0.0208907123	-0.0437845275	0.0506739799	-0.1636117343	0.1149123096	-0.0669794479	0.1040999224	-0.0067707477	0.1247837882	0.0524011666	0.0109385381	0.0562860633	0.0315297165	-0.0061630155	-0.042359315	-0.0551130343	-0.1718008961	0.0176458962	0.0105735973	-0.0024705713	-0.0139146405	-0.0759608098	-0.0246515608	-0.0429381796	0.1459381588	0.014297823	0.1151599564	0.1142313295	0.112689161	0.0474857202926131	-0.0001016345786553	0.0022548936317082	1.0329587578440468e-08	-0.0995753714319391	-0.0003064289157208	9.389868038982652e-08	0.0099152545958086	0.2032547459847506	-0.0630268451216125	0.0039723832059837	0.0413124917653254	-1.614437811126425e-05	-0.0006121065501696	2.606409445994682e-10	3.746744287606077e-07	0.0015229868951003	-6.809163651560015e-05	2.319489082647252e-06	4.636470963372612e-09	0.0015030140251922	-0.0004310142645069	2.2590511599244595e-06	1.8577329620851e-07	0.0	0.0	0.0	0.0	0.0	0.0
940767.392941467	-259.528061418212	885043287621.8845	67354.81466349523	1548031.6641322544	-960.078543526819	2396402033156.077	921750.809740578	937629.6396050914	735.7879406006541	541383.8935333517	879149341065.9736	1053314.4662380165	1010808.473524693	1.176597	25.457481	0.0552535561859632	0.0297354715613802	0.1152040639	0.0428912739	0.0114619991	-0.1595561437	0.08568456	0.0689338012	0.0486608301	-0.0164222233	-0.0717643757	0.1577151461	0.0343590681	-0.01941434	0.0168703492	0.1555543524	-0.0028902134	-0.0132523556	0.0671767412	0.0192487117	-0.1241998839	0.0415939379	-0.0203640065	-0.176070394	-0.0818558054	0.0905558973	-0.07312966	0.1438874833	0.0041081478	0.0810236595	0.029615321	-0.0277741957	0.1460566183	0.0755068034	-0.0950148885	0.0510196699	0.0496638514	-0.0119508427	-0.0806388203	-0.0730149127	0.0630492346	-0.0742517674	-0.0702755076	0.0341903541	-0.1204539206	0.0959631562	-0.0751634412	-0.0087024342	0.054258027	-0.0941031604	0.0160843348	-0.0830200568	0.1592906327	-0.081514673	-0.0542708424	-0.159635135	-0.0349152215	0.0557904818	-0.1491200655	-0.0894949177	0.1217044925	0.0223564999	0.0496058097	0.0138918007	0.1330992977	-0.1967474616	0.0047651686	-0.0624841469	-0.0410171303	0.1022119495	0.00067241	0.0951081729	-0.0851096745	-0.0805560939	0.0673146016	-0.0494507821	0.1023370519	0.0111245682	-0.1301063702	0.0437335285	0.0007952514	-0.0721561994	0.0759646173	0.0365262602	-0.0678927099	-0.0183251461	0.040837169	-0.0849530966	0.1149575937	0.1134247617	0.1108851636	0.0433210168405082	-0.0041647034521049	0.0018767105000955	1.734475484397448e-05	-0.090029643862465	0.0095457275694741	9.112091483061811e-05	0.0081053367740022	0.2176965380948416	0.014441792110091	0.000208565359351	0.0473917826984788	0.0004768926380808	0.000493037016192	2.274265882556649e-07	2.430854993355738e-07	0.0014748616197115	-4.812527538879986e-05	2.1752167972980296e-06	2.316042131247826e-09	0.0015021496556872	-8.64369505000108e-07	2.2564535880811734e-06	7.471346411741316e-13	0.0	0.0	0.0	0.0	0.0	0.0
940650.893252129	-116.4996893380303	884824102976.0281	13572.177615857569	1562350.3742327008	14318.710100446362	2440938691865.06	205025458.94062465	938107.2025538512	477.5629487597616	228066.37002811872	880045123483.4124	1057829.565253964	1007505.5093989158	1.16687	25.247017	0.1346108018489783	0.0693694357386714	0.1132213313	-0.036461569	-0.1096200791	-0.017919487	0.1219367654	-0.0401959831	0.1193187457	0.0641940165	-0.0368001099	0.1571567778	0.1184798944	0.0447314043	-0.0095378251	0.1967026354	-0.0902820299	-0.0109469866	-0.0287895151	-0.0091345618	-0.1175222632	0.0046030576	-0.0117679153	-0.0694570465	-0.0634682908	0.1449495985	0.1293898876	0.0615106761	0.1571459065	-0.0246066564	-0.0068221153	-0.0247797049	0.0862161788	0.1411064829	-0.0829023065	0.0944084016	-0.0092444252	-0.0605667054	-0.1451047403	-0.015195122	-0.0845476147	0.041994892	0.0062619558	-0.0600132933	-0.1901650049	0.0623974606	0.0049395812	0.0042793005	0.0213352222	-0.1569243668	-0.0361360582	-0.072185476	0.1661521208	0.0207247783	-0.0360969185	-0.011643034	-0.0979564639	0.0704442123	0.140352976	-0.0438193356	0.1774567528	0.0927339459	0.0576183051	0.0907936416	0.037429819	-0.1493991451	0.0536046866	0.1238652441	0.0447130694	0.0095469926	0.0280204167	0.0630846016	-0.0687822821	-0.0668519404	-0.0174999525	0.0184758852	0.0989689412	0.0830981806	0.0329376864	-0.0527819649	-0.0723590967	0.0421049244	0.0789052189	0.1165196086	-0.1055358787	0.0552632501	0.0863723942	-0.1158700001	0.1147048067	0.1124192083	0.108643553	0.0472801756544356	0.0039591588139273	0.0022354150099142	1.5674938513898977e-05	-0.0726942815790181	0.0173353622834468	0.0003005147854983	0.0052844585742895	0.1669810330164125	-0.050715505078429	0.0025720624553601	0.0278826653872282	0.0011296833561594	0.0006527907180785	1.2761844851835657e-06	4.261357216095742e-07	0.001002420712715	-0.0004724409069965	1.0048472852800486e-06	2.232004106036756e-07	0.0016289335440756	0.0001267838883884	2.653424491014695e-06	1.6074154354882282e-08	0.0	0.0	0.0	0.0	0.0	0.0
940754.773996373	103.88074424408842	885019544796.9669	10791.20902470571	1552523.3781389508	-9826.99609375	2410328839667.9795	96569852.22657776	938446.984375	339.7818211488193	115451.68598320824	880682742482.5315	1058053.721757467	1015916.7473652742	0.935968	20.251097	0.0724843540898708	0.0295229229033694	0.1375222355	-0.0361173674	-0.082173637	-0.0011157021	0.1604528553	-0.012241325	0.0654635677	-0.0261573974	-0.1936175712	0.1051038338	0.0517772405	-0.0584351103	-0.0332223647	0.194664292	-0.1038828106	0.0228578684	-0.1136678979	-0.0435725736	-0.1049431945	0.0609124004	-0.0201821232	-0.082091536	-0.0583981933	0.0446039671	-0.0151404755	0.0299382788	0.1757812938	-0.0350332617	0.1506796716	-0.0574930722	-0.103877776	0.0293062641	0.0247391301	0.0422870509	-0.0219465904	-0.1305405589	-0.1219552557	-0.023935737	-0.0535796354	0.1307104413	-0.0633670937	-0.0915651325	-0.1714653462	0.0026092611	0.0168636444	0.1074556011	0.0135090257	-0.1435832786	0.0171408986	-0.048182463	0.0504776046	-0.1476954478	0.0580532718	-0.0954828819	-0.0331413017	0.0935817867	-0.0103066981	0.0384050999	0.157573936	0.0100622854	0.0531456433	0.0299970253	0.0491789092	-0.1765695045	0.0604368035	0.0743654159	0.058990953	0.0643482507	-0.009412824	0.0083092207	-0.027747932	-0.0131213394	0.0238670502	-0.0646642263	0.1221725371	0.0361745951	0.0204648793	-4.5034e-05	-0.0351790742	-0.065522802	0.0531667316	0.0742260078	-0.0775783383	0.0253195153	0.0344320352	-0.1787092278	0.1144017065	0.1112164334	0.105973176	0.0340023401781479	-0.0132778354762876	0.0011561591375904	0.0001763009149353	-0.0611837817763074	0.0115104998027106	0.0001324916057082	0.0037434551524508	0.15069566447103	-0.0162853685453825	0.0002652132286589	0.0227091832903652	0.0008929120447993	-0.0002367713113601	7.972919197476671e-07	5.6060653883181435e-08	0.0011868217484862	0.0001844010357711	1.4085458626798408e-06	3.4003741993491334e-08	0.0018359742022541	0.0002070406581784	3.3708012713425787e-06	4.286583413898644e-08	0.0	0.0	0.0	0.0	0.0	0.0
939353.9726012752	-1400.801395097864	882385885841.7972	1962244.5485081216	1555901.334542411	3377.956403460121	2420828962830.8555	11410589.463677237	936517.7818211488	-1929.2025538511807	3721822.4937859178	877065555667.205	1054853.8010577988	997528.9480269452	0.993318	21.491962	0.1049225674730547	0.0493290592909042	0.1036487524	-0.0573592206	-0.0730382735	0.1027696075	0.0843231018	-0.0128923849	0.0347885711	-0.0018062153	-0.0943224646	0.1891619991	0.0101034194	-0.1335648103	-0.0887091579	0.0969555677	-0.1308711379	-0.1429748176	0.0550654464	-0.0052273604	-0.1143755084	0.0539836389	0.0992765557	-0.045388132	0.0927452537	0.0560584856	0.0111180346	-0.0466651231	-0.0937552772	-0.0446778317	0.089122824	0.0031615462	0.0840482794	0.0560758909	0.0692027649	0.1724472673	-0.0219099879	-0.0804788578	0.0319533808	-0.0417529026	-0.002816801	0.094442768	0.0987166295	-0.097778858	-0.0898802385	0.2065221447	0.0108789595	-0.0451040111	0.0842995348	-0.0700960081	-0.0732449704	-0.0532560508	-0.0132345257	-0.1118281433	0.0256790608	0.0381305652	0.1288074175	-0.0250743997	0.0625026745	-0.0648059058	0.0889681507	0.0032191155	0.0694084103	-0.0208422364	0.0391118363	-0.1813435123	0.0216902558	0.099380457	-0.0360575209	-0.0131839648	-0.0421492801	0.0691616593	0.0066774905	-0.0093378051	0.0321683673	0.0706633257	0.0893264898	0.0709262099	0.0468616097	-0.0221078238	-0.0039301174	-0.0211301934	0.2205012326	0.0491107261	-0.1575430558	0.0770738952	-0.005759711	-0.1036290595	0.1140484259	0.1098185471	0.1028845713	0.03917413271256	0.005171792534412	0.0015346126737812	2.674743801900073e-05	-0.0342877555576706	0.0268960262186368	0.0007233962263535	0.0011756501811825	0.1559325508936808	0.0052368864226507	2.7424979403744287e-05	0.0243149604282103	0.0014632171311382	0.0005703050863389	2.1410043728563047e-06	3.252478915040204e-07	0.0016730647824168	0.0004862430339306	2.799145766163374e-06	2.3643228804603465e-07	0.0021317833279317	0.0002958091256776	4.544500157247554e-06	8.750303883414615e-08	0.0	0.0	0.0	0.0	0.0	0.0
944583.7104525452	5229.737851270009	892238386052.2977	27350157.993006248	1564950.1930106026	9048.858468191698	2449069106603.9224	81881839.57736461	939018.7087548956	2500.926933746785	6254635.527940095	881756135391.7114	1057350.1634633113	1008321.6265997438	1.226283	26.53252	0.1582693310339037	0.0766793015966658	0.0858138491	-0.0846835824	0.0021389267	0.0361582588	0.0156595045	-0.1293983629	0.0502996513	-0.0719699044	-0.1039384738	-0.0338926571	-0.1273123322	0.0430871332	-0.1267918068	-0.0310626832	-0.1456882366	-0.0786939361	0.2189444811	-0.0952440017	0.147360696	0.2381906504	-0.151202427	0.023327848	0.0956983832	-0.009625985	-0.144356099	-0.1475002117	-0.1588580936	0.1788091935	-0.3011889015	0.0529615513	0.0333151383	0.1892200634	0.0459186966	-0.2182482508	0.0539004586	-0.1025521974	0.0149416421	-0.2240918012	-0.1215208539	0.1165285895	-0.0682044906	-0.1341173101	0.0012745445	0.0666038503	0.0363978794	-0.1557435109	0.181996547	0.2456362956	-0.0105219028	-0.148587773	-0.1624498685	0.0988986761	-0.0953052481	-0.2889987348	-0.1043683076	-0.133880928	0.17624014	-0.2009083271	-0.2743506549	0.0549644205	0.1855914597	-0.084048964	-0.0147286915	-0.1093499056	0.0157705759	0.0483858311	0.019004192	0.0319634942	-0.1342417108	-0.1092349044	0.0038765763	0.2247250118	0.0882328471	0.1225964009	0.1428687004	-0.1416870732	-0.0630968859	0.019552769	0.0776068171	0.0155890129	0.2263196609	-0.0191312491	0.0016131436	0.1178387303	-0.192745577	0.1282964662	0.1136451198	0.1082280018	0.0993899282	0.0308241256417431	-0.0083500070708168	0.0009501267215779	6.972261808269217e-05	-0.0957624275449831	-0.0614746719873125	0.0037791352959476	0.0091704425293081	0.1271871838386715	-0.0287453670550092	0.0008262961271272	0.016176579732812	0.0008922873675448	-0.0005709297635934	7.96176746280029e-07	3.259607949568157e-07	0.0012698553447605	-0.0004032094376562	1.6125325966168082e-06	1.6257785061510966e-07	0.0019119368307661	-0.0002198464971656	3.6555024448399182e-06	4.8332482315984186e-08	0.0	0.0	0.0	0.0	0.0	0.0
942992.5842334036	-1591.1262191416463	889235013919.1927	2531682.64523999	1556566.5506417411	-8383.642368861474	2422899426576.728	70285459.36896923	935089.1868880548	-3929.521866840776	15441142.101979818	874391787434.9635	1050874.4603152657	1010754.5797831631	1.253717	27.126099	0.3181296268920931	0.2108575528760541	-0.0053417463	-0.0625159309	-0.0092954464	-0.0778608245	0.0253335761	0.077412984	-0.0883331555	0.0720282369	0.1038280742	0.1572858434	-0.0572698729	0.1941272178	-0.1319920313	-0.1118271409	-0.09707667	-0.283880305	0.1030904089	0.018801386	0.0188401955	-0.0616219737	-0.1335346864	0.0350732594	-0.0355551652	0.023094578	0.0035751317	0.0154312523	-0.1208576153	-0.050507426	-0.1033166633	-0.0153097414	-0.0014466932	-0.1282324563	0.1216578805	-0.0797009821	-0.0729988412	-0.3378760132	-0.0086527062	0.2101078985	0.0732652276	0.1736050489	-0.0421045626	-0.0476903577	0.1249530417	0.2700001557	0.0491897063	0.047218239	0.0152745581	0.0647524337	-0.0052342141	-0.069002488	0.0616627607	0.1248659969	-0.086419578	-0.01667601	-0.0936000927	-0.0940848922	-9.50269e-05	0.1994253012	-0.1926569563	-0.1181160127	-0.0083759539	0.0904779156	-0.1739375188	0.0298102542	0.0803143212	0.0314946067	-0.1273758422	-0.0383152323	-0.1477621698	-0.0970652773	-0.0577262879	0.0568584233	0.0087838649	0.1203002595	0.0986757361	-0.114162481	0.0780600867	0.0055324329	-0.0560988438	-0.003891703	0.0163196396	-0.0986578082	0.0265016481	-0.0193875536	-0.1951235173	0.1830980118	0.1131919653	0.1064475877	0.0955030384	0.0165123784059204	-0.0143117472358227	0.0002726586406203	0.000204826108942	0.1073621152562651	0.2031245428012482	0.0412595798882161	0.0115266237922995	0.0890892696211693	-0.0380979142175022	0.0014514510677241	0.0079368979616333	0.0001721383013576	-0.0007201490661872	2.9631594794279914e-08	5.186146775302962e-07	0.0011471310126462	-0.0001227243321142	1.3159095601746964e-06	1.5061261692900978e-08	0.0015029017763172	-0.0004090350544488	2.2587137492573954e-06	1.673096757680145e-07	0.0	0.0	0.0	0.0	0.0	0.0
