global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
944084.5888459944	n/a	891295710896.5104	n/a	1418026.8621238426	n/a	n/a	2010800181704.7915	925278.8189307728	n/a	n/a	856140892761.9259	962412.3577578468	1086492.0870397587	n/a	n/a	n/a	n/a	-0.1527544357	0.1333266841	0.0017589813	-0.0662807387	0.1133110414	-0.0960373001	0.0876666339	-0.148661555	0.4017469959	-0.0740028524	0.1467454541	-0.0357545243	0.0724629732	-0.0564089965	0.0555204272	-0.0506211821	0.0421158047	-0.0233877486	0.0164059939	-0.0094747124	0.0381109674	-0.0477136135	0.0393285121	-0.1137330818	0.0875569538	-0.2071666841	0.0835582793	-0.1307034159	0.012249016	-0.2444161561	0.0421324368	-0.042850254	0.0623830056	-0.0990456207	0.083210785	-0.1154249465	0.0349245296	-0.0871414134	0.1134766717	-0.0715553993	0.0299534658	-0.0588062185	0.0741899582	-0.1107649515	-0.1619934717	0.0298483078	-0.0438280774	0.0555168466	-0.1031612362	0.0558188664	-0.0507667768	0.0636179142	-0.001869413	0.1675244954	-0.0021871249	0.00394085	-0.1970284568	0.063435659	-0.0739242586	0.2309309485	-0.0540600996	0.0930573858	-0.0898137707	0.2596966012	-0.2395660861	0.0691781036	-0.0279416789	0.1116228288	-0.3024791294	0.0436586677	-0.1432659347	0.071904447	-0.0909612967	-0.0377701355	0.0906016344	-0.0374259962	0.0215303178	-0.0549978585	0.0901487393	-0.0490434164	0.1110638074	0.1328269187	-0.0638999251	0.0132948006	-0.1792623701	0.1217377587	-0.0178753587	0.0522360935	-0.0096182963	0.0407186796	-0.0091539017	0.1582438667	-0.0643284684	0.0139813696	0.0645684551	-0.1703338326	-0.1099090924	0.1154637225	0.1154447293	0.1154130763	0.0423640228957395	n/a	0.0017947104359107	n/a	-0.1394287701465657	n/a	0.0194403819445838	n/a	9.775967438940825e-05	n/a	n/a	9.556953936723124e-09	-0.0004546448885968	n/a	2.067019747271967e-07	n/a	-0.0005358019652246	n/a	n/a	2.870837459385435e-07	0.0013278800249259	n/a	1.7632653605972089e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938939.7651554296	-5144.823690564837	881607882590.1333	26469210.80699719	1379748.158449074	-38278.70367476856	1465259155.0207405	1903704980743.611	920479.9862494072	-4798.83268136566	23028795.10374313	847283405085.7089	955058.3386727992	1101356.7033531868	1.478819	28.494402	0.0470567818632488	0.0282775696793344	-0.168850605	-0.042656903	0.0773608869	0.0054675506	0.0722208571	-0.0138927357	0.1493918109	0.0140146635	-0.0360608483	-0.0318343021	0.1926914055	-5.36016e-05	-0.0037200902	0.0597649179	-0.1125357414	0.0380506902	-0.1139484249	-0.0595733897	0.0229299105	-0.0746486437	0.1159548255	0.0578613673	-0.021348511	-0.0307085193	0.0209319015	0.0398901672	0.0114732431	0.0317768143	0.0495889821	-0.0405610284	0.0114890941	0.0105657394	0.0493963822	0.1081138851	-0.0340906135	-0.0706810837	0.1035678753	-0.0836226461	-0.0909758941	0.0808782635	0.1076030285	-0.0025532907	0.1383837958	0.0732032267	-0.1808831993	0.0478011954	0.0360755737	-0.0342189297	0.0925401737	-0.0844931985	0.0640527622	-0.0651446435	0.0509679126	0.0808752374	0.0437159003	0.0242988291	0.0296909376	-0.1808221345	-0.0073459045	0.1261075873	-0.0036414986	-0.0303454849	-0.0494498435	0.0119711208	-0.1434779946	-0.1013886924	0.0575984785	0.0663994173	0.112266035	0.0524272398	-0.0579895848	-0.0638627538	0.043747706	-0.0368860824	0.0842872328	-0.0251569931	0.0186914984	-0.1435319993	-0.0402079348	0.1161790061	0.013688325	0.1155845062	-0.0344879502	0.0763986267	-0.126924478	0.023427712	0.0401891799	-0.040076782	-0.0478046332	-0.0885836263	0.0171070365	0.0762676234	-0.0864140134	-0.0719643296	-0.123315915	-0.1315019387	-0.0789779126	0.1154130763	0.1152422001	0.1149575937	0.0424536161246749	8.959322893540428e-05	0.0018023095220612	8.026946671071763e-09	-0.140470344020386	-0.0010415738738202	0.0197319175492055	1.0848761346249928e-06	2.560874499124565e-05	-7.215092939816259e-05	5.205756613018642e-09	6.558078200266491e-10	-0.0001193995852706	0.0003352453033262	1.4256260962791281e-08	1.1238941340227586e-07	-0.0001330901588618	0.0004027118063628	1.6217679898398938e-07	1.7712990385859164e-08	0.0015069921918588	0.0001791121669329	2.2710254663233906e-06	3.2081168343399096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937366.8363461768	-1572.9288092528004	878656585881.6403	2474105.0389774325	1381039.693865741	1291.535416666884	1668063.7325049017	1907270636032.7795	923019.012476292	2539.026226884802	6446654.180808874	851964097392.7092	958121.6590064212	1092673.5202428836	1.29559	24.963867	0.0428235582285661	0.0290890003549667	-0.0166839467	-0.1045193197	0.1492616707	0.0655356119	-0.0548857558	-0.1320467438	0.1109783814	0.1725859859	-0.0229276967	-0.1049731562	0.0882509934	-0.0214145968	0.0835191794	0.099006609	-0.1234185478	-0.0037082197	-0.0292384514	0.0905405148	0.0331487899	-0.1292033031	0.0393314638	-0.0497155918	0.0227400046	-0.0396944342	-0.0010607841	-0.0879697342	-0.0034319939	0.1118041858	0.0207419222	-0.005380599	-0.0986739567	0.0717441762	-0.0439473517	-0.0200573803	-0.0999332986	-0.0182885038	-0.0118861428	0.0245156759	0.0436470008	-0.0753157246	0.1436036688	-0.0777994956	0.0333110041	-0.0143371559	-0.0411102351	0.1297575651	0.068961144	-0.02445065	0.1362086812	-0.0870312892	-0.0837990604	0.059921972	-0.0278634021	0.0566250788	0.0227746462	0.002276543	0.0042359229	0.0108619265	0.0934337231	-0.015895317	0.1307865582	-0.0311379948	-0.1064158173	-0.0684622075	0.0379363792	-0.0078409551	0.1453755874	0.0085861615	-0.0033910246	0.1130412475	0.0117283841	0.018246063	0.008173523	-0.0222843939	0.0618300849	0.0107792479	-0.033881593	-0.0368600053	-0.0580738167	0.1313880029	0.1069383765	0.127501838	-0.0002582423	0.0765088338	-0.0723064268	0.0976017715	0.0470500487	0.0702973235	-0.0186980923	-0.0682548974	0.080785546	0.0444122165	-0.0090611118	-0.0538904963	-0.0349445289	-0.0614412732	-0.1304756138	0.1153118061	0.1148374968	0.1140484259	0.0422490467678215	-0.0002045693568534	0.0017849819527895	4.18486217634148e-08	-0.1199102810179226	0.0205600630024633	0.0143784754937971	0.0004227161906652	0.0001701998072576	0.0001445910622663	2.0906575287312755e-08	2.8967974390524183e-08	-8.30968007551402e-05	3.630278451545979e-05	6.90507829573947e-09	1.3178921635759072e-09	-0.0005350627586713	-0.0004019725998095	1.615819709976085e-07	2.8629215571694186e-07	0.0015069808800441	-1.1311814699993192e-08	2.2709913728184905e-06	1.2795715180698203e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935710.8068910098	-1656.0294551670086	875554714132.6246	2742433.5563807394	1375831.2007523149	-5208.493113426026	27128400.512606338	1892911492963.557	919699.497688478	-3319.514787813998	11019178.42651581	845847166048.4387	956219.654961558	1107074.2426980198	1.398306	26.943035	0.0369881381259315	0.0195831246939252	0.078519354	-0.0476694385	-0.0171173526	0.0722360802	-0.1328934512	0.0018801056	-0.0508237573	0.0220598057	0.0603461387	0.0839500363	0.0146965066	-0.0036562193	-0.134347201	0.0408920894	-0.1230390304	0.0328231637	-0.1332750698	-0.029492798	0.0754033481	0.0573756714	0.09504257	-0.0232520936	0.1367438922	0.0524544812	-0.0060695269	-0.1234788084	-0.0581208662	-0.1130709748	-0.111227428	-0.0956491054	-0.0731995029	-0.0284804173	0.059448335	0.0928666677	0.0670450801	-0.1150981411	0.0827481794	0.076220738	-0.0142644275	0.0419903015	-0.1126360434	0.0499283401	0.0566487977	-0.0230762886	0.0426417268	-0.0868755509	-0.0127432629	-0.0027474076	0.1701070847	-0.1075709507	0.0307749378	-0.0224456193	0.0471279416	-0.0425569581	0.0799409869	0.1525697772	-0.1654888488	0.1495063095	0.0953423432	0.1923015841	0.1153262136	0.0287003225	0.0052335878	0.1153356526	0.0617829824	0.0073686125	-0.1418641845	-0.0016818648	0.1176181287	-0.1264861123	-0.0628356587	0.0384811243	0.1791198761	-0.0311291154	0.0468470645	0.0299679768	-0.0490534148	0.0298697284	0.0124075682	0.0671137057	0.0064160299	0.0918583013	0.049389181	0.0352294742	-0.0894471505	-0.0935631587	-0.0156836751	-0.0909977326	0.0412166433	-0.0301961356	0.0585988708	-0.0242055147	-0.0212706156	-0.1515897538	-0.1624048119	-0.0297115541	-0.0726508164	0.1151599564	0.1142313295	0.112689161	0.0422742533936428	2.52066258212974e-05	0.0017871124999899	6.353739852948968e-10	-0.1066772870102568	0.0132329940076657	0.0113800435638687	0.0001751121304069	5.874505148995013e-05	-0.0001114547557676	1.242216258322648e-08	3.4509810745568917e-09	2.313499246949652e-07	8.332815067983517e-05	5.352278765636607e-14	6.943580695721315e-09	-0.0003569992273453	0.000178063531326	3.1706621188285394e-08	1.274484483251412e-07	0.0012960029073164	-0.0002109779727277	1.6796235357725615e-06	4.451170497629014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935187.560551641	-523.2463393687503	874575773410.5293	273786.73166279745	1363551.0807291667	-12280.120023148134	150801347.78292373	1859271549757.6787	921620.3211533902	1920.823464912246	3689562.783357486	849384016362.8782	956491.1008786752	1096291.8333075496	1.138051	21.92837	0.0679541866430959	0.0312581692286594	0.0469252277	0.0545596575	-0.061685296	0.0826029337	-0.0179831074	0.1323040459	-0.0440788762	0.0209921287	-0.0655785138	-0.0325312942	-0.0348380501	-0.0239315543	-0.1213246917	-0.0210547401	-0.0335084388	0.0203925649	-0.0120817375	0.128488513	0.0534226803	0.0823444309	-0.0729302959	0.0296670569	0.137131131	-0.0503810784	-0.0866488899	-0.1179626766	-0.1224961137	0.0514479734	0.0662200677	-0.0603764013	-0.1633755668	0.1072369141	-0.0515022076	-0.0046731529	0.1334109438	-0.0336094265	-0.0243921171	-0.0882586285	0.1603107676	-0.0318612381	-0.0596955268	-0.0668239072	-0.1397275204	-0.0870226668	0.03428415	-0.0974452519	-0.0711572181	-0.016222065	0.0193795899	-0.033388848	-0.0486115967	-0.0131640289	-0.094481329	-0.1754841372	-0.019410432	0.0114109818	0.0259480227	0.0478173352	0.1672520394	0.06672848	0.1346065453	0.0400695361	-0.0080318677	-0.0156712025	-0.0414617637	0.0220781663	0.1310472946	-0.0604460132	0.0766659357	0.0216399019	-0.0880518863	0.1430652783	0.0041509578	-0.0310354698	0.0326810364	0.0410605225	-0.038970485	0.0361006419	0.0679008082	0.0386397374	0.0533779036	0.083256076	-0.0899570971	0.0182847995	-0.0284153825	-0.0698598592	0.0505244991	0.001849288	-0.0403180842	-0.0040207282	0.0152021439	-0.2999764026	-0.025901414	0.0081228117	0.0012190056	-0.0524960712	-0.0518354618	0.1149575937	0.1134247617	0.1108851636	0.0356138528441505	-0.0066604005494922	0.0012683465144048	4.436093547967728e-05	-0.0971803020008224	0.0094969850094344	0.009444011096971	9.019272426942192e-05	0.0168445129879444	0.0167857679364544	0.0002817620052165	0.000283737617801	-0.0003452005518202	-0.0003454319017448	1.1916342097697059e-07	1.1932319874309474e-07	-0.000535693615046	-0.0001786943877006	3.1931684195728075e-08	2.869676492010521e-07	0.0011199085338077	-0.0001760943735087	1.2541951240953125e-06	3.1009228381421547e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936760.330137913	1572.7695862719556	877519916120.0918	2473604.1715020584	1365490.7838252317	1939.703096064972	3762448.100884037	1864565080711.6455	920952.3596787576	-667.9614746326115	446172.53159337287	848153248797.8717	954908.3707175144	1088134.2271774444	1.260639	24.290421	0.0390426200779476	0.0196645501052029	0.0141510414	0.0846230987	-0.0879182845	-0.0042582557	0.0674354222	0.0886636904	-0.0073789125	-0.0402405063	-0.1030943192	-0.061532005	0.0198962212	0.0112708891	-0.1650648773	0.0299293532	0.0080727902	-0.025590529	0.0279907174	0.1184182994	-0.1912364065	0.0716602729	-0.1632016755	0.142900853	-0.1141530612	-0.1002462265	-0.0551027162	-0.015296249	-0.1204094925	-0.0024578224	0.0050638066	0.0697057403	-0.0276280278	-0.083362488	0.0844036572	-0.1034145805	-0.0088052427	0.1511729926	-0.0264741376	-0.0614188244	0.1547940971	0.0726376666	0.0611033979	0.1005304746	-0.0360994893	0.1157010139	-0.0440938501	-0.1384608035	-0.0613019309	-0.1249696546	-0.020478892	-0.0218374262	0.0391405368	-0.0745250611	-0.1948560889	-0.0672093625	0.0278547183	-0.0570003147	0.1931221708	0.1169049518	-0.006261411	-0.0949198525	0.053498346	0.0857952784	0.0213319384	0.0492816436	-0.0123056508	-0.0001229148	0.0538023445	-0.0408171985	-0.0357059547	0.0186741614	-0.0001619818	-0.0971368808	-0.0529061604	-0.0394707636	0.0311030864	0.0070079828	-0.0235439193	0.0472203981	0.0878995482	-0.075620583	0.138337813	0.1059100144	-0.0374082268	-0.0272656314	-0.0060972952	-0.1490244976	-0.0499677756	-0.0121363633	-0.0136594808	-0.0366750871	-0.0368573563	-0.1848669754	-0.0320686642	0.0286323477	0.0899721132	0.0497520897	0.1487800366	0.1147048067	0.1124192083	0.108643553	0.0424573362635101	0.0068434834193596	0.0018026254025927	4.6833265311049765e-05	-0.0805334318743291	0.0166468701264932	0.0064856336494572	0.0002771182850083	0.0087959997347297	-0.0080485132532147	6.477856558717266e-05	7.736961133336495e-05	-0.0004322171111922	-8.701655937200004e-05	1.868116312073306e-07	7.571881604940808e-09	-0.0005357282798603	-3.4664814300066835e-08	1.2016493504581182e-15	2.87004789842076e-07	0.0010568846924164	-6.302384139130011e-05	1.1170052530641085e-06	3.9720045837157525e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938504.0341459288	1743.704008015804	880789822108.1827	3040503.667570379	1369281.9423032408	3791.158478009049	14372882.605379889	1874933037517.736	922474.3007645804	1521.941085822764	2316304.6687153736	850958835571.1014	956683.6334223978	1095721.078213954	0.8508529999999999	16.394524	0.0670453913322421	0.0451923046806171	-0.0109100229	0.0523812521	-0.1091197909	-0.0455734804	0.0739020503	0.0638972096	0.0370223474	-0.0533795033	-0.081014721	-0.0651296968	0.0455936911	-0.0505515835	-0.1294997577	-0.0056787926	0.0330609888	-0.0246728991	0.019174902	0.1153375129	-0.2967382934	0.0783767197	-0.0383063202	0.082342862	-0.1752167657	-0.1299296137	-0.0020672835	0.0986225826	-0.0257924059	-0.0166698276	0.034397524	0.0720947521	0.0033988555	-0.091375266	0.1615109572	-0.1936889522	0.0630978623	-0.0995008819	0.119766559	0.0370258322	0.0223073785	-0.0641669412	-0.016720416	0.2094382455	-0.1191968503	0.0376257108	-0.0790819402	-0.0958077316	-0.1021146908	-0.0757222941	-0.038198905	0.0079177143	0.0326721367	-0.1073593501	-0.2357638507	0.0631834955	-0.0418875637	0.0129718867	0.1861263642	0.0557225596	-0.1465208525	-0.0581265125	0.0342887542	0.0569573343	0.0601531484	-0.0284603244	0.0519268957	0.0919999331	-0.014712954	-0.0148031388	-0.1380947534	-0.0278299065	-0.1059788985	-0.1732496015	0.0529864178	-0.0421070546	0.0576712527	-0.0164451443	-0.0524104728	0.012817523	0.0750172903	-0.0209127886	0.0739988199	0.1020428513	-0.1005975369	0.034022674	-0.0050389175	-0.1411901875	0.0030180793	-0.0413713158	-0.0225504354	0.0176357476	-0.0800937339	-0.1101511646	-0.0522283866	0.0177233793	0.1058579083	-0.006658937	0.189611833	0.1144017065	0.1112164334	0.105973176	0.042383800071434	-7.353619207610407e-05	0.0017963865084952	5.40757154505367e-09	-0.1221051562290682	-0.0415717243547391	0.0149096691777251	0.0017282082658264	-0.0004413046599722	-0.0092373043947019	8.532779248037903e-05	1.9474980291317906e-07	-0.0001097174192078	0.0003224996919844	1.203791207762012e-08	1.0400605133003289e-07	-0.0005350580960337	6.70183826600025e-07	4.491463614362524e-13	2.8628716613120815e-07	0.0010569713444199	8.665200350007132e-08	1.117188422924811e-06	7.508569710576373e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940380.2677446438	1876.233598715044	884315047963.488	3520252.516947204	1374334.990625	5053.048321759328	25533297.342034765	1888796666456.219	924785.0495791844	2310.7488146040123	5339560.084193848	855227387925.1746	959708.6312362708	1107714.7437925434	0.958135	18.461679	0.0239233473331329	0.0133025364762831	0.0137259715	0.0170558165	-0.1058951093	-0.0967439715	-0.005488489	0.0338774421	0.0331485575	-0.0968501393	-0.0799528773	-0.013028002	-0.0543297704	-0.0902447509	-0.0936284434	-0.1031168633	0.0635077359	-0.0017908768	-0.0361653471	0.153075406	-0.0244636957	0.058134425	-0.0180469046	-0.0158446926	-0.003521164	-0.1237276086	-0.130537918	0.0822151432	-0.0593658001	0.1319694429	0.0126344663	-0.1264926546	0.1297650232	-0.052686771	0.0625861309	-0.0435341784	-0.0816277727	-0.0236899528	0.0609926401	-0.0254782603	0.0027892544	-0.0889835812	0.0591672752	-0.0911658879	0.0979933847	-0.0857791003	0.0219343856	-0.0681397748	-0.1269339102	0.0468639691	-0.0124659145	0.0223698273	0.0091027906	-0.0420864373	-0.1584259853	-0.0857650523	-0.0991282967	-0.0008899102	0.0836667132	-0.1171236957	0.0157443912	0.0390812996	0.0763760236	-0.0641145022	0.0294061725	0.1104480488	-0.0337786797	-0.1049624703	0.1476442506	0.1540960652	-0.1684645432	-0.0347320146	0.001116314	-0.0172026102	-0.0565818635	-0.043912454	0.0576505717	-0.0145227254	-0.0589499232	0.0238275603	0.0384874697	-0.0315593437	0.0806381106	0.1024230584	-0.0953200188	0.0205269786	-0.003706139	-0.0965076052	-0.0549095943	-0.0390542898	0.0497254495	0.0616353164	-0.0396617743	-0.1702063582	-0.0031557662	0.1186975576	0.0657061085	-0.0595626688	0.1204066937	0.1140484259	0.1098185471	0.1028845713	0.0423952573931529	1.145732171890096e-05	0.0017973578494316	1.3127022097039962e-10	-0.1219929920518723	0.0001121641771958	0.0148822901097681	1.2580802646032082e-08	-0.0070404665929828	-0.0065991619330105	4.3548938218096194e-05	4.956816984690683e-05	2.0978798245102888e-07	0.0001099272071902	4.4010997580873206e-14	1.208399088064838e-08	-0.0003720004679705	0.0001630576280632	2.658779006959687e-08	1.38384348170271e-07	0.0011279977871906	7.102644277069995e-05	1.27237900790689e-06	5.044755572659516e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939246.0741487911	-1134.1935958527029	882183187803.9165	1286395.112873284	1375561.4796296295	1226.4890046294313	1504275.2784768932	1892169384240.856	922941.141862257	-1843.9077169273517	3399995.668544237	851820351342.0068	958956.2071328996	1110373.8656095297	0.8902109999999999	17.152901	0.035564101818371	0.0193087977069722	0.0457547058	-0.0297130293	-0.0954306522	-0.0725093044	-0.0618995756	0.0125769301	0.0022148196	-0.0497258467	-0.0368398525	0.0491389944	-0.0349599317	-0.0417788892	-0.12634631	-0.0681013973	0.0279077225	-0.003913621	-0.1351547078	0.068391272	0.0399621223	0.0684141847	-0.0431578747	-0.0795625184	0.0722627711	-0.0569334966	-0.0878037119	0.015713548	-0.0619165121	-0.028713892	0.0025684897	-0.0328302448	0.1757440505	-0.0037336902	0.0369971267	0.0396538711	-0.0992721023	0.1082622888	0.1257083885	0.0689673091	-0.0087286744	0.0810135378	-0.0147851871	0.0250073978	-0.0624209122	-0.0598409339	0.0385841755	-0.0978444376	-0.0705516136	0.0444558951	0.0843049483	-0.0015885626	0.0355280433	-0.0117212403	-0.0922011515	-0.0846405686	-0.1004612001	-0.0395512294	-0.0603514817	-0.0519680812	0.0355370266	0.1042182571	0.0768223462	-0.0120156445	0.0573493315	0.0542673621	0.0522147338	-0.1808704892	-0.0121122999	0.0398788155	-0.0264991374	-0.0582295776	0.1215882358	-0.1316530904	-0.0331499187	-0.0430973959	0.0520665399	-0.0040219368	-0.0556936649	0.0290780837	0.0213280904	-0.0009212164	0.0556160721	0.081186672	-0.0005938823	0.0042717488	-0.0154337849	-0.1423085873	-0.1407786637	-0.0590004683	0.0600362263	0.0482031149	0.0212403297	-0.1289827659	-0.0258052422	0.0945667019	-0.0145725703	-0.0178325481	0.01444268	0.1136451198	0.1082280018	0.0993899282	0.0316102695414173	-0.0107849878517355	0.000999209140481	0.000116315962962	-0.1220013626684988	-8.370616626493521e-06	0.0148843324929705	7.006722270772977e-11	5.801014847861552e-05	0.0070984767414614	5.038837204906867e-05	3.365177326511018e-09	-0.0002403252376335	-0.0002405350256159	5.7756219843598247e-08	5.785709854806623e-08	-0.0003301271658653	4.187330210520001e-05	1.7533734291933474e-09	1.089839456422553e-07	0.0010569607827408	-7.103700444980004e-05	1.1171660962520443e-06	5.0462560012009114e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937284.6307720336	-1961.4433767575536	878502479081.4673	3847260.120226075	1372760.845457176	-2800.634172453545	7843551.767914553	1884472338820.3003	922474.7614094358	-466.380452821264	217510.7267737673	850959685437.3955	957821.0966173116	1104322.3123646348	0.940408	18.120106	0.0532937097165009	0.0342286065865514	0.0605817046	-0.0085593737	-0.0467785231	-0.0239770666	-0.0743100497	0.0383102112	-0.0557834932	-0.0135076391	-0.0027446135	0.0501023101	-0.0353872805	-0.0132380343	-0.0845348419	0.0127772612	-0.0295722927	-0.0313282124	-0.1632498347	0.0065795732	0.0325082099	0.0217136451	0.0048454337	-0.1037575578	0.1067879227	0.002128556	0.0288721731	-0.1074046226	-0.0235426487	-0.11580669	0.0757658239	-0.0498448176	0.076843999	-0.0521725635	-0.096932153	0.2078272116	0.0408209	-0.0070404426	-0.0010410004	0.0521044741	-0.0789643987	0.0093948649	-0.131820748	0.0896941763	-0.0784318947	-0.0073151091	0.0408444818	-0.0689072018	-0.0278224876	-0.008259624	0.0998838236	-0.026748415	0.0700845521	0.0027836932	-0.0366568891	-0.0453332684	-0.0311078121	0.009525178	-0.1635165931	-0.0217758575	0.0782954398	0.0886234554	0.0691816519	0.1388353257	-0.0171759964	-0.0101958747	0.0229519374	-0.0700858265	-0.0702515152	0.0838023567	0.1278801191	-0.066377605	0.0655769864	0.0604243665	0.0620207191	-0.0257887097	0.0226645454	0.042463233	-0.0708385719	0.0085837216	0.0123687687	0.0336237183	-0.0418932344	0.0272102239	0.0465132727	0.0113735048	-0.0732730893	-0.1294350877	-0.0364596614	-0.1240765857	-0.0190827897	0.0161973305	0.0253529451	-0.0598939915	0.0064959318	-0.0688279018	-0.0965791633	0.0200392454	-0.0184012046	0.1131919653	0.1064475877	0.0955030384	0.0365242593373125	0.0049139897958951	0.0013340215201392	2.414729571416213e-05	-0.0916670147604605	0.0303343479080382	0.0084028415950944	0.0009201726630059	-0.0036552368344331	-0.0037132469829117	1.3788203156102956e-05	1.336075631579651e-05	1.500935124144768e-07	0.0002404753311459	2.25280624689147e-14	5.7828384889737235e-08	-0.0002839999660098	4.6127199855500016e-05	2.12771856650924e-09	8.065598069356754e-08	0.0010570007523325	3.996959169996935e-08	1.1172505904314707e-06	1.5975682606622586e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
