global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
878799.2609134172	n/a	n/a	772288140981.9684	1563583.208248645	n/a	n/a	2444792449117.126	894862.6636710595	n/a	800779186832.4639	n/a	980639.9448871182	750251.2829861111	n/a	n/a	n/a	n/a	-0.1884547656	-0.0535270922	-0.0089034619	-0.5186697179	0.0042125799	-0.1812795181	0.3444638104	-0.1185823579	0.0971039998	-0.0825874346	0.0270326362	-0.0585394732	0.2649131366	-0.1014503462	0.0464557855	-0.0214679397	0.1180208754	-0.117340178	0.0002469382	-0.0979899277	0.0572040799	-0.0534605956	0.0210303101	-0.152624624	0.0026382769	-0.0698828266	-0.1207019152	0.166047454	-0.0229221653	0.017032628	-0.0239483503	0.1627132641	-0.0455768799	0.0208756245	-0.1990134786	0.259166333	-0.0450045482	0.0002844587	-0.1615806852	-0.168209146	0.0598720784	-0.193522532	0.2320190388	-0.149708689	0.1849985517	-0.2774929914	-0.2603854476	0.2269896012	-0.0741574192	0.0233580117	-0.2488259463	0.0393031483	-0.1832601761	0.0827624152	-0.2040177582	0.0498080974	-0.0983759071	0.189990711	-0.1550973879	-0.053857844	-0.0231449116	0.1096425893	-0.0628443173	0.1405390202	-0.0215862653	0.0099584545	0.0540124992	-0.1004387985	0.0445840215	-0.0992612138	0.0396514206	-0.0462417506	0.0827974191	-0.0715251094	0.0152381102	-0.1370818816	0.0842365909	-0.019494365	0.0161329523	0.0498263997	-0.1871062022	-0.0032211894	-0.0518913692	0.1154637225	0.1154447293	0.1154130763	0.0358948385021165	n/a	0.001288439431093	n/a	0.1050806999581226	n/a	n/a	0.0110419535036889	0.055698291377368	n/a	n/a	0.0031022996623581	-0.0004869996254271	n/a	2.371686351661357e-07	n/a	-6.214765568834936e-08	n/a	n/a	3.8623311075576215e-15	0.0002549997713345	n/a	n/a	6.50248833806473e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876416.6383860764	-2382.6225273407763	5676890.107791748	768106124039.9507	1502146.2248899052	-61436.98335873988	3774502924.22208	2256443280950.9937	890517.4973903967	-4345.166280662874	793021413158.4551	18880470.006609637	967597.2344268758	740006.7950897058	1.121677	25.037819	0.0722498833009068	0.0418573486285347	-0.1936922799	-0.0368772263	-0.0608080253	-0.0698865513	0.0499793475	-0.092999696	0.18446355	-0.0995600071	0.0727265755	0.0209431167	0.1758149689	-0.0966687201	0.0735606797	0.0227726172	-0.0401538552	0.023694904	0.0631474521	-0.023931908	0.0017762575	-0.1090278794	-0.1034159683	-0.0544650547	0.060894212	-0.0648622413	0.0046593637	0.0248978491	-0.1203778221	-0.0348389506	0.0492638699	0.0040876507	0.183086196	-0.0491957422	-0.0224792149	-0.1808209006	0.0015298667	0.0830607786	-0.0349768258	0.0435070254	0.0250317024	-0.0027950593	-0.1046971602	-0.1005171195	0.125977426	-0.0084380273	0.095653199	-0.0549079106	-0.16495181	0.1181498326	-0.135017127	0.0091101181	-0.0001397616	0.0505815421	-0.1106677325	0.0684661004	-0.0275570842	-0.0704803413	0.1583684686	0.0160191441	0.0848323777	-0.0432457645	-0.0198775408	0.0960008609	-0.0764457916	0.1352905733	0.0004471263	0.0097498102	0.0214369942	-0.1507901867	-0.0385603665	-0.1250306926	0.0469244553	-0.1034176262	-0.0493051552	-0.022098673	0.0540403174	0.0235574919	0.13410758	-2.59851e-05	-0.0656814416	0.0112139762	-0.0487975062	0.0269952636	-0.0074217239	0.1154130763	0.1152422001	0.1149575937	0.0427919087529602	0.0068970702508436	0.0018311474547216	4.756957804507316e-05	0.0903230046581171	-0.0147576953000054	0.0002177895705678	0.0081582451704702	0.0181770911125198	-0.0375212002648482	0.0014078404693148	0.0003304066413128	-0.0004340128474275	5.29867779996e-05	1.8836715173212642e-07	2.807598642778895e-09	0.0001389598991126	0.0001390220467682	1.9327129487644153e-08	1.9309853561383968e-08	0.0001855302463982	-6.946952493630003e-05	4.826014894875212e-09	3.44214723285768e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879109.5225103408	2692.884124264354	7251624.906714996	772833552568.3594	1473020.811822493	-29125.413067412097	848289686.3473793	2169790312062.1963	888674.0313152401	-1843.4660751565823	789741533934.0803	3398367.170253215	960457.0049593294	764675.7733604297	1.048125	23.395994	0.0681677057846134	0.0308212285673375	-0.1172604224	-0.010263135	-0.0954534054	0.1324903865	0.0092173954	-0.0239587327	0.0672515462	-0.0929067539	0.0667402769	0.0670794163	0.2403121428	-0.0858953549	-0.1019581635	0.0199173767	-0.0276045677	-0.0342625532	0.0341298431	-0.0431420982	0.0372154182	-0.1243871194	-0.0269678955	-0.0061326969	-0.0119936435	-0.026008566	0.0839159875	-0.0326767185	-0.0929675005	-0.066168227	0.0859276211	0.112210372	-0.0444416128	0.0509310769	-0.0271613981	-0.024379198	-0.0422617512	0.13491285	0.016504106	-0.0278057227	0.0904054493	0.0756127927	-0.1994718922	0.0113762821	0.063936539	0.1075137594	0.0432254718	-0.0361379862	-0.0177660117	0.1182416822	-0.0682817199	0.0025280574	0.0344222269	0.0856341713	-0.0354547927	0.0190776151	-0.0454332371	0.0378515611	0.0840682342	0.0462288286	-0.0645324015	-0.0284124613	-0.0072026969	0.0640590059	-0.0490186649	0.0900104777	-0.0102105199	0.015063438	-0.0224240839	-0.1343258394	-0.027388862	-0.0126581655	0.0899494245	-0.0276221401	-0.0320803674	0.1135837563	0.036119155	0.0531560782	0.1337058785	0.0511788802	-0.0580757174	0.0321285102	-0.0148923547	-0.0003524085	-0.0322378189	0.1153118061	0.1148374968	0.1140484259	0.0380569223828501	-0.00473498637011	0.0014483293412542	2.242009592512841e-05	0.0963918288050678	0.0060688241469507	3.683062652661192e-05	0.0092913846603855	0.0035952036602111	-0.0145818874523087	0.0002126314416717	1.2925489358395292e-05	-0.0006950001199048	-0.0002609872724773	4.830251666676864e-07	6.811435639514046e-08	7.769601724216812e-07	-0.0001381829389401	1.9094524614145047e-08	6.036671095295286e-13	0.0006420001912856	0.0004564699448874	2.0836481058550602e-07	4.12164245610747e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881147.2814608688	2037.7589505279905	4152461.540456936	776420531625.8795	1478104.7008807587	5083.889058265602	25845927.95675271	2184793506765.797	890364.1217869259	1690.090471685864	792748269365.4039	2856405.8024833463	962552.4530731242	780027.7897480205	0.933982	20.848139	0.0743295973641705	0.0437166726710201	-0.0758671677	-0.030823996	-0.085392022	0.0944081655	0.0188374924	0.0178293696	0.0190835678	-0.0052678977	0.0456712621	0.0358955029	0.189892942	-0.0889995754	-0.1422500146	-0.0391562456	-0.0258380131	0.0141225103	0.0642323465	0.0010508657	0.0126096255	-0.0320242717	0.1008528658	0.0247782759	-0.0480566518	-0.0456376419	-0.027301985	0.0287450737	-0.0761539286	0.1024796071	0.0502949179	-0.06053971	-0.0513086622	-0.0641720478	-0.1122164406	-0.0385077344	-0.0339221626	0.0399123572	-0.1219954187	0.1021826243	0.0666055692	0.0599967005	-0.1519278506	0.0627260116	0.0423623028	0.1572569721	0.0261946955	-0.0675294541	-0.0498074301	0.0577012747	0.0704422964	0.0906570299	-0.019026889	0.0137769159	0.0148538523	-0.0286999042	-0.0467261426	0.0073110288	0.0706239888	0.0632801098	0.0556871269	-0.0152948797	0.0018131778	0.0511179011	-0.0290784841	0.0823726238	-0.048575883	0.0071948915	-0.0363629753	-0.0337387273	0.0525208668	-0.0609493021	-0.007477577	0.008637902	0.0565818685	0.0724096593	-0.0074771362	-0.1008254597	0.0864714971	0.0203076797	-0.0479351068	0.0584591671	-0.0431189857	-0.0140170646	-0.0553226411	0.1151599564	0.1142313295	0.112689161	0.0171901137024548	-0.0208668086803953	0.0002955000091033	0.0004354237045042	0.1079340452468216	0.0115422164417537	0.0001332227603882	0.0116497581233429	0.0070067979022354	0.0034115942420242	1.1638975272213357e-05	4.90952168427704e-05	-0.0006949994554524	6.644524000020552e-10	4.830242430791326e-07	4.414969918684913e-19	0.0001290003615517	0.0001282234013792	1.6441240661271513e-08	1.664109328046932e-08	4.469711733454942e-08	-0.0006419554941682	4.121068564928218e-07	1.9978322980184784e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
885723.9774211226	4576.695960253826	20946145.91260369	784506964178.6934	1500398.003895664	22293.303014905192	496991359.31438094	2251194170094.093	894625.2843162839	4261.162529357942	800354399337.9918	18157506.10160417	969199.692687583	800638.7738431335	1.047407	23.379971	0.0355027058785354	0.0185884853269639	-0.0497844623	0.0295370189	-0.0236110706	-0.0672915994	0.112011295	0.0309664168	-0.1179411091	-0.0603194876	0.0355157566	0.0148490713	0.0535434578	-0.0644588754	0.0796394157	-0.1412334107	-0.0160037042	0.0285523233	-0.0262065044	-0.0064180181	-0.1084832604	-0.0233358652	0.0949157495	-0.0821284884	-0.0094201991	-0.0925892491	-0.0559147183	0.0255522125	0.0291536817	-0.0591778895	-0.056091688	-0.0950103265	0.0508836049	-0.1356965476	-0.1576373999	0.0007010089	0.0450496937	0.0076515636	-0.0883373301	0.0550676016	0.0304626624	-0.048983474	0.0419081388	-0.045821439	0.1847083815	0.0487266082	0.0704548165	0.0457058675	0.0527586211	0.0009572315	0.1247727284	0.0921514327	0.0436471593	-0.0107614924	0.0598472803	0.0666062889	0.0204023656	-0.1155120624	0.0398920591	-0.0742931318	0.049671312	-0.0120514036	0.0043359927	0.0187675222	-0.0042945811	0.0824375419	-0.0144205144	-0.0240872462	-0.0418445992	-0.0609226094	-0.0919106954	-0.0847510547	0.0171049978	-0.0189835484	-0.0164577783	-0.0417813919	-0.0316061153	-0.1298841621	0.027785599	0.0006017048	-0.0119901152	0.0029169196	-0.0447261412	0.0634623165	0.0087188874	0.1149575937	0.1134247617	0.1108851636	0.0192584580017296	0.0020683442992748	0.0003708882046043	4.278048140342574e-06	0.1025263594814021	-0.0054076857654195	2.9243065337520694e-05	0.0105116543885096	-0.003314206409712	-0.0103210043119474	0.0001065231300072	1.0983964126176108e-05	-0.0007619998426803	-6.700038722789992e-05	5.806437602448019e-07	4.489051888688535e-09	0.0004159995026375	0.0002869991410857	8.236850698398692e-08	1.7305558619464737e-07	1.585988415088728e-07	1.139017241743234e-07	1.2973602769883646e-14	2.515359252795656e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889055.8743668635	3331.896945740911	11101537.257037612	790420347746.2281	1478647.812965786	-21750.190929877805	473070805.4861387	2186399354788.5024	895197.3037904488	572.019474164932	801378212713.6891	327206.27882392536	965313.9520356077	809327.2136309061	1.15285	25.733643	0.0888323476892744	0.0423885931376618	-0.0165446782	0.0997197905	-0.0263898304	0.1300339747	0.0602050287	-0.0212366081	0.0166429721	0.0269430309	-0.0037487132	0.0642375219	0.0496163906	-0.0445596282	0.0770509269	0.0317417345	0.014756544	-0.0974920375	-0.0068508153	0.0227083662	0.0750744387	0.0189760837	0.0190498117	-0.0588539568	-0.1099464988	0.1255428297	0.0447372847	0.0869744843	0.0101676853	-0.0033438852	0.1408421948	-0.1199904757	0.061469711	0.0385238645	-0.0483602018	-0.0382146617	0.1593095252	-0.0699980557	-0.0435920685	0.0170597983	0.1058211754	0.0525528984	-0.0363401195	-0.0472657647	0.0193442314	-0.0038817723	-0.0299832708	-0.039891894	0.0669372839	-0.0818663246	-0.0550183867	-0.0286570344	-0.0224429611	0.0558358471	0.0470950261	0.0766314882	0.0411827631	0.0607374519	0.0991548635	-0.0581278956	0.0998331935	-0.0117410369	0.0316825946	-0.0156221495	0.0219627821	0.0704917938	-0.0110324103	0.01230981	-0.0517515169	-0.0418388198	-0.0171674064	-0.0111506101	0.1384579033	-0.1066849127	0.0173001529	-0.0599271889	0.0499758319	0.033005897	0.0718207196	0.0680046774	-0.0714962804	-0.068202457	0.0071641398	-0.0207324408	0.0103931771	0.1147048067	0.1124192083	0.108643553	-0.0054967934400735	-0.0247552514418031	3.0214738122835062e-05	0.0006128224739468	0.1102111104403604	0.0076847509589583	5.90553973012106e-05	0.0121464888644973	0.0094680967952598	0.0127823032049718	0.0001633872752238	8.964485692440888e-05	-0.0011460013036393	-0.0003840014609589	1.3133189879429748e-06	1.4745712201864639e-07	-7.200003051366366e-05	-0.0004879995331511	2.381435443557537e-07	5.184004393968498e-09	-4.1248719152039814e-08	-1.9984756066091265e-07	3.9939047502117154e-14	1.7014568316838556e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890281.2073900003	1225.333023136831	1501441.0175896452	792600628231.7968	1477521.3882960705	-1126.424669715576	1268832.5365438445	2183069452872.348	896280.5970935543	1083.2933031055145	803318908726.3783	1173524.380553256	966053.9296978752	830733.7072999822	0.954442	21.304842	0.0765962817085832	0.0397027594144708	0.0257476871	0.0746393555	0.0038043868	0.1481505909	0.0723437135	-0.0135426017	-0.0131723678	0.0492197544	-0.0317382626	0.0642791679	0.0481424835	0.0242507852	0.0534487342	0.089420361	-0.0239536578	-0.0846591392	0.0546981284	0.0257937861	0.1148813891	0.0416779992	-0.0169087029	-0.0101894129	0.0991034184	-0.0618555949	0.0190878506	0.0610730425	0.0558310858	-0.0836668298	-0.0456673995	0.0591628375	-0.0202916573	-0.2016873619	0.0210184467	-0.0005372908	0.0770637428	0.0078677403	0.0751790906	0.1059103067	0.119422277	0.0641837524	-0.0402103785	-0.0035815858	-0.0457916112	-0.0567507472	-0.0690491259	-0.0768824467	0.0890152505	-0.0480871818	-0.0570281339	-0.0661819678	0.0539549623	-0.0031474208	0.1302500859	0.0076371161	0.0205105973	-0.0874085711	0.0523124437	-0.0275893635	0.0716749077	-0.0009186174	0.0295105985	-0.0023701065	0.0396229757	0.0474319402	-0.0663442292	0.0320611401	-0.0583736844	0.0163072956	0.0970725053	-0.014396002	0.0350252915	-0.0421970687	-0.0896131171	-0.0177451979	0.0359004529	-0.0125058418	0.0470705097	0.0065639336	-0.0382078029	0.0160318906	0.0318339732	-0.0187739363	0.0684593792	0.1144017065	0.1112164334	0.105973176	-0.0001266946777747	0.0053700987622988	1.6051541376435063e-08	2.88379607168431e-05	0.1077814285041967	-0.0024296819361637	5.90335431092021e-06	0.0116168363304052	0.0014013464265048	-0.008066750368755	6.507246151180893e-05	1.9637718070777725e-06	-0.000772062798655	0.0003739385049842	5.960809650669911e-07	1.398300055098933e-07	0.0005344090909569	0.0006064091214705	3.6773202260270084e-07	2.855930764973803e-07	0.0002342061376533	0.0002342473863724	5.487183802232482e-08	5.48525149144765e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889381.7415985623	-899.4657914380077	809038.7099672016	790999882288.892	1481263.5945545393	3742.206258468796	14004107.680923022	2194141836552.6345	894573.0574438935	-1707.5396496608157	800260955104.5156	2915691.6551637803	966416.50530171	842097.4952459761	0.963534	21.507782	0.0786236780823435	0.0395285166125478	0.0367609131	-0.0017219478	-0.0002523206	0.1260923189	-0.0100314221	-0.0114203392	-0.0306094291	0.014899457	-0.0090158381	0.0160599926	0.0928851154	0.0142071396	-0.0573865245	0.0842907142	-0.0475063974	-0.0569846062	0.0339003407	0.0106423303	-0.040127739	-0.0502068527	0.0322136783	0.0907401798	-0.0672852974	-0.095037655	0.0125145743	-0.0287148102	-0.0024916322	0.1310725308	0.1039662367	-0.0884305517	0.022016014	0.0713320099	0.1019433694	-0.0361634987	0.0225356037	-0.1049626289	0.0255482656	0.0120489604	0.0507857312	0.0743342199	-0.1035553933	0.0224916857	-0.0431264948	-0.0011972454	-0.0567094106	-0.002844753	0.0359163818	0.0432519652	0.0209425736	0.0511045421	0.0673942674	-0.0059520492	0.0783953955	-0.0339795191	-0.0543815461	-0.0712074073	0.0653444283	-0.0630365795	-0.07680849	0.0081690349	0.0203635894	-0.0144744359	0.0261263051	0.0425574993	-0.0422757156	0.0053502652	-0.0752677087	0.0198262413	-0.0160002905	-0.0183783291	-0.0538096989	0.0201385129	-0.0667839137	0.0926428109	0.010598322	-0.02017453	0.0642632601	0.0067353381	0.0150470868	-0.0295843542	0.0621150926	0.0178121697	0.0453335742	0.1140484259	0.1098185471	0.1028845713	0.0123085594557892	0.0124352541335639	0.0001515006358766	0.0001546355453663	0.0895771869521411	-0.0182042415520555	0.0003313944104855	0.0080240724222588	0.0046341522804738	0.003232805853969	1.045103368945624e-05	2.1475367358620523e-05	-0.0005548968356242	0.0002171659630308	3.079104981857504e-07	4.7161055499094804e-08	0.0005021144165677	-3.229467438919996e-05	1.042945993904448e-09	2.5211888732512184e-07	-0.0004113607557818	-0.0006455668934351	4.1675661389944573e-07	1.692176713973737e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890170.3514335018	788.6098349394742	621905.4717632649	792403254571.2441	1500415.1380420057	19151.54348746641	366781617.95231694	2251245586465.611	893692.1904684238	-880.8669754697476	798685731304.2494	775926.6284732209	969897.0976925632	841206.2651260708	0.999997	22.321699	0.0927456893442461	0.0446400796997634	0.0411439698	0.0001021411	-0.0210405627	0.0174060939	-0.0903111681	0.1476228513	-0.073626765	0.0592030684	0.0326619275	-0.1003109141	0.0907990579	0.0386690514	-0.0906355144	-0.1145028762	0.1093522095	-0.1094380385	-0.0926078621	0.0030493514	0.0054672175	-0.0119526078	-0.0173388174	0.0624646412	-0.1034878339	-0.0348380269	0.2051472225	-0.0179822556	-0.0460689062	-0.0520291536	-0.0077016247	-0.0260007958	-0.0270951555	0.0439789337	-0.014167807	-0.0545776427	0.1555677314	-0.0743510553	0.0934192428	-0.0546419947	-0.0781618003	-0.0104212664	-0.0358084802	0.1321723944	0.119717929	0.1003394819	-0.0493084974	0.033479382	0.1572118394	-0.0084323336	-0.0981184172	-0.0513711806	0.0579134234	0.031120154	0.0771361934	-0.0196170787	-0.0364635256	0.0413678584	0.1814992504	0.0280909822	-0.06132245	0.0108864545	0.0281269544	-0.0425336043	0.0438159822	0.0586466158	-0.0319750523	-0.0513854377	-0.0648847967	0.0336506541	-0.0716400858	0.0336820718	0.0226785425	0.0464945403	0.0829558527	0.01376536	-0.048501981	-0.0573609988	0.0214997934	0.0927131932	0.011753619	-0.0515377205	-0.0520188772	-0.0571638719	-0.0005438254	0.1136451198	0.1082280018	0.0993899282	-0.0067346649115194	-0.0190432243673086	4.535571147045061e-05	0.0003626443943036	0.1175050830282629	0.0279278960761217	0.0007799673792386	0.0138074445374789	-0.0050913260045319	-0.0097254782850057	9.458492787211744e-05	2.5921600484422763e-05	-0.0011454266435943	-0.0005905298079701	1.3120021958557035e-06	3.487254541012032e-07	0.0003717357577686	-0.0001303786587991	1.6998594670252157e-08	1.3818747360379525e-07	-0.0004112874102348	7.334554699998724e-08	5.3795692647273374e-15	1.691573338176487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892314.7408822272	2144.3894487253856	4598406.107804763	796225596795.7163	1491357.9333079269	-9057.20473407884	82032957.59502017	2224148485240.4907	897530.1609962161	3837.9705277923495	805560389897.8937	14730017.772202684	969183.6298244522	845872.5022066459	1.155135	25.784649	0.0259216364389843	0.015063617295041	0.0398367975	0.0781665646	0.0326647776	0.0543066822	0.1069667053	-0.048951948	-0.0717594716	0.0751734109	-0.0411252102	0.0780650324	-0.0100183823	-0.0392971663	0.1567959924	-0.0679454033	0.0467163091	-0.1018177254	0.010975245	0.0205619765	0.0158760141	0.018349945	0.0695156139	0.0028677008	-0.0038794217	-0.0243739001	0.0687081227	0.0971055568	0.0525786194	0.0176020056	-0.0163480497	0.0123737146	-0.0561299866	-0.0288014766	0.0886783645	0.0872341605	-0.0157457566	-0.1069894309	-0.0272816923	0.0920974662	0.0884252529	0.0221358128	0.0643776535	-0.0453525495	0.0702141403	-0.0141451185	-0.0301744444	-0.0423011794	0.058559842	-0.106797936	-0.0850593848	0.0098933668	0.027374553	0.0275823572	0.1518149314	0.0163649004	0.0150732943	0.0033530193	-0.0337482264	0.0986002774	0.0119215731	0.0144201488	0.0313240827	-0.0190629225	0.050511055	0.0525529243	-0.0580256428	-0.0142952487	-0.047315984	0.0395333563	0.1051045836	-0.0186769518	0.043721041	-0.0483085193	-0.0132209888	-0.0640269894	0.0047980265	-0.0388096443	-0.0715942824	-0.0137485351	0.0054910328	-0.0112258099	-0.0757898928	0.0458887247	0.0376929618	0.1131919653	0.1064475877	0.0955030384	-0.0054765762786814	0.001258088632838	2.9992887736215816e-05	1.582787008076188e-06	0.1284874894854795	0.0109824064572165	0.0001206132515915	0.0165090349542812	-0.0059173162403567	-0.0008259902358248	6.822598696779091e-07	3.5014631488389155e-05	-0.0012078877769607	-6.246113336639994e-05	1.4589928817310617e-06	3.9013931814152e-09	0.0005662484180712	0.0001945126603026	3.7835175017994686e-08	3.2063727096813657e-07	-0.0004111581816417	1.2922859309998658e-07	1.6700029274601893e-14	1.690510503309092e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
